,證券代號,100張以下人數,100張以下比例,101-200張人數,101-200張比例,201-400張人數,201-400張比例,401-800張人數,401-800張比例,801-1000張人數,801-1000張比例,1000張以上人數,1000張以上比例
1548,4530,8999,34.72,14,4.15,9,5.13,4,4.93,4,7.67,5,43.3
1549,4532,20546,26.179999999999996,179,5.13,58,3.2,26,2.98,10,1.76,33,60.67
1550,4533,20870,25.56,56,4.92,32,5.66,21,7.5,5,2.9,22,53.37
1551,4534,7787,35.989999999999995,52,8.32,25,8.0,11,7.789999999999999,5,5.17,10,34.66
1552,4535,7677,11.580000000000002,20,3.75,12,4.45,7,5.23,0,0.0,12,74.92
1553,4536,2332,13.34,32,4.74,29,8.97,24,16.07,11,11.13,18,45.68
1554,4537,551,6.47,22,3.74,21,7.1,5,3.39,0,0.0,11,79.22
1555,4538,720,7.66,14,3.5,6,3.46,7,8.59,0,0.0,7,76.73
1556,4540,6986,34.269999999999996,30,4.61,16,5.04,4,2.62,4,4.09,18,49.28
1557,4541,4448,38.46000000000001,29,6.09,17,6.54,7,4.77,4,5.37,11,38.72
1558,4542,1102,16.7,13,6.06,3,2.25,12,19.26,2,5.74,10,49.91
1559,4543,1504,13.729999999999999,19,4.59,6,2.81,7,7.3,8,12.52,13,58.97
1560,4544,1472,12.04,32,7.64,34,16.19,7,5.85,5,7.2,2,50.99
1561,4545,4132,19.15,19,3.24,10,3.64,4,2.92,0,0.0,3,70.97
1562,4546,1777,31.519999999999996,14,6.0,4,3.88,2,3.0300000000000002,0,0.0,6,55.5
1563,4547,300,10.84,5,3.35,3,3.8,4,12.510000000000002,0,0.0,2,69.43
1564,4549,2582,22.02,14,4.37,6,3.87,6,7.92,1,1.99,8,59.73
1565,4550,2810,31.61,11,4.39,9,6.61,3,3.73,2,5.15,7,48.44
1566,4551,3312,10.17,27,3.33,14,3.82,7,3.33,5,3.87,17,75.41
1567,4552,6789,32.54,60,7.11,34,7.91,7,3.5300000000000002,0,0.0,4,48.85
1568,4553,287,10.08,7,3.75,4,3.88,6,11.63,1,2.83,7,67.75
1569,4554,1684,33.85,5,3.61,7,9.45,3,8.45,3,12.44,3,32.11
1570,4555,1504,10.809999999999999,11,2.55,6,2.37,4,2.64,0,0.0,13,81.57
1571,4556,951,9.94,14,4.74,7,4.49,1,1.5,1,2.03,11,77.23
1572,4557,9081,25.580000000000002,35,10.98,11,7.87,8,9.52,1,2.31,8,43.65
1573,4558,310,5.47,8,2.13,7,4.61,17,21.06,7,14.08,11,52.56
1574,4559,451,6.14,12,3.01,5,2.26,5,4.65,2,2.94,11,80.94
1575,4560,1836,10.2,10,2.14,6,2.5,1,1.07,0,0.0,10,84.03
1576,4561,3875,20.31,25,6.14,12,6.14,8,8.969999999999999,1,1.59,9,56.78
1577,4562,2653,17.47,18,2.85,11,3.3,12,8.45,2,2.04,14,65.82
1578,4563,1830,18.759999999999998,17,4.32,15,6.92,3,3.67,3,4.78,11,61.49
1579,4564,12062,31.92,89,6.79,49,7.44,21,5.9,6,2.88,26,45.0
1580,4565,913,6.73,11,3.36,10,6.0,13,15.21,0,0.0,11,68.64
1581,4566,3147,20.36,23,4.28,13,5.15,0,0.0,0,0.0,14,70.15
1582,4568,1168,16.960000000000004,9,3.98,11,10.69,5,9.1,0,0.0,5,59.21
1583,4570,10,4.74,1,2.43,2,10.02,7,63.18,0,0.0,1,19.6
1584,4571,1535,13.850000000000001,6,1.38,10,5.4,16,17.21,4,6.56,12,55.55
1585,4572,2723,30.21,16,6.3,12,9.23,7,8.81,1,2.55,5,42.83
1586,4573,391,10.4,16,6.98,16,15.13,13,26.1,1,2.81,7,38.52
1587,4575,502,13.309999999999999,24,8.32,13,9.31,1,1.82,3,7.15,9,60.02
1588,4576,10861,21.869999999999997,41,4.72,13,3.31,12,5.4,3,2.26,18,62.36
1589,4577,358,8.88,7,2.4,7,4.71,3,4.12,0,0.0,7,79.82
1590,4578,759,6.87,1,0.65,0,0.0,1,2.37,2,9.31,2,80.73
1591,4580,2292,26.359999999999996,18,6.23,11,8.15,0,0.0,4,9.77,12,49.42
1592,4581,926,15.830000000000002,13,5.69,7,5.94,4,6.890000000000001,3,7.99,10,57.61
1593,4582,1701,21.8,38,8.98,12,5.59,12,11.69,2,2.94,11,48.92
1594,4583,544,4.03,11,1.97,8,2.96,2,1.51,0,0.0,3,89.47
1595,4584,174,6.25,1,0.64,1,1.6,5,12.770000000000001,0,0.0,9,78.68
1596,4585,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
1597,4609,1851,15.099999999999998,14,3.93,9,5.38,8,9.96,1,1.85,14,63.69
1598,4702,12213,29.990000000000002,27,5.23,15,5.63,5,3.4,1,1.17,4,54.52
1599,4703,9293,65.1,37,7.72,6,2.39,3,2.27,2,2.67,3,19.77
1600,4706,3873,22.120000000000005,34,6.04,19,6.59,9,6.24,1,1.17,7,57.75
1601,4707,28212,28.959999999999997,114,4.49,42,3.4,18,3.01,1,0.27,10,59.79
1602,4711,4132,32.03,18,4.02,7,3.4,3,3.12,0,0.0,3,57.37
1603,4712,9586,20.73,40,7.62,21,7.44,10,8.18,2,2.55,5,53.4
1604,4714,26363,53.129999999999995,94,9.03,34,6.18,16,6.6899999999999995,0,0.0,8,24.9
1605,4716,22285,38.22,38,7.1,31,12.39,14,9.719999999999999,0,0.0,12,32.5
1606,4717,1034,99.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1607,4720,8855,34.2,44,5.74,21,5.6,6,3.51,3,2.74,15,48.16
1608,4721,31274,58.349999999999994,18,3.47,8,2.94,9,6.4,0,0.0,7,28.77
1609,4722,8241,31.800000000000004,59,8.24,39,10.73,16,9.11,3,2.9,21,37.15
1610,4726,14542,40.94,59,5.4,33,5.94,18,6.41,4,2.36,15,38.87
1611,4727,329,25.27,15,29.43,7,26.87,3,18.36,0,0.0,0,0.0
1612,4728,9598,11.58,13,3.66,9,4.86,13,14.37,2,3.47,14,61.98
1613,4729,5834,33.160000000000004,33,4.47,20,5.87,11,5.739999999999999,2,1.85,6,48.85
1614,4730,959,19.05,11,5.34,2,2.04,3,5.99,1,3.08,9,64.42
1615,4732,2520,24.299999999999997,26,6.94,13,7.31,14,16.16,2,3.64,11,41.57
1616,4734,360,49.2,18,23.0,5,13.58,1,5.67,1,8.5,0,0.0
1617,4735,17851,58.019999999999996,16,6.47,2,1.65,7,11.59,0,0.0,3,22.2
1618,4736,13436,38.160000000000004,54,8.35,21,5.91,4,2.2600000000000002,3,2.85,6,42.4
1619,4737,2850,22.77,44,9.47,27,11.38,5,4.67,3,4.25,7,47.39
1620,4738,2906,33.63,32,5.47,7,2.61,4,2.5,1,1.09,3,54.63
1621,4739,27715,49.39999999999999,40,5.37,18,4.7,14,7.6000000000000005,2,1.68,7,31.18
1622,4740,559,15.02,13,4.32,14,8.76,11,14.95,5,10.4,9,46.46
1623,4741,1339,25.25,21,8.97,16,13.48,3,5.66,0,0.0,7,46.58
1624,4743,42694,32.07,169,6.05,65,4.61,38,5.1,7,1.59,26,50.52
1625,4744,4276,42.64,39,12.53,14,8.27,3,4.109999999999999,0,0.0,8,32.39
1626,4745,3848,27.190000000000005,33,5.84,24,8.84,10,6.96,2,2.3,14,48.8
1627,4746,16075,52.94,65,7.51,27,6.77,19,7.98,3,2.12,12,22.6
1628,4747,1707,20.89,12,5.56,12,12.51,11,21.72,2,6.03,6,33.21
1629,4749,1082,17.71,32,5.64,13,4.67,3,2.11,0,0.0,4,69.8
1630,4752,1088,8.790000000000001,9,1.56,2,0.51,3,1.58,1,1.0,2,86.49
1631,4754,4925,37.269999999999996,13,6.92,10,11.46,6,15.280000000000001,0,0.0,3,29.0
1632,4755,5608,16.27,21,3.0,22,6.05,4,2.77,1,0.99,9,70.86
1633,4758,402,6.79,5,2.3,1,0.82,5,8.78,0,0.0,2,81.23
1634,4760,7522,44.89,18,7.17,6,4.75,6,9.23,1,2.93,4,30.96
1635,4762,134,0.3,0,0.0,0,0.0,1,2.38,0,0.0,7,97.28
1636,4763,3363,21.910000000000004,18,4.22,8,3.88,1,0.77,0,0.0,5,69.15
1637,4764,1438,10.870000000000001,21,3.45,5,1.62,9,6.300000000000001,4,4.71,15,72.98
1638,4765,661,21.630000000000003,16,6.83,21,18.24,7,12.05,1,2.54,6,38.62
1639,4766,2386,9.82,32,3.64,19,4.8,14,7.16,2,1.55,16,72.96
1640,4767,561,11.68,14,6.99,17,14.66,4,7.8,4,11.26,5,47.54
1641,4768,1781,25.009999999999998,20,9.29,14,12.77,8,15.65,5,13.7,2,23.52
1642,4769,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
1643,4770,3362,16.380000000000003,28,5.24,16,5.47,6,4.14,4,4.88,19,63.83
1644,4771,882,13.25,25,7.43,13,6.45,11,11.61,1,1.56,13,59.61
1645,4801,803,1.24,0,0.0,0,0.0,1,0.88,0,0.0,1,97.82
1646,4802,296,16.759999999999998,4,4.33,0,0.0,1,3.89,0,0.0,1,74.97
1647,4803,5736,36.160000000000004,13,3.12,7,3.21,1,0.92,1,1.38,6,55.13
1648,4804,2465,34.46000000000001,20,5.88,5,2.66,6,8.22,0,0.0,8,48.69
1649,4805,25,99.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1650,4806,1551,17.51,18,5.06,11,6.21,9,11.09,3,5.63,6,54.43
1651,4807,9854,16.61,7,3.0,10,7.75,2,2.7,4,9.62,7,60.25
1652,4903,20148,49.93,68,10.81,44,13.94,20,12.52,2,1.96,4,10.76
1653,4904,51686,6.52,189,0.82,130,1.12,82,1.44,17,0.48,177,89.54
1654,4905,1350,9.19,11,5.6,5,4.85,7,11.24,2,6.16,10,62.87
1655,4906,66284,64.25,175,6.38,64,4.6,41,5.739999999999999,6,1.43,28,17.55
1656,4907,2437,8.33,15,1.82,10,2.14,5,2.5500000000000003,0,0.0,5,85.1
1657,4908,14476,39.0,29,4.95,12,3.9,4,3.21,8,9.07,7,39.81
1658,4909,26574,43.49,40,6.22,20,6.05,11,6.59,3,3.01,14,34.55
1659,4911,2957,29.22,21,5.53,16,7.32,10,8.95,2,3.31,8,45.58
1660,4912,3051,27.92,37,8.77,16,7.38,14,12.39,4,5.57,5,37.9
1661,4913,470,40.8,8,12.41,6,16.98,2,12.28,2,17.48,0,0.0
1662,4914,219,23.990000000000002,1,1.49,1,4.06,3,19.82,0,0.0,2,50.59
1663,4915,37148,33.120000000000005,103,3.18,51,3.23,33,3.83,20,3.93,75,52.64
1664,4916,23629,52.540000000000006,37,6.11,11,3.74,4,2.65,1,1.0,7,33.89
1665,4917,8,0.7000000000000001,2,0.93,1,0.76,2,4.37,0,0.0,5,93.2
1666,4919,40895,23.030000000000005,56,1.96,45,3.15,20,2.9000000000000004,7,1.49,25,67.4
1667,4920,91,2.54,8,2.54,2,1.15,4,4.87,1,2.08,1,86.74
1668,4921,396,4.91,7,1.61,2,0.72,0,0.0,0,0.0,2,92.69
1669,4922,4649,63.120000000000005,26,6.9,9,5.12,8,9.64,2,3.65,2,11.5
1670,4923,1545,38.75,16,9.6,14,17.3,7,15.469999999999999,2,6.69,2,12.11
1671,4924,958,13.0,10,3.93,6,4.78,7,11.32,5,12.35,7,54.53
1672,4925,5341,39.17,29,6.78,16,7.22,18,19.03,2,3.07,7,24.65
1673,4927,19924,15.79,42,3.2,35,5.22,28,8.56,7,3.32,39,63.83
1674,4929,407,31.619999999999997,5,8.55,0,0.0,3,17.89,0,0.0,1,41.87
1675,4930,16253,28.42,39,4.12,24,5.03,10,3.99,2,1.35,7,57.02
1676,4931,3471,29.500000000000004,26,5.94,11,5.26,8,6.73,0,0.0,7,52.5
1677,4932,320,90.34,1,9.6,0,0.0,0,0.0,0,0.0,0,0.0
1678,4933,4985,26.080000000000002,22,3.75,14,5.13,5,3.39,1,1.12,4,60.46
1679,4934,43555,58.37999999999999,86,5.33,35,4.43,8,1.68,3,1.15,5,28.94
1680,4935,11181,33.3,30,3.24,24,4.85,14,5.8,6,4.23,10,48.48
1681,4938,193274,24.6,378,1.98,222,2.32,143,3.01,36,1.21,185,66.81
1682,4939,34503,56.97,54,7.79,24,7.02,20,11.02,2,1.66,8,15.47
1683,4941,332,34.589999999999996,8,18.08,10,47.26,0,0.0,0,0.0,0,0.0
1684,4942,6946,26.32,56,5.59,32,6.3,20,8.24,4,2.51,22,50.97
1685,4943,18751,43.400000000000006,34,3.0,13,2.48,9,3.4,2,1.16,6,46.48
1686,4944,9080,29.669999999999995,29,4.5,10,3.35,8,4.8100000000000005,1,0.91,3,56.69
1687,4945,1551,26.95,13,6.05,9,7.57,3,4.49,1,2.85,3,52.03
1688,4946,7556,59.449999999999996,6,6.14,0,0.0,0,0.0,1,7.09,2,27.26
1689,4949,479,12.62,18,5.34,9,5.37,8,9.89,4,8.12,14,58.6
1690,4950,1973,35.86,42,12.41,17,10.37,12,15.03,3,5.96,6,20.3
1691,4951,2027,48.4,24,11.31,17,16.17,3,5.17,0,0.0,3,18.88
1692,4952,12609,35.76,36,4.68,16,4.07,10,5.1,0,0.0,4,50.32
1693,4953,15513,40.21,39,8.46,15,6.61,8,7.16,1,1.38,6,36.12
1694,4956,23443,56.96,48,7.0,24,6.89,9,4.51,1,0.84,6,23.73
1695,4958,48590,18.419999999999998,152,2.24,93,2.78,76,4.39,17,1.6,79,70.48
1696,4960,57599,44.86,252,5.35,118,4.97,49,3.9899999999999998,15,2.04,59,38.72
1697,4961,39172,46.730000000000004,24,1.85,31,4.66,18,5.41,3,1.36,16,39.93
1698,4962,19,0.28,0,0.0,0,0.0,0,0.0,0,0.0,1,99.7
1699,4963,415,9.17,22,4.41,8,2.86,2,1.6099999999999999,0,0.0,7,81.87
1700,4965,751,2.7400000000000007,3,0.8,3,1.48,0,0.0,0,0.0,4,94.91
1701,4966,2884,23.1,91,15.44,44,15.59,13,9.690000000000001,7,7.93,13,28.18
1702,4967,28943,78.75,24,3.37,20,5.08,8,3.94,2,1.76,4,7.02
1703,4968,24727,45.74999999999999,61,9.84,24,7.49,17,10.19,4,4.24,11,22.41
1704,4969,11470,30.34,103,7.72,46,6.61,27,7.949999999999999,5,2.39,23,44.91
1705,4971,15229,42.739999999999995,35,13.55,14,10.32,16,24.31,1,2.25,2,6.77
1706,4972,7274,40.870000000000005,15,5.72,13,9.41,5,6.35,1,2.0,8,35.56
1707,4973,22487,53.23,25,5.54,14,5.71,9,7.859999999999999,2,2.78,6,24.8
1708,4974,20242,43.56,25,5.09,8,2.98,6,4.73,2,2.39,4,41.18
1709,4975,1021,2.91,9,0.36,4,0.37,3,0.39,0,0.0,8,95.92
1710,4976,29347,60.190000000000005,39,4.04,24,4.93,10,3.57,3,1.94,5,25.27
1711,4977,7357,34.4,24,5.27,12,4.65,13,10.32,1,1.23,13,44.05
1712,4978,63,10.37,3,7.25,0,0.0,0,0.0,0,0.0,1,82.32
1713,4979,28701,50.339999999999996,58,6.06,25,5.05,12,5.1899999999999995,2,1.32,8,31.96
1714,4980,2384,32.41,13,5.62,4,3.29,7,11.84,2,5.39,5,41.36
1715,4987,2659,41.489999999999995,11,5.83,13,12.98,8,15.190000000000001,1,2.77,2,21.67
1716,4989,9882,26.09,19,1.98,9,1.77,3,1.12,3,1.97,4,66.99
1717,4990,3251,28.97,67,8.76,35,9.39,11,5.91,4,3.42,17,43.47
1718,4991,14680,20.64,48,6.55,30,7.4,16,7.68,4,3.37,14,54.28
1719,4992,902,8.32,64,4.56,39,5.22,10,2.62,6,2.57,22,76.64
1720,4994,4796,13.69,23,2.99,11,3.03,4,2.2,2,1.64,19,76.37
1721,4995,4015,16.87,15,5.04,12,8.92,8,11.2,2,4.08,11,53.83
1722,4996,684,10.04,52,6.73,20,5.46,13,7.1899999999999995,4,3.75,21,66.74
1723,4997,251,25.909999999999997,10,9.89,10,21.17,4,14.27,2,11.28,2,17.41
1724,4999,21737,49.129999999999995,23,4.7,12,4.8,7,5.9399999999999995,4,4.66,9,30.7
1725,5006,14308,73.62,62,9.08,31,8.29,5,2.39,0,0.0,3,6.56
1726,5007,5178,6.890000000000001,48,2.27,41,3.92,21,3.89,3,0.92,25,82.05
1727,5009,56150,46.29,171,5.22,53,3.09,36,4.48,7,1.41,35,39.43
1728,5011,11116,35.03,32,5.21,18,5.83,10,6.8100000000000005,4,4.15,10,42.9
1729,5013,10405,8.94,23,2.37,15,3.14,16,6.859999999999999,2,1.4,34,77.21
1730,5014,34910,50.650000000000006,69,5.06,46,7.22,24,6.87,4,1.9,23,28.23
1731,5015,4785,35.76,11,2.61,14,7.6,4,4.08,3,4.59,10,45.29
1732,5016,2339,24.67,14,3.52,9,5.03,2,1.98,5,8.91,8,55.83
1733,5017,7118,99.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1734,5102,1289,6.220000000000001,6,1.44,12,5.15,4,3.61,1,1.37,6,82.13
1735,5201,9109,28.229999999999997,21,9.42,9,7.24,9,16.0,2,5.89,7,33.16
1736,5202,15539,15.51,28,6.58,15,7.04,8,7.09,2,3.03,16,60.68
1737,5203,14093,31.779999999999998,43,7.62,27,9.3,6,4.52,2,2.41,9,44.3
1738,5204,1411,59.089999999999996,8,14.64,2,8.1,0,0.0,0,0.0,1,18.12
1739,5205,1839,32.18,6,8.48,2,6.57,0,0.0,0,0.0,1,52.7
1740,5206,4000,11.230000000000002,36,3.02,21,3.9,8,2.64,2,1.18,17,77.96
1741,5207,2949,35.379999999999995,15,14.02,8,11.93,6,23.779999999999998,0,0.0,2,14.82
1742,5209,2368,31.159999999999997,17,8.78,2,1.63,2,4.04,0,0.0,3,54.31
1743,5210,13286,33.58,30,6.77,13,6.65,18,15.12,1,1.45,8,36.37
1744,5211,8064,43.219999999999985,7,3.05,5,4.02,8,12.36,1,3.03,5,34.24
1745,5212,7508,10.459999999999999,9,3.77,5,3.6,7,11.58,1,2.71,8,67.81
1746,5213,9935,11.15,45,1.89,21,1.73,18,2.94,3,0.79,32,81.43
1747,5215,6565,36.349999999999994,31,6.83,11,4.68,2,1.96,2,2.84,12,47.26
1748,5216,375,11.629999999999999,5,4.01,2,2.59,7,21.44,1,5.47,4,54.78
1749,5220,3970,40.980000000000004,30,10.26,13,9.19,6,10.86,2,4.38,6,24.26
1750,5221,350,68.27,6,13.55,2,7.31,1,10.8,0,0.0,0,0.0
1751,5222,8641,45.56999999999999,48,9.82,16,6.02,15,12.92,3,4.12,7,21.48
1752,5223,3189,29.82,13,4.05,2,1.44,7,9.14,1,2.2,6,53.28
1753,5225,2344,23.869999999999997,21,5.28,15,6.99,4,3.4799999999999995,1,1.62,6,58.69
1754,5226,369,28.35,19,11.68,9,9.32,8,19.07,0,0.0,3,31.51
1755,5227,19501,61.540000000000006,32,7.2,10,4.47,8,7.24,0,0.0,3,19.47
1756,5228,231,7.33,10,4.02,7,5.92,6,10.540000000000001,1,2.92,8,69.2
1757,5229,182,3.62,13,3.06,6,2.87,9,8.35,3,4.78,14,77.23
1758,5230,9087,43.769999999999996,30,8.71,15,9.21,14,16.46,2,3.82,6,17.95
1759,5232,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,99.99
1760,5233,2029,6.550000000000001,47,2.31,35,3.59,10,1.96,4,1.27,10,84.26
1761,5234,5203,17.26,35,4.45,28,7.43,9,5.07,3,2.52,9,63.2
1762,5236,5515,29.409999999999997,15,3.22,2,1.08,3,2.58,0,0.0,5,63.65
1763,5238,668,9.08,13,2.61,10,4.83,7,5.859999999999999,0,0.0,10,77.56
1764,5239,557,32.69,33,18.51,19,20.11,3,5.69,1,3.53,3,19.4
1765,5240,544,17.880000000000003,23,8.8,17,14.8,14,23.66,0,0.0,5,34.8
1766,5242,992,13.18,52,5.62,40,8.99,22,10.09,5,3.61,19,58.43
1767,5243,20843,38.49,40,3.45,17,2.77,7,2.42,3,1.59,7,51.22
1768,5244,3262,28.800000000000004,32,6.32,25,9.63,17,14.45,3,3.81,13,36.92
1769,5245,4719,31.49,11,3.32,8,5.3,4,5.220000000000001,4,8.26,8,46.32
1770,5247,455,11.55,27,5.19,21,7.47,4,3.17,3,3.63,5,68.94
1771,5248,571,14.73,10,7.83,2,2.48,1,2.53,0,0.0,4,72.38
1772,5250,209,3.4499999999999997,0,0.0,0,0.0,0,0.0,0,0.0,1,96.49
1773,5251,20359,43.89,10,3.65,6,4.99,3,4.42,1,2.51,4,40.47
1774,5253,180,5.1899999999999995,12,4.47,14,9.21,12,16.61,3,6.24,5,58.2
1775,5254,246,10.35,2,1.64,2,2.14,0,0.0,0,0.0,1,85.82
1776,5256,1821,20.2,37,7.34,16,6.18,7,5.09,1,1.22,14,59.89
1777,5257,714,9.440000000000001,48,5.39,28,5.85,13,5.54,0,0.0,13,73.71
1778,5258,6072,29.46,52,8.46,33,10.3,14,9.04,5,5.08,13,37.59
1779,5259,2376,12.64,11,3.37,4,2.88,5,6.58,0,0.0,3,74.45
1780,5262,1158,18.580000000000002,27,7.57,25,13.77,8,9.3,7,12.33,8,38.38
1781,5263,11333,35.629999999999995,28,6.23,10,5.01,10,8.459999999999999,0,0.0,13,44.62
1782,5265,123,66.18,1,15.63,1,18.14,0,0.0,0,0.0,0,0.0
1783,5267,486,18.98,14,8.38,10,10.37,8,15.96,0,0.0,5,46.22
1784,5269,5527,15.930000000000001,25,5.13,12,4.64,11,8.89,1,1.33,6,64.0
1785,5271,763,14.94,21,5.69,5,2.94,6,8.01,1,1.7,7,66.64
1786,5272,23129,51.89,31,7.94,17,8.3,7,7.25,1,1.64,6,22.91
1787,5274,2084,32.019999999999996,27,10.77,16,13.6,7,12.01,4,9.97,3,21.56
1788,5275,121,28.46,15,22.21,7,18.8,5,21.77,1,8.69,0,0.0
1789,5276,673,7.32,3,1.01,3,2.42,3,3.88,0,0.0,3,85.29
1790,5277,1006,14.18,24,4.85,9,3.74,6,4.59,2,2.62,12,69.93
1791,5278,1297,30.42,14,13.07,11,22.53,3,11.100000000000001,0,0.0,2,22.8
1792,5279,12,0.04,3,1.93,3,3.47,0,0.0,1,2.66,2,91.86
1793,5281,1329,20.570000000000004,13,4.96,7,5.66,5,6.7,3,7.0,6,55.04
1794,5282,265,5.1,6,4.62,6,5.89,7,18.92,2,7.17,1,58.22
1795,5283,6370,22.81,6,1.04,9,3.47,12,9.879999999999999,0,0.0,10,62.75
1796,5284,1680,25.46,21,6.51,6,3.77,4,4.57,0,0.0,7,59.64
1797,5285,12119,30.09,34,4.68,12,3.15,9,5.67,1,0.95,17,55.39
1798,5286,907,13.810000000000002,2,1.85,3,4.75,1,3.09,1,6.43,4,70.01
1799,5287,6565,19.729999999999997,14,4.44,9,6.91,6,8.98,2,4.06,11,55.8
1800,5288,1268,13.17,19,3.84,11,4.78,9,7.34,0,0.0,5,70.8
1801,5289,15098,27.869999999999997,44,7.47,29,9.37,14,9.02,5,5.41,14,40.79
1802,5291,2234,30.720000000000002,19,6.94,20,14.1,13,19.130000000000003,6,13.65,3,15.39
1803,5292,262,8.68,6,2.9,4,4.03,2,4.72,1,3.26,4,76.32
1804,5294,87,2.16,0,0.0,2,7.08,1,8.63,2,18.9,3,63.18
1805,5295,118,5.4399999999999995,6,2.73,2,1.73,6,11.41,1,2.98,8,75.64
1806,5296,442,32.37,25,17.28,12,14.92,2,4.22,1,4.33,4,26.82
1807,5297,654,20.95,11,6.83,8,9.06,6,13.3,3,11.56,6,38.22
1808,5299,10870,46.43,9,3.33,10,8.02,6,10.03,0,0.0,6,32.12
1809,5301,4435,9.510000000000002,12,1.66,11,3.15,10,5.44,3,2.42,9,77.75
1810,5302,14510,39.01,52,4.46,15,2.6,9,3.4000000000000004,3,1.73,12,48.73
1811,5304,32403,10.120000000000001,27,1.1,12,0.95,9,1.3399999999999999,3,0.85,11,85.55
1812,5306,10876,14.190000000000001,23,2.68,17,4.03,15,6.37,4,2.79,14,69.86
1813,5307,35518,45.32,227,7.48,113,7.14,51,6.64,10,2.09,33,31.26
1814,5309,36603,64.94,61,5.33,28,5.17,10,3.95,3,1.73,8,18.8
1815,5310,4524,26.140000000000004,11,5.45,7,7.56,6,11.84,2,6.0,5,42.93
1816,5312,5386,28.430000000000003,26,6.85,10,4.27,2,2.23,1,1.45,13,56.71
1817,5314,20841,32.239999999999995,19,4.5,12,5.3,7,6.38,3,4.41,7,47.09
1818,5315,29362,56.900000000000006,61,8.11,19,5.09,20,10.75,1,0.83,9,18.24
1819,5321,7472,25.409999999999997,20,8.82,6,4.81,6,7.77,0,0.0,3,53.11
1820,5324,23219,14.889999999999999,57,3.57,34,3.82,18,4.9,5,1.94,27,70.8
1821,5325,21112,63.88,8,1.85,3,1.67,3,2.88,2,2.89,3,26.77
1822,5328,34549,50.05,51,4.14,17,2.82,8,2.83,2,1.12,8,38.95
1823,5336,3048,94.42999999999999,1,5.52,0,0.0,0,0.0,0,0.0,0,0.0
1824,5340,8319,20.409999999999997,58,4.35,39,5.45,30,8.96,5,2.19,12,58.57
1825,5344,8485,23.020000000000003,7,1.22,4,1.46,0,0.0,0,0.0,4,74.25
1826,5345,9203,23.979999999999997,13,3.74,10,5.72,11,14.03,2,4.06,3,48.39
1827,5346,264087,45.949999999999996,873,8.88,452,9.0,201,8.18,31,2.05,82,25.86
1828,5347,48667,7.07,173,1.48,133,2.27,95,3.4000000000000004,23,1.27,129,84.45
1829,5348,2242,24.06,13,6.64,4,4.2,5,10.149999999999999,3,9.74,3,45.13
1830,5351,71854,58.53999999999999,121,6.25,63,6.31,22,4.67,9,2.97,19,21.19
1831,5353,5094,23.29,37,6.77,21,8.02,21,15.75,4,4.83,12,41.27
1832,5355,19403,32.4,74,6.67,30,5.16,20,6.470000000000001,5,2.75,20,46.48
1833,5356,26584,55.82,35,4.79,17,4.85,10,5.470000000000001,1,0.83,9,28.15
1834,5364,8069,13.799999999999999,8,3.89,10,9.96,3,5.2,0,0.0,4,67.09
1835,5371,45367,21.99,72,2.7,64,4.77,28,4.18,12,2.65,54,63.64
1836,5372,5475,62.010000000000005,31,9.1,10,6.02,9,11.04,0,0.0,4,11.76
1837,5376,3870,48.64,31,12.94,9,7.1,5,7.630000000000001,0,0.0,3,23.62
1838,5381,13379,23.599999999999998,84,6.46,43,6.72,25,7.529999999999999,5,2.43,16,53.18
1839,5383,8217,26.99,35,6.24,15,5.07,3,2.23,2,2.27,3,57.15
1840,5385,8502,71.7,3,3.49,3,6.59,0,0.0,0,0.0,1,18.16
1841,5386,7082,57.24,10,5.62,4,5.35,2,4.26,0,0.0,1,27.48
1842,5387,142569,7.910000000000001,1,0.34,2,1.51,0,0.0,0,0.0,1,90.18
1843,5388,20904,29.849999999999998,77,4.29,33,3.78,34,7.62,8,2.83,40,51.56
1844,5392,32318,42.22,94,7.55,44,7.42,20,6.91,3,1.57,10,34.26
1845,5395,2308,67.99000000000001,2,16.61,1,15.35,0,0.0,0,0.0,0,0.0
1846,5398,11061,20.71,24,6.69,17,9.47,9,9.87,3,5.47,9,47.71
1847,5403,7376,42.39000000000001,39,7.63,17,6.77,10,7.75,5,6.05,12,29.35
1848,5410,30821,59.27999999999999,41,6.46,14,4.43,4,2.64,4,4.28,7,22.85
1849,5414,5132,28.839999999999996,36,7.48,13,4.89,10,7.699999999999999,4,5.18,6,45.83
1850,5425,60267,50.63999999999999,62,3.3,33,3.53,29,5.82,7,2.25,27,34.37
1851,5426,22330,30.859999999999996,46,4.6,17,3.63,10,4.16,0,0.0,19,56.68
1852,5432,3871,11.900000000000002,6,3.42,1,1.1,1,2.38,0,0.0,5,81.13
1853,5434,26049,32.28,67,5.08,53,8.35,39,12.87,9,4.41,26,36.94
1854,5438,23429,14.219999999999999,20,2.59,5,1.31,8,4.13,0,0.0,10,77.69
1855,5439,15344,41.029999999999994,41,6.02,39,11.74,14,8.25,3,2.96,10,29.93
