0,11,35.2,12.6,40.32,14.2,45.44,15.8,50.56,17.4,55.68,19,60.8,26.44  /  26.4  /  26.3  /  26.31  /  26.25,9.23  /  9.29  /  9.23  /  9.22  /  9.28,64.27  /  64.25  /  64.39  /  64.41  /  64.4,74.0  /  75.0  /  78.0  /  77.0  /  76.0
0,11,43.23,12.2,47.95,13.4,52.66,14.6,57.38,15.8,62.09,17,66.81,29.68  /  29.61  /  29.77  /  29.93  /  29.83,6.7  /  6.75  /  6.61  /  6.44  /  6.54,63.55  /  63.55  /  63.54  /  63.54  /  63.54,16.0  /  16.0  /  16.0  /  16.0  /  16.0
0,9,20.43,10.6,24.06,12.2,27.69,13.8,31.33,15.4,34.96,17,38.59,24.27  /  24.83  /  24.95  /  24.93  /  24.85,7.58  /  7.9  /  7.88  /  7.87  /  7.74,68.07  /  67.19  /  67.09  /  67.12  /  67.33,113.0  /  109.0  /  107.0  /  107.0  /  109.0
0,10,45.7,12,54.84,14,63.98,16,73.12,18,82.26,20,91.4,28.7  /  28.67  /  28.46  /  28.54  /  28.43,9.41  /  9.31  /  9.65  /  9.61  /  9.79,61.83  /  61.95  /  61.83  /  61.79  /  61.69,70.0  /  74.0  /  71.0  /  73.0  /  71.0
0,7,34.86,8.8,43.82,10.6,52.79,12.4,61.75,14.2,70.72,16,79.68,36.78  /  36.61  /  37.49  /  38.04  /  37.87,11.73  /  11.73  /  11.79  /  11.59  /  11.74,51.41  /  51.58  /  50.63  /  50.3  /  50.3,29.0  /  30.0  /  31.0  /  30.0  /  30.0
0,11,50.16,13.2,60.19,15.4,70.22,17.6,80.26,19.8,90.29,22,100.3,34.0  /  34.26  /  34.0  /  34.83  /  35.03,11.07  /  11.05  /  11.47  /  11.59  /  11.92,54.84  /  54.62  /  54.44  /  53.5  /  52.98,30.0  /  29.0  /  30.0  /  27.0  /  26.0
0,13,43.16,15.6,51.79,18.2,60.42,20.8,69.06,23.4,77.69,26,86.32,24.42  /  24.38  /  24.26  /  24.82  /  24.57,11.03  /  11.06  /  11.11  /  11.28  /  11.15,64.51  /  64.48  /  64.55  /  63.8  /  64.21,74.0  /  75.0  /  73.0  /  68.0  /  72.0
0,13,18.33,15.4,21.71,17.8,25.1,20.2,28.48,22.6,31.87,25,35.25,38.78  /  39.16  /  39.24  /  39.74  /  39.21,18.45  /  18.3  /  18.53  /  18.03  /  18.92,42.71  /  42.48  /  42.17  /  42.14  /  41.8,14.0  /  14.0  /  14.0  /  14.0  /  14.0
0,12,76.2,15.6,99.06,19.2,121.9,22.8,144.8,26.4,167.6,30,190.5,37.79  /  37.85  /  38.13  /  37.7  /  36.71,18.84  /  18.77  /  18.45  /  18.88  /  17.11,43.29  /  43.32  /  43.33  /  43.35  /  46.1,17.0  /  17.0  /  17.0  /  17.0  /  20.0
0,7,32.13,8.2,37.64,9.4,43.15,10.6,48.65,11.8,54.16,13,59.67,30.85  /  31.18  /  31.32  /  31.34  /  31.39,15.55  /  15.43  /  15.35  /  14.97  /  15.07,53.53  /  53.31  /  53.23  /  53.61  /  53.45,43.0  /  43.0  /  43.0  /  44.0  /  43.0
0,12,42.72,14.8,52.69,17.6,62.66,20.4,72.62,23.2,82.59,26,92.56,35.02  /  35.15  /  35.28  /  35.48  /  35.22,13.61  /  13.5  /  13.45  /  13.48  /  13.62,51.3  /  51.28  /  51.21  /  50.98  /  51.08,28.0  /  28.0  /  28.0  /  28.0  /  28.0
0,10,38.6,13.4,51.72,16.8,64.85,20.2,77.97,23.6,91.1,27,104.2,36.89  /  36.51  /  36.44  /  36.63  /  36.73,12.14  /  12.46  /  12.59  /  12.34  /  12.28,50.9  /  50.98  /  50.89  /  50.97  /  50.92,18.0  /  18.0  /  18.0  /  18.0  /  18.0
0,9,28.98,10.2,32.84,11.4,36.71,12.6,40.57,13.8,44.44,15,48.3,22.12  /  22.31  /  22.31  /  22.33  /  22.46,9.54  /  9.6  /  9.62  /  9.69  /  9.72,68.27  /  68.02  /  68.01  /  67.91  /  67.73,387.0  /  389.0  /  391.0  /  393.0  /  394.0
0,9,90.18,10.2,102.2,11.4,114.2,12.6,126.3,13.8,138.3,15,150.3,10.74  /  10.87  /  10.89  /  11.01  /  11.1,9.44  /  9.57  /  9.74  /  9.81  /  9.82,79.74  /  79.48  /  79.29  /  79.11  /  78.99,167.0  /  167.0  /  166.0  /  164.0  /  166.0
0,8,36.96,10.2,47.12,12.4,57.29,14.6,67.45,16.8,77.62,19,87.78,28.63  /  29.05  /  29.15  /  29.22  /  28.99,15.34  /  15.37  /  15.49  /  15.73  /  15.85,55.96  /  55.49  /  55.27  /  54.99  /  55.08,149.0  /  149.0  /  148.0  /  145.0  /  145.0
0,10,81.2,11,89.32,12,97.44,13,105.6,14,113.7,15,121.8,14.32  /  14.61  /  14.86  /  15.02  /  15.52,14.21  /  13.96  /  13.71  /  13.51  /  13.55,71.4  /  71.37  /  71.36  /  71.41  /  70.85,129.0  /  130.0  /  131.0  /  132.0  /  131.0
0,10,63.9,12.6,80.51,15.2,97.13,17.8,113.7,20.4,130.4,23,147,26.62  /  26.05  /  25.77  /  25.91  /  25.58,9.44  /  9.99  /  10.21  /  9.88  /  10.15,63.87  /  63.87  /  63.97  /  64.11  /  64.2,13.0  /  13.0  /  13.0  /  13.0  /  13.0
0,13,28.34,16.4,35.75,19.8,43.16,23.2,50.58,26.6,57.99,30,65.4,54.09  /  53.94  /  0.0  /  54.37  /  54.84,10.33  /  10.46  /  0.0  /  10.69  /  10.35,35.53  /  35.54  /  0.0  /  34.86  /  34.74,14.0  /  14.0  /  0.0  /  13.0  /  13.0
0,8,141.1,9.6,169.3,11.2,197.6,12.8,225.8,14.4,254,16,282.2,34.03  /  32.53  /  32.74  /  34.35  /  34.37,19.29  /  20.04  /  19.9  /  19.11  /  18.4,46.59  /  47.36  /  47.28  /  46.48  /  47.16,43.0  /  43.0  /  43.0  /  42.0  /  45.0
0,11,45.76,12.8,53.25,14.6,60.74,16.4,68.22,18.2,75.71,20,83.2,35.21  /  35.29  /  35.27  /  35.48  /  35.34,19.93  /  20.21  /  20.18  /  19.97  /  20.16,44.78  /  44.44  /  44.48  /  44.47  /  44.43,20.0  /  20.0  /  20.0  /  20.0  /  20.0
0,7,12.53,8.6,15.39,10.2,18.26,11.8,21.12,13.4,23.99,15,26.85,47.67  /  47.54  /  47.47  /  47.45  /  47.45,15.7  /  15.83  /  15.88  /  15.89  /  15.89,36.57  /  36.57  /  36.57  /  36.57  /  36.57,9.0  /  9.0  /  9.0  /  9.0  /  9.0
