0,10,29.2,11.6,33.87,13.2,38.54,14.8,43.22,16.4,47.89,18,52.56,26.99  /  26.73  /  26.53  /  26.42  /  26.44,8.79  /  8.86  /  9.25  /  9.18  /  9.23,64.16  /  64.34  /  64.14  /  64.34  /  64.27,76.0  /  77.0  /  74.0  /  75.0  /  74.0
0,10,40.3,11.2,45.14,12.4,49.97,13.6,54.81,14.8,59.64,16,64.48,29.47  /  29.36  /  29.2  /  29.25  /  29.68,6.92  /  7.02  /  7.19  /  7.12  /  6.7,63.55  /  63.55  /  63.55  /  63.55  /  63.55,16.0  /  16.0  /  16.0  /  16.0  /  16.0
0,7,16.87,8.4,20.24,9.8,23.62,11.2,26.99,12.6,30.37,14,33.74,23.51  /  23.75  /  24.03  /  23.97  /  24.27,7.56  /  7.58  /  7.62  /  7.69  /  7.58,68.84  /  68.57  /  68.28  /  68.27  /  68.07,111.0  /  112.0  /  112.0  /  112.0  /  113.0
0,6,29.04,8,38.72,10,48.4,12,58.08,14,67.76,16,77.44,29.54  /  29.74  /  29.19  /  28.69  /  28.7,9.47  /  9.64  /  9.4  /  9.29  /  9.41,60.92  /  60.56  /  61.34  /  61.93  /  61.83,63.0  /  60.0  /  66.0  /  68.0  /  70.0
0,6,25.5,7.4,31.45,8.8,37.4,10.2,43.35,11.6,49.3,13,55.25,36.02  /  36.83  /  36.53  /  35.97  /  36.78,11.86  /  11.49  /  12.06  /  11.75  /  11.73,52.04  /  51.61  /  51.33  /  52.22  /  51.41,33.0  /  31.0  /  29.0  /  32.0  /  29.0
0,7,36.54,9.2,48.02,11.4,59.51,13.6,70.99,15.8,82.48,18,93.96,33.22  /  33.07  /  33.45  /  31.93  /  34.0,11.83  /  12.43  /  12.08  /  10.72  /  11.07,54.86  /  54.43  /  54.4  /  57.28  /  54.84,34.0  /  31.0  /  30.0  /  38.0  /  30.0
0,10,16.6,12.8,21.25,15.6,25.9,18.4,30.54,21.2,35.19,24,39.84,25.42  /  25.34  /  25.12  /  24.28  /  24.42,10.65  /  10.9  /  11.22  /  11.05  /  11.03,64.06  /  63.68  /  63.59  /  64.62  /  64.51,69.0  /  69.0  /  68.0  /  74.0  /  74.0
0,13,18.33,15.4,21.71,17.8,25.1,20.2,28.48,22.6,31.87,25,35.25,38.57  /  38.46  /  38.6  /  39.31  /  38.78,17.17  /  17.32  /  18.3  /  17.91  /  18.45,44.17  /  44.14  /  43.01  /  42.71  /  42.71,15.0  /  15.0  /  14.0  /  14.0  /  14.0
0,9,52.2,11.6,67.28,14.2,82.36,16.8,97.44,19.4,112.5,22,127.6,36.52  /  36.95  /  37.72  /  37.42  /  37.79,18.77  /  19.08  /  18.31  /  18.63  /  18.84,44.65  /  43.9  /  43.87  /  43.87  /  43.29,19.0  /  18.0  /  18.0  /  18.0  /  17.0
0,7,32.13,8.2,37.64,9.4,43.15,10.6,48.65,11.8,54.16,13,59.67,30.4  /  30.3  /  30.3  /  30.48  /  30.85,15.12  /  15.23  /  15.22  /  15.48  /  15.55,54.41  /  54.4  /  54.4  /  53.96  /  53.53,45.0  /  45.0  /  45.0  /  44.0  /  43.0
0,8,28.16,9.6,33.79,11.2,39.42,12.8,45.06,14.4,50.69,16,56.32,33.94  /  34.46  /  34.7  /  34.67  /  35.02,13.51  /  13.11  /  12.91  /  13.36  /  13.61,52.47  /  52.36  /  52.33  /  51.89  /  51.3,30.0  /  30.0  /  30.0  /  29.0  /  28.0
0,6,28.38,8.2,38.79,10.4,49.19,12.6,59.6,14.8,70,17,80.41,36.03  /  35.73  /  36.36  /  37.06  /  36.89,13.1  /  13.33  /  12.72  /  12.09  /  12.14,50.82  /  50.88  /  50.86  /  50.76  /  50.9,18.0  /  18.0  /  18.0  /  18.0  /  18.0
0,8,23.2,9.4,27.26,10.8,31.32,12.2,35.38,13.6,39.44,15,43.5,21.77  /  21.62  /  21.97  /  22.04  /  22.12,9.16  /  9.13  /  9.44  /  9.46  /  9.54,68.98  /  69.16  /  68.5  /  68.44  /  68.27,383.0  /  385.0  /  384.0  /  385.0  /  387.0
