,證券代號,100張以下人數,100張以下比例,101-200張人數,101-200張比例,201-400張人數,201-400張比例,401-800張人數,401-800張比例,801-1000張人數,801-1000張比例,1000張以上人數,1000張以上比例
776,2523,14359,36.41,134,7.42,77,8.51,28,5.7700000000000005,9,3.18,29,38.64
777,2524,7271,5.12,34,1.21,22,1.6,8,1.2799999999999998,2,0.46,29,90.27
778,2525,53452,48.629999999999995,471,10.46,227,9.76,103,8.27,23,3.24,52,19.57
779,2527,6359,11.740000000000002,64,3.42,27,3.1,26,5.6,5,1.78,10,74.28
780,2528,4071,4.98,37,1.58,47,4.13,20,3.4,2,0.51,21,85.34
781,2530,33226,8.940000000000001,138,2.8,95,3.77,50,3.8,11,1.41,66,79.21
782,2533,14304,48.540000000000006,96,8.46,34,6.27,28,10.690000000000001,3,1.84,7,24.14
783,2534,35166,20.89,134,4.0,74,4.17,38,4.65,9,1.72,59,64.51
784,2535,51493,40.21,135,5.38,51,4.43,26,4.16,5,1.39,33,44.35
785,2536,9043,13.370000000000001,102,4.37,55,4.78,30,5.01,7,1.91,40,70.49
786,2537,15401,24.619999999999997,135,6.29,69,6.59,41,7.720000000000001,6,1.83,28,52.87
787,2538,23143,27.980000000000004,171,5.71,128,8.04,55,6.95,12,2.43,63,48.83
788,2539,9215,6.36,85,1.83,51,2.09,25,2.12,4,0.61,45,86.91
789,2540,5262,2.3499999999999996,10,0.77,3,0.51,7,2.67,0,0.0,23,93.64
790,2542,78717,28.870000000000005,351,3.41,136,2.7,58,2.19,19,1.22,79,61.54
791,2543,13298,8.490000000000002,41,2.22,20,2.42,17,3.96,1,0.38,25,82.47
792,2545,16138,19.680000000000003,53,2.18,21,1.82,16,2.58,2,0.55,24,73.12
793,2546,23688,29.839999999999996,31,4.33,19,5.28,5,2.14,2,1.73,11,56.62
794,2547,60357,25.279999999999998,294,4.37,143,4.29,75,4.83,20,2.01,69,59.14
795,2548,20965,24.679999999999996,95,4.99,57,5.78,40,7.85,5,1.66,41,54.97
796,2553,19711,70.95,46,7.66,12,4.26,6,4.37,4,4.22,3,8.47
797,2566,333,84.59,3,15.35,0,0.0,0,0.0,0,0.0,0,0.0
798,2569,55,8.16,3,4.41,2,3.98,0,0.0,1,8.65,1,74.73
799,2572,11,6.11,0,0.0,1,10.46,0,0.0,1,25.82,1,57.57
800,2591,85,86.33000000000001,1,13.6,0,0.0,0,0.0,0,0.0,0,0.0
801,2592,50,3.09,2,3.09,1,3.33,0,0.0,1,8.33,3,82.1
802,2596,3728,18.28,39,5.45,22,6.68,13,7.2700000000000005,5,4.59,10,57.66
803,2597,8476,13.79,49,3.62,17,2.69,5,1.34,2,1.02,23,77.47
804,2599,1320,15.95,71,9.28,42,11.84,22,11.99,2,1.8,14,49.08
805,2601,130254,61.900000000000006,266,4.39,103,3.41,38,2.48,17,1.85,34,25.9
806,2603,436636,29.22,1226,3.27,611,3.23,331,3.4799999999999995,60,1.01,330,59.7
807,2605,107989,53.260000000000005,163,3.97,48,2.22,41,4.02,9,1.4,35,35.06
808,2606,85821,33.410000000000004,134,2.3,59,1.87,35,2.31,11,1.14,54,58.88
809,2607,73143,25.33,143,1.92,70,1.82,32,1.6400000000000001,10,0.83,50,68.36
810,2608,42254,17.37,40,1.2,43,2.56,30,3.82,6,1.1,36,73.87
811,2609,335240,31.659999999999997,792,3.25,379,3.04,182,2.92,30,0.78,187,58.28
812,2610,283105,24.520000000000003,1108,2.7,452,2.18,245,2.32,56,0.86,254,67.35
813,2611,27403,43.06,37,3.08,13,2.12,10,3.15,2,1.0,15,47.51
814,2612,29082,26.25,34,2.57,17,2.22,13,3.76,1,0.45,5,64.68
815,2613,25208,23.009999999999998,17,1.64,19,3.49,16,6.42,1,0.67,13,64.68
816,2614,90467,51.53,170,4.48,57,2.92,30,3.19,8,1.38,33,36.42
817,2615,112169,10.080000000000002,197,1.1,102,1.18,86,2.0,23,0.84,157,84.72
818,2616,85703,30.4,54,6.02,27,5.41,6,2.44,3,1.92,16,53.74
819,2617,43273,37.75,90,3.11,27,1.91,31,4.07,3,0.62,16,52.48
820,2618,260380,23.259999999999998,897,2.44,384,2.07,185,1.98,37,0.65,221,69.53
821,2622,11,99.97,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
822,2626,310,91.66999999999999,2,8.27,0,0.0,0,0.0,0,0.0,0,0.0
823,2630,8170,18.81,22,1.74,6,1.14,4,1.23,0,0.0,3,77.0
824,2633,122790,11.36,536,1.34,259,1.29,119,1.16,38,0.61,162,84.16
825,2634,45821,30.209999999999997,562,7.37,102,2.95,31,1.74,8,0.77,31,56.9
826,2636,42362,47.69,37,3.51,20,4.18,22,8.56,1,0.62,21,35.36
827,2637,52075,21.99,166,3.24,85,3.16,52,3.95,14,1.63,73,65.97
828,2639,1105,0.7100000000000001,2,0.24,0,0.0,0,0.0,0,0.0,2,99.01
829,2640,3771,17.32,20,4.8,16,7.23,10,9.04,2,3.09,12,58.43
830,2641,30915,59.68,50,3.67,20,3.04,13,3.2,3,1.45,12,28.88
831,2642,18565,36.53,8,1.17,5,1.42,1,0.43,0,0.0,7,60.38
832,2643,4044,32.68000000000001,5,2.61,1,0.77,3,6.43,1,3.01,6,54.41
833,2644,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
834,2645,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
835,2701,16922,9.03,59,1.81,22,1.26,12,1.41,3,0.59,25,85.82
836,2702,7256,19.97,21,2.78,6,1.57,8,4.29,1,0.72,12,70.57
837,2704,23670,7.72,43,1.71,22,1.77,20,3.21,3,0.76,42,84.75
838,2705,39936,25.11,49,3.49,23,3.3,12,3.6500000000000004,2,0.96,30,63.42
839,2706,15522,9.13,90,2.6,40,2.14,18,2.09,4,0.7,29,83.25
840,2707,15381,30.479999999999997,28,3.05,14,3.02,10,5.08,1,0.66,7,57.62
841,2712,988,2.08,8,0.93,8,2.07,4,2.19,1,0.78,11,91.85
842,2714,4139,99.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
843,2717,8,2.76,1,97.23,0,0.0,0,0.0,0,0.0,0,0.0
844,2718,1375,4.84,9,1.65,11,4.02,2,1.5699999999999998,0,0.0,16,87.85
845,2719,1850,12.45,1,0.36,4,3.42,1,1.61,1,2.41,3,79.69
846,2720,2673,21.85,54,9.41,23,8.13,11,7.51,4,4.62,12,48.4
847,2721,1094,4.19,15,2.26,8,2.21,7,3.26,1,0.85,11,87.15
848,2722,2597,5.700000000000001,12,1.53,9,2.45,5,2.9,1,0.72,15,86.61
849,2723,10081,17.229999999999997,31,2.42,20,3.22,9,3.15,2,0.99,21,72.93
850,2724,1070,8.84,11,1.81,13,4.43,11,7.24,0,0.0,10,77.6
851,2726,3557,21.78,11,4.45,7,5.32,11,18.56,1,2.39,6,47.42
852,2727,77559,58.21,23,4.54,15,4.97,9,6.6,2,2.26,9,23.33
853,2729,3813,25.849999999999998,3,2.03,2,3.31,2,3.88,1,3.5,6,61.35
854,2730,2342,8.969999999999999,9,3.36,3,1.95,2,4.07,2,4.98,2,76.62
855,2731,10144,37.18,14,2.63,7,2.36,7,5.22,2,2.36,13,50.18
856,2732,6063,36.12,7,2.04,3,2.37,8,10.42,2,4.0,10,44.98
857,2733,704,17.880000000000003,5,2.65,3,3.22,1,2.15,0,0.0,8,74.03
858,2734,4025,41.13,15,5.32,8,5.93,4,6.87,0,0.0,4,40.68
859,2735,21,99.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
860,2736,2150,20.46,31,9.25,25,13.98,10,12.709999999999999,4,7.76,5,35.77
861,2738,47,0.37,0,0.0,4,1.69,2,1.69,1,1.33,3,94.86
862,2739,3376,12.830000000000002,12,1.75,8,2.15,9,4.779999999999999,5,3.99,13,74.41
863,2740,3068,20.17,8,8.23,8,16.2,4,15.91,1,7.05,3,32.38
864,2741,1293,17.11,4,2.77,2,2.1,4,12.38,1,4.58,1,60.99
865,2743,1380,22.48,13,5.85,5,4.41,3,4.11,2,5.66,4,57.4
866,2745,2067,27.82,10,4.72,6,5.14,0,0.0,0,0.0,5,62.26
867,2748,5311,24.35,16,2.29,8,2.43,2,1.5,1,0.92,1,68.43
868,2749,221,10.08,7,5.18,7,9.52,12,32.86,2,9.02,2,33.27
869,2750,138,3.1799999999999997,7,1.79,1,0.65,9,13.95,1,2.17,9,78.2
870,2752,1717,24.39,16,9.62,8,9.57,6,14.84,1,3.71,5,37.79
871,2753,6280,21.029999999999998,16,3.66,9,4.01,12,10.92,3,4.03,11,56.28
872,2754,3481,22.33,12,3.61,4,2.36,3,3.62,0,0.0,1,67.99
873,2755,943,19.18,8,5.3,7,10.67,4,13.48,1,4.96,5,46.36
874,2756,227,5.9399999999999995,2,1.99,3,6.43,6,19.35,0,0.0,7,66.22
875,2758,1351,13.120000000000001,5,3.15,7,9.71,2,4.83,0,0.0,4,69.12
876,2759,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
877,2760,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
878,2801,201541,12.379999999999999,2315,2.95,912,2.34,373,1.94,65,0.55,356,79.76
879,2807,7526,95.6,1,4.35,0,0.0,0,0.0,0,0.0,0,0.0
880,2809,37944,13.959999999999999,218,2.74,124,3.16,81,3.9299999999999997,28,2.24,119,73.88
881,2811,53540,50.16,159,7.85,100,9.44,32,6.29,6,1.83,28,24.37
882,2812,176650,25.14,1817,5.37,719,4.27,267,3.1900000000000004,37,0.72,201,61.24
883,2816,11476,13.9,36,2.24,27,3.48,15,3.8,3,1.1,10,75.4
884,2820,70763,27.160000000000004,393,4.18,171,3.63,71,2.92,15,1.03,51,61.02
885,2825,9860,91.24,3,3.27,0,0.0,1,5.43,0,0.0,0,0.0
886,2827,30387,46.2,90,9.23,37,8.02,12,5.029999999999999,2,1.38,12,30.07
887,2831,42560,26.96,476,5.85,242,5.88,90,4.12,11,0.84,71,56.28
888,2832,30088,22.31,125,4.79,66,4.92,23,3.3499999999999996,4,1.02,31,63.55
889,2834,269861,30.48,4807,8.19,1784,6.21,678,4.74,110,1.27,335,49.04
890,2836,23397,10.94,205,2.44,127,2.92,45,2.01,7,0.54,51,81.09
891,2836A,3773,33.97,32,11.23,18,13.81,2,3.6,0,0.0,5,37.34
892,2838,35676,6.529999999999999,398,1.64,203,1.68,98,1.6600000000000001,14,0.39,98,88.02
893,2838A,7345,22.61,95,7.54,22,3.45,14,4.21,9,3.93,22,58.18
894,2841,60535,35.36,522,9.65,227,8.32,105,7.529999999999999,17,2.03,64,37.05
895,2845,78580,16.029999999999998,1211,4.58,540,4.17,223,3.5300000000000002,46,1.17,173,70.45
896,2849,8051,1.07,32,0.22,17,0.24,13,0.38,4,0.17,40,97.86
897,2850,13293,21.63,103,4.58,67,6.08,38,6.83,9,2.5,35,58.3
898,2851,19657,15.7,103,2.45,45,2.22,12,1.06,2,0.3,21,78.21
899,2852,20252,19.97,136,6.41,85,7.83,44,8.36,12,3.56,47,53.79
900,2855,52709,16.72,448,4.16,251,4.74,94,3.61,25,1.52,103,69.19
901,2867,47229,12.83,797,4.03,415,4.25,188,3.95,35,1.19,167,73.68
902,2880,357094,16.66,4097,4.2,1666,3.43,615,2.5300000000000002,143,0.96,579,72.14
903,2881,331051,11.850000000000001,1650,1.9,767,1.79,392,1.84,109,0.83,594,81.73
904,2881A,23269,7.9799999999999995,39,0.89,24,1.25,23,2.28,4,0.61,43,86.9
905,2881B,24079,5.09,31,0.69,24,0.97,18,1.7200000000000002,5,0.69,41,90.76
906,2881C,83888,12.76,38,1.73,18,1.55,13,2.28,0,0.0,32,81.61
907,2882,396923,14.01,2102,2.19,1011,2.12,518,2.23,120,0.81,705,78.57
908,2882A,23376,3.66,27,0.45,24,0.87,14,0.94,9,0.99,47,93.02
909,2882B,24775,3.1799999999999997,15,0.37,16,0.65,11,0.81,6,0.72,45,94.17
910,2883,716268,29.310000000000002,7413,5.99,3011,4.87,1299,4.16,252,1.34,903,54.25
911,2883B,96810,19.759999999999998,513,3.71,263,3.81,149,4.42,36,1.72,151,66.5
912,2884,462908,21.61,4673,4.72,2055,4.2,964,3.94,179,1.19,777,64.25
913,2885,356050,13.34,1930,2.18,894,2.04,445,2.04,100,0.73,698,79.62
914,2886,406985,14.469999999999999,1849,1.85,679,1.35,254,1.06,68,0.45,460,80.76
915,2887,373115,22.020000000000003,4269,5.02,1908,4.56,804,3.83,140,1.09,770,63.39
916,2887E,15165,8.549999999999999,48,1.4,37,2.08,10,1.1600000000000001,6,1.16,40,85.57
917,2887F,16816,7.330000000000002,28,1.41,12,1.18,7,1.49,2,0.65,18,87.87
918,2888,364743,20.779999999999998,6140,5.93,2886,5.66,1444,5.68,270,1.71,1004,60.17
919,2888A,24357,34.31,34,5.95,24,8.68,16,11.7,0,0.0,10,39.29
920,2888B,30804,19.49,41,2.59,32,3.81,22,5.39,2,0.9,36,67.75
921,2889,195593,31.53,1026,4.42,363,3.3,168,3.02,32,0.94,166,56.71
922,2890,281926,13.95,2223,2.72,1071,2.63,504,2.4699999999999998,116,0.92,711,77.24
923,2891,481000,14.030000000000001,3657,2.56,1559,2.2,774,2.17,148,0.67,991,78.28
924,2891B,31819,4.07,4,0.18,7,0.59,11,1.9100000000000001,4,1.09,21,92.08
925,2891C,31898,6.22,1,0.09,4,0.77,2,0.56,5,2.9,19,89.38
926,2892,437975,21.76,4886,4.98,1786,3.73,672,2.8,134,0.92,651,65.74
927,2897,21238,6.950000000000001,324,1.64,182,1.87,102,2.0700000000000003,19,0.62,140,86.8
928,2897A,4287,11.120000000000001,61,2.88,24,2.31,6,0.96,1,0.33,27,82.33
929,2901,11708,9.879999999999999,18,3.14,8,3.25,16,10.93,1,1.28,10,71.44
930,2902,11738,39.82,87,8.5,28,5.29,16,6.65,7,4.22,17,35.44
931,2903,57111,12.040000000000001,198,1.92,82,1.56,41,1.55,11,0.69,71,82.15
932,2904,20033,40.81000000000001,13,2.71,7,2.8,3,2.37,1,1.17,5,50.09
933,2905,23902,10.98,127,1.89,62,1.93,40,2.45,3,0.3,56,82.36
934,2906,13328,21.9,50,3.39,34,4.36,7,1.9,1,0.42,16,67.97
935,2908,13952,7.449999999999999,44,1.18,32,1.81,15,1.52,8,1.39,28,86.58
936,2910,1188,0.65,7,0.37,5,0.59,11,3.1499999999999995,1,0.47,38,94.69
937,2911,36693,41.81,53,4.04,32,4.96,18,5.42,5,2.6,15,41.1
938,2912,38195,6.12,122,1.71,88,2.45,87,4.8,20,1.74,99,83.12
939,2913,76521,24.09,175,3.17,87,3.19,60,4.04,9,1.03,68,64.39
940,2915,63131,27.340000000000003,229,4.26,101,3.81,47,3.38,8,0.96,76,60.18
941,2916,2509,18.94,13,3.34,9,4.24,7,6.78,3,4.92,14,61.71
942,2920,987,49.71,5,4.96,1,2.64,0,0.0,0,0.0,2,42.63
943,2923,1637,0.31000000000000005,11,0.09,9,0.14,5,0.16,1,0.04,9,99.19
944,2924,356,4.85,8,3.65,8,6.47,5,9.41,3,8.55,8,66.98
945,2926,2572,17.44,16,4.49,10,5.62,4,4.63,1,2.09,6,65.65
946,2929,18867,55.36000000000001,75,9.71,26,6.35,14,6.460000000000001,1,0.84,5,21.19
947,2936,732,5.250000000000001,6,1.38,3,1.2,1,0.87,0,0.0,5,91.21
948,2937,663,7.320000000000001,7,2.74,8,6.2,1,1.39,1,2.55,15,79.74
949,2938,286,9.38,7,4.48,1,1.58,0,0.0,0,0.0,2,84.5
950,2939,1523,19.840000000000003,18,5.66,7,4.48,9,11.110000000000001,6,12.59,9,46.23
951,2941,138,12.870000000000001,4,3.89,9,19.94,10,43.17,0,0.0,2,20.05
952,2942,1635,6.619999999999999,6,1.4,2,1.18,3,2.6500000000000004,0,0.0,7,88.07
953,2945,3507,13.01,9,1.89,2,0.87,2,1.37,0,0.0,3,82.79
954,2947,1202,18.53,13,10.69,5,7.9,2,6.24,0,0.0,6,56.57
955,2948,84,5.21,2,1.64,3,3.64,2,6.48,2,8.0,6,75.0
956,3001,6769,63.64,61,11.16,22,7.93,9,6.13,2,2.48,5,8.6
957,3002,4644,22.740000000000002,29,3.89,18,4.92,7,3.8499999999999996,2,1.64,10,62.89
958,3003,18629,30.979999999999997,51,4.54,27,4.93,16,6.0600000000000005,3,1.7,23,51.73
959,3004,9846,34.4,17,3.98,10,5.01,4,3.95,0,0.0,4,52.59
960,3005,29045,13.870000000000001,117,2.75,46,2.06,37,3.48,16,2.44,71,75.35
961,3006,53633,38.709999999999994,87,4.39,56,5.57,40,8.01,9,2.75,39,40.5
962,3008,76968,25.549999999999997,80,8.7,36,7.39,28,11.190000000000001,4,2.56,15,44.52
963,3010,22605,26.39,91,5.33,46,5.41,25,6.13,10,3.9,33,52.78
964,3011,14843,46.43,62,7.46,33,8.07,25,12.31,3,2.5,13,23.14
965,3013,11565,33.33,42,3.62,34,5.96,11,3.8800000000000003,3,1.81,16,51.32
966,3014,41568,60.059999999999995,62,5.54,36,6.52,21,7.71,2,1.09,12,19.01
967,3015,12309,26.5,50,3.66,33,5.17,25,7.33,6,2.96,27,54.3
968,3016,31336,20.319999999999997,42,2.03,25,2.6,19,3.66,3,0.94,10,70.36
969,3017,27946,20.810000000000002,94,3.81,55,4.58,47,7.59,12,3.05,51,60.07
970,3018,24712,44.01,33,6.16,15,5.45,8,6.1,0,0.0,9,38.2
971,3019,59443,49.67000000000001,67,3.31,44,4.53,36,6.76,5,1.53,25,34.14
972,3020,1706,0.55,0,0.0,0,0.0,0,0.0,0,0.0,1,99.42
973,3021,5874,19.41,31,4.66,16,4.94,5,2.74,3,3.07,15,65.11
974,3022,16254,26.860000000000003,44,3.34,29,4.28,11,3.3099999999999996,2,0.99,20,61.14
975,3023,34492,14.2,76,4.46,71,8.56,41,9.43,13,5.04,51,58.24
976,3024,38890,42.3,151,7.75,63,6.19,36,7.25,8,2.56,32,33.88
977,3025,19369,60.43000000000001,37,7.01,21,8.48,6,5.0600000000000005,0,0.0,5,18.96
978,3026,33947,47.73,42,3.82,28,5.07,18,6.38,4,2.26,21,34.66
979,3027,22204,49.48000000000001,62,8.98,27,7.67,9,6.2,2,1.97,10,25.62
980,3028,28755,47.92000000000001,78,5.23,34,4.24,26,6.6,5,2.1,23,33.85
981,3029,36732,49.809999999999995,61,5.6,31,5.53,18,6.8100000000000005,6,3.46,17,28.72
982,3030,17842,31.009999999999998,81,4.98,42,5.09,22,5.38,9,3.36,20,50.08
983,3031,18163,34.32,41,3.21,18,2.35,4,1.19,0,0.0,10,58.85
984,3032,17115,34.57,43,5.67,24,5.58,17,8.36,4,3.16,13,42.59
985,3033,57580,49.099999999999994,230,7.64,92,6.35,46,5.9799999999999995,15,3.22,33,27.63
986,3034,76292,20.080000000000002,232,5.5,150,7.1,92,8.26,34,4.97,118,54.0
987,3035,42414,20.3,93,5.41,58,6.44,43,10.54,12,4.49,35,52.74
988,3036,35221,11.42,92,1.65,49,1.67,34,2.3,4,0.44,58,82.46
989,3036A,6993,15.51,39,4.65,19,4.08,5,1.78,5,3.55,16,70.36
990,3037,84174,11.66,273,2.57,214,4.19,156,6.0,39,2.35,181,73.16
991,3038,34777,54.92999999999999,66,5.83,27,4.59,11,3.6999999999999997,7,3.73,14,27.16
992,3039,5456,43.27,68,14.32,26,10.96,13,10.879999999999999,4,5.63,6,14.87
993,3040,10006,46.46,14,3.46,2,0.81,3,2.24,1,1.32,9,45.63
994,3041,51763,61.190000000000005,84,6.01,31,4.51,15,3.6999999999999997,9,4.15,20,20.35
995,3042,59945,48.199999999999996,82,3.66,60,5.42,41,7.43,9,2.61,36,32.61
996,3043,33627,64.15,126,9.17,50,7.02,17,4.779999999999999,1,0.46,9,14.35
997,3044,15287,9.36,81,2.17,75,4.06,55,6.18,9,1.54,90,76.62
998,3045,75101,7.479999999999999,229,0.94,139,1.09,89,1.3599999999999999,23,0.6,204,88.47
999,3046,20768,29.740000000000002,20,3.7,9,3.28,4,3.34,0,0.0,2,59.87
1000,3047,35584,57.94,102,7.92,40,6.06,26,8.0,3,1.43,10,18.58
1001,3048,35364,40.620000000000005,94,5.33,53,5.94,26,5.55,12,4.41,19,38.08
1002,3049,79588,36.47,221,3.9,123,4.22,36,2.5199999999999996,8,0.92,44,51.9
1003,3050,20676,38.19,33,3.25,22,4.15,13,5.17,4,2.47,13,46.71
1004,3051,28547,48.54,87,6.97,37,5.87,16,5.02,4,2.11,10,31.41
1005,3052,24980,28.56,96,6.21,36,4.6,21,5.25,5,1.92,22,53.38
1006,3053,1546,27.839999999999996,5,8.37,3,12.42,4,24.92,0,0.0,2,26.36
1007,3054,3721,12.169999999999998,16,2.73,7,2.56,3,2.22,1,1.16,9,79.08
1008,3055,24049,21.8,28,3.43,14,3.41,9,4.720000000000001,1,0.68,17,65.88
1009,3056,17992,39.699999999999996,91,6.0,30,3.85,21,5.38,2,0.89,16,44.12
1010,3057,28173,58.34000000000001,47,6.93,25,7.57,11,6.7700000000000005,1,1.04,6,19.29
1011,3058,32996,60.83,68,6.05,33,5.94,15,5.23,1,0.53,11,21.36
1012,3059,58269,53.56000000000001,91,4.77,43,4.17,19,3.8099999999999996,8,2.57,31,31.02
1013,3060,36790,66.65,80,8.03,39,7.91,11,4.199999999999999,0,0.0,10,13.13
1014,3062,59893,59.129999999999995,100,4.35,47,4.13,22,3.78,8,2.13,21,26.43
1015,3064,4061,34.64,13,6.77,5,4.77,6,11.1,1,3.51,4,39.13
1016,3065,1415,10.950000000000001,34,2.58,20,3.12,13,4.279999999999999,1,0.47,19,78.53
1017,3066,4207,14.669999999999998,14,2.31,14,4.84,8,5.76,2,2.28,9,70.06
1018,3067,475,13.6,4,2.45,8,11.71,1,2.73,0,0.0,3,69.46
1019,3069,1459,58.99,1,5.4,0,0.0,0,0.0,0,0.0,1,35.56
1020,3070,155,20.75,11,22.18,2,5.84,3,20.18,1,12.76,1,18.21
1021,3071,11218,34.58,14,1.73,13,3.58,6,2.71,2,1.74,8,55.59
1022,3072,57,37.870000000000005,2,62.1,0,0.0,0,0.0,0,0.0,0,0.0
1023,3073,1922,14.750000000000002,3,1.47,4,4.76,3,7.05,1,3.68,2,68.22
1024,3075,434,22.14,3,4.48,1,3.06,0,0.0,0,0.0,4,70.26
1025,3076,25,15.68,2,7.62,3,23.64,0,0.0,0,0.0,1,53.02
1026,3077,91,64.71,0,0.0,1,35.25,0,0.0,0,0.0,0,0.0
1027,3078,39671,50.28,60,3.93,29,3.24,17,4.15,3,1.26,21,37.05
1028,3079,4424,53.18,27,7.95,14,8.03,7,8.049999999999999,2,3.76,3,18.95
1029,3081,9763,25.65,31,4.58,23,6.99,19,11.309999999999999,3,3.13,15,48.27
1030,3082,65,58.5,1,41.47,0,0.0,0,0.0,0,0.0,0,0.0
1031,3083,10299,36.49,23,3.54,12,4.08,1,0.69,2,1.95,4,53.19
1032,3084,233,72.19,2,13.78,1,13.97,0,0.0,0,0.0,0,0.0
1033,3085,4299,20.86,13,3.51,4,2.29,4,4.99,0,0.0,3,68.28
1034,3086,5654,18.919999999999998,7,4.64,3,4.68,0,0.0,0,0.0,2,71.71
1035,3087,457,2.08,0,0.0,0,0.0,0,0.0,0,0.0,1,97.87
1036,3088,8700,44.230000000000004,44,6.87,20,6.76,6,3.4499999999999997,3,3.11,5,35.49
1037,3089,8829,16.630000000000003,26,6.1,16,6.71,4,3.59,6,8.32,11,58.57
1038,3090,40121,62.27,52,4.22,22,3.66,15,4.779999999999999,3,1.48,18,23.5
1039,3091,97,99.96,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1040,3092,12815,46.67,34,5.45,20,5.89,13,7.83,2,2.0,9,32.09
1041,3093,1383,12.190000000000001,9,3.12,9,7.56,4,6.2,0,0.0,3,70.84
1042,3094,27447,59.92,32,5.48,22,7.07,8,5.58,2,2.24,8,19.62
1043,3095,18471,36.660000000000004,58,7.44,27,6.92,11,4.79,3,2.41,10,41.71
1044,3096,664,32.97,12,6.83,9,11.29,4,11.27,0,0.0,3,37.55
1045,3097,431,5.25,9,1.41,11,4.17,6,5.47,1,1.17,9,82.47
1046,3098,82,85.46000000000001,0,0.0,1,14.47,0,0.0,0,0.0,0,0.0
1047,3099,13768,40.88,200,12.5,80,9.77,47,11.43,10,4.0,18,21.35
1048,3105,36996,17.06,99,3.35,86,5.67,72,9.45,22,4.69,73,59.7
1049,3114,6866,36.980000000000004,26,5.88,11,4.89,5,4.52,3,4.36,11,43.3
1050,3115,2442,16.189999999999998,14,4.65,6,3.7,2,2.13,3,6.01,7,67.25
1051,3116,17,12.590000000000002,1,4.09,0,0.0,0,0.0,0,0.0,1,83.27
1052,3117,522,18.330000000000002,24,15.57,8,8.96,6,16.25,2,7.69,1,33.12
1053,3118,15691,41.42999999999999,14,6.81,12,10.66,6,11.34,2,5.55,4,24.15
1054,3122,19790,61.53,19,7.22,11,8.27,5,6.76,0,0.0,3,16.15
1055,3126,2709,32.260000000000005,41,11.89,23,13.0,13,14.280000000000001,1,1.66,2,26.87
1056,3128,18256,49.11,22,7.26,15,9.57,4,5.0600000000000005,1,2.19,5,26.74
1057,3130,2613,12.100000000000001,3,1.35,7,7.36,5,8.65,1,2.71,7,67.77
1058,3131,11293,35.03,16,7.74,9,9.46,3,5.66,0,0.0,6,42.03
1059,3133,467,19.419999999999998,13,6.54,11,10.8,5,9.95,2,6.39,7,46.84
1060,3135,500,9.23,15,5.03,4,2.69,9,12.52,0,0.0,8,70.45
1061,3137,77,67.5,2,15.85,1,16.59,0,0.0,0,0.0,0,0.0
1062,3138,13150,63.68999999999999,20,6.27,10,6.03,1,1.07,1,1.75,4,21.13
1063,3141,19451,39.81999999999999,35,7.0,24,9.39,15,11.43,6,7.16,11,25.13
1064,3142,5020,27.979999999999997,129,9.02,86,11.74,35,9.379999999999999,9,3.67,31,38.11
1065,3144,2256,6.71,13,1.87,3,0.89,0,0.0,1,0.99,2,89.47
1066,3146,7,7.000000000000001,7,36.43,3,40.28,1,16.24,0,0.0,0,0.0
1067,3147,1992,26.21,15,5.74,13,9.69,12,17.05,3,7.15,7,34.07
1068,3149,34179,46.14999999999999,84,5.81,25,3.33,18,5.2,3,1.24,13,38.21
1069,3150,1333,30.439999999999994,18,8.38,6,5.05,2,3.0,0,0.0,5,53.08
1070,3151,641,26.54,12,10.88,8,12.78,1,4.11,0,0.0,3,45.64
1071,3152,6097,24.37,22,4.37,24,11.01,6,5.49,3,4.11,17,50.56
1072,3158,627,26.3,20,10.9,18,19.86,2,3.59,1,3.55,3,35.73
1073,3159,483,48.22,5,13.6,2,9.6,1,8.19,0,0.0,1,20.32
1074,3161,160,3.7399999999999998,2,1.04,0,0.0,4,7.3,2,5.37,9,82.47
1075,3162,5543,22.359999999999996,45,5.88,33,8.4,16,8.67,1,0.83,5,53.78
1076,3163,24473,66.8,29,5.55,16,5.74,6,3.96,2,2.47,6,15.4
1077,3164,16709,29.510000000000005,34,5.54,19,5.82,12,8.23,7,7.23,17,43.61
1078,3166,94,31.18,2,8.66,1,9.2,1,18.49,1,32.41,0,0.0
1079,3167,3251,19.879999999999995,43,7.48,18,5.99,13,9.72,3,3.39,13,53.46
1080,3168,530,8.36,26,5.22,18,7.68,12,9.629999999999999,4,5.28,9,63.75
1081,3169,14367,43.120000000000005,46,10.64,22,9.82,6,4.890000000000001,0,0.0,5,31.46
1082,3171,3056,16.37,11,2.45,8,2.8,4,3.59,0,0.0,5,74.72
1083,3176,30255,58.92999999999999,54,5.33,25,4.79,10,3.91,2,1.25,11,25.7
1084,3177,207,17.200000000000003,0,0.0,1,7.84,1,14.38,0,0.0,1,60.52
1085,3178,4939,31.3,9,2.55,3,2.12,3,3.17,0,0.0,7,60.81
