,證券代號,100張以下人數,100張以下比例,101-200張人數,101-200張比例,201-400張人數,201-400張比例,401-800張人數,401-800張比例,801-1000張人數,801-1000張比例,1000張以上人數,1000張以上比例
1473,4155,8698,45.17,59,8.33,31,9.6,16,8.940000000000001,5,4.8,10,23.09
1474,4156,860,17.91,21,5.45,10,4.9,3,2.68,1,1.68,10,67.31
1475,4157,27341,26.41,283,5.52,128,5.05,68,5.13,6,0.72,30,57.08
1476,4160,17212,55.66999999999999,7,4.12,5,6.34,4,8.45,0,0.0,1,25.36
1477,4161,5250,38.89999999999999,40,10.65,21,10.75,12,14.01,1,1.62,5,24.0
1478,4162,23606,42.489999999999995,65,6.04,24,4.52,12,4.68,5,3.14,7,39.06
1479,4163,5141,39.59,24,6.65,18,11.39,5,6.01,1,1.98,9,34.31
1480,4164,11740,27.020000000000003,54,4.74,35,6.2,24,8.219999999999999,6,3.61,22,50.15
1481,4166,1895,8.27,50,3.78,20,3.02,8,2.43,0,0.0,12,82.41
1482,4167,27879,42.85999999999999,208,8.95,85,7.72,30,5.41,7,1.9,29,33.07
1483,4168,22460,49.129999999999995,55,7.73,23,6.42,18,10.530000000000001,1,0.95,14,25.17
1484,4169,942,16.25,23,7.19,14,8.56,5,5.43,2,3.42,10,59.07
1485,4170,9605,28.88,27,5.02,17,7.05,5,3.57,1,1.19,5,54.22
1486,4171,5744,46.00000000000001,20,6.7,5,3.4,8,10.71,2,3.91,7,29.22
1487,4172,5130,40.76,52,8.2,24,8.07,8,5.22,6,6.1,6,31.57
1488,4173,13697,47.860000000000014,20,3.63,9,3.4,5,3.3600000000000003,0,0.0,2,41.68
1489,4174,23158,38.04,66,4.39,56,7.42,12,3.44,5,2.35,31,44.28
1490,4175,4326,29.040000000000003,10,4.13,6,4.26,2,3.42,1,2.31,5,56.76
1491,4177,2096,26.63,33,7.26,17,6.9,9,7.66,2,3.18,6,48.29
1492,4181,1789,90.00000000000001,0,0.0,1,9.95,0,0.0,0,0.0,0,0.0
1493,4183,1014,22.35,12,7.34,10,11.31,3,7.39,1,3.72,6,47.81
1494,4184,587,18.47,18,5.57,24,15.27,13,16.46,3,6.48,9,37.67
1495,4186,4858,32.85,68,10.78,26,7.79,20,12.120000000000001,3,2.88,13,33.49
1496,4188,4128,34.02,24,7.18,13,6.76,4,4.4,0,0.0,3,47.56
1497,4190,5016,22.790000000000003,16,3.74,11,4.95,3,2.94,0,0.0,10,65.51
1498,4191,2133,25.340000000000003,62,12.52,32,12.78,15,11.530000000000001,7,8.79,9,28.95
1499,4192,7937,26.97,16,1.96,11,2.56,6,2.94,1,0.71,2,64.76
1500,4193,5320,26.520000000000003,45,9.56,39,16.14,12,9.82,3,4.08,6,33.81
1501,4194,3383,16.21,20,2.1,13,2.9,13,5.41,1,0.67,13,72.63
1502,4195,9997,50.809999999999995,20,5.23,8,4.02,4,3.36,2,2.81,10,33.71
1503,4197,2023,13.77,21,9.48,13,11.96,18,32.980000000000004,1,3.16,5,28.57
1504,4198,4035,19.97,23,4.08,12,4.23,6,4.449999999999999,1,1.18,6,66.02
1505,4205,10275,21.41,30,4.7,22,6.71,8,5.0,3,3.13,20,58.97
1506,4207,6520,17.3,63,5.69,44,7.45,23,8.06,3,1.71,22,59.73
1507,4303,4387,18.46,11,2.04,11,4.1,8,6.38,3,3.77,14,65.18
1508,4304,3417,14.379999999999999,15,6.04,8,6.01,4,7.119999999999999,0,0.0,7,66.38
1509,4305,1488,8.509999999999998,9,2.14,7,4.02,7,7.859999999999999,3,4.69,16,72.69
1510,4306,59807,35.11000000000001,292,6.05,122,5.19,45,3.96,5,0.69,45,48.91
1511,4401,12066,24.650000000000002,47,5.24,19,4.35,18,8.33,7,5.42,24,51.93
1512,4402,15027,44.220000000000006,34,10.35,13,7.48,12,14.850000000000001,3,5.53,5,17.5
1513,4404,7934,48.510000000000005,84,10.45,27,6.3,15,6.44,4,3.16,6,25.05
1514,4406,2662,20.38,27,7.19,17,9.47,7,7.92,3,4.97,5,50.0
1515,4408,4014,47.620000000000005,56,11.96,17,6.27,5,4.34,1,1.45,8,28.28
1516,4413,1720,17.41,9,4.04,8,7.23,9,16.560000000000002,0,0.0,5,54.7
1517,4414,35184,25.239999999999995,279,4.93,140,4.78,53,3.68,11,1.22,44,60.07
1518,4415,4403,12.430000000000001,4,1.25,2,1.22,4,4.35,2,4.01,5,76.68
1519,4416,876,5.3500000000000005,2,0.4,6,3.07,7,8.57,4,5.91,15,76.64
1520,4417,8763,39.27,44,7.65,16,5.06,15,9.69,4,4.29,4,33.96
1521,4419,5266,11.77,8,2.41,2,0.95,1,0.96,2,3.64,4,80.18
1522,4420,3893,18.86,15,5.55,9,6.94,7,9.690000000000001,2,4.29,4,54.6
1523,4424,2606,23.27,26,6.3,9,3.92,6,4.94,0,0.0,11,61.49
1524,4426,13283,35.00000000000001,51,3.98,16,2.43,11,3.49,3,1.55,13,53.48
1525,4427,1013,5.45,44,2.71,29,3.49,28,6.2,5,2.08,25,79.98
1526,4429,2936,9.139999999999999,3,1.19,4,3.19,3,4.98,0,0.0,8,81.43
1527,4430,3496,22.79,20,5.22,10,4.76,11,10.879999999999999,1,1.67,10,54.63
1528,4431,3232,34.89,8,3.03,1,0.57,0,0.0,0,0.0,1,61.45
1529,4432,4329,41.93,23,6.15,5,2.55,2,1.8,1,1.82,4,45.67
1530,4433,3680,39.239999999999995,13,4.06,7,4.08,4,4.57,0,0.0,5,47.97
1531,4438,3054,17.529999999999998,51,7.14,24,6.95,17,9.010000000000002,4,3.27,11,56.02
1532,4439,822,14.370000000000001,8,3.77,0,0.0,1,1.62,2,5.65,9,74.53
1533,4440,2238,18.160000000000004,28,6.22,30,12.13,31,24.1,4,5.19,13,34.12
1534,4441,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
1535,4502,4369,21.87,25,7.06,16,8.07,9,10.18,3,5.32,6,47.41
1536,4503,4632,31.810000000000002,20,7.42,4,3.1,5,7.24,0,0.0,9,50.39
1537,4506,8276,11.299999999999999,21,1.55,20,3.07,10,2.8200000000000003,4,2.1,16,79.08
1538,4510,18046,31.61,46,5.72,28,6.78,16,8.379999999999999,4,3.24,14,44.18
1539,4513,11630,25.56,27,4.86,30,10.48,17,13.51,5,6.31,15,39.23
1540,4522,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
1541,4523,3072,10.37,10,2.2,12,5.93,8,7.16,2,2.93,12,71.35
1542,4526,34688,34.230000000000004,126,6.63,54,6.04,24,5.15,11,3.83,35,44.05
1543,4527,3996,23.299999999999997,31,5.41,24,8.36,5,3.14,5,5.77,16,53.96
1544,4528,6215,27.85,28,5.36,9,3.42,1,0.81,2,2.59,9,59.91
1545,4529,5509,30.980000000000004,32,4.95,18,5.71,8,4.97,0,0.0,6,53.32
1546,4530,8942,38.120000000000005,13,4.29,8,4.69,4,5.300000000000001,4,8.22,5,39.29
1547,4532,20519,26.040000000000003,172,4.91,54,2.99,30,3.4699999999999998,8,1.44,34,61.09
1548,4533,20960,25.47,57,4.99,32,5.6,20,7.1,6,3.41,22,53.37
1549,4534,7612,36.230000000000004,53,8.36,21,6.73,13,8.75,5,5.17,10,34.68
1550,4535,7713,11.64,20,3.76,12,4.43,7,5.18,0,0.0,12,74.91
1551,4536,2310,13.06,34,4.88,29,8.8,25,16.52,12,12.17,17,44.49
1552,4537,592,7.1,21,3.64,19,6.37,5,3.26,0,0.0,11,79.57
1553,4538,737,8.02,13,3.18,6,3.46,7,8.61,0,0.0,7,76.65
1554,4540,7053,34.01,29,4.48,15,4.71,5,3.18,3,3.15,19,50.4
1555,4541,4497,38.09,32,6.8,15,5.8,7,4.77,3,4.01,12,40.46
1556,4542,959,17.03,13,6.8,3,3.24,11,21.09,2,6.55,9,45.21
1557,4543,1454,14.030000000000001,18,4.37,6,2.79,7,7.3,8,12.52,13,58.9
1558,4544,1477,12.05,32,7.62,34,16.19,7,5.85,5,7.2,2,50.99
1559,4545,4199,19.67,18,3.2,9,3.37,4,2.9000000000000004,0,0.0,3,70.8
1560,4546,1748,31.330000000000002,11,4.92,6,5.17,2,3.0300000000000002,0,0.0,6,55.5
1561,4547,300,10.84,5,3.35,3,3.8,4,12.510000000000002,0,0.0,2,69.43
1562,4549,2479,20.67,15,4.53,6,3.95,7,8.74,1,1.99,8,60.04
1563,4550,2826,31.83,12,4.85,8,5.94,3,3.73,2,5.15,7,48.44
1564,4551,2864,8.919999999999998,25,3.05,17,4.3,6,2.61,7,5.4,17,75.63
1565,4552,6892,32.83,60,7.0,32,7.32,8,3.9400000000000004,0,0.0,4,48.85
1566,4553,289,10.14,8,4.38,3,3.21,6,11.63,1,2.83,7,67.75
1567,4554,1741,33.519999999999996,4,3.07,6,7.99,4,10.79,3,12.44,3,32.11
1568,4555,1537,11.06,13,2.91,7,2.99,3,2.02,0,0.0,13,80.94
1569,4556,946,9.94,14,4.73,7,4.49,1,1.5,1,2.03,11,77.23
1570,4557,9001,26.549999999999997,32,9.94,11,7.83,8,9.379999999999999,1,2.31,8,43.91
1571,4558,275,5.040000000000001,8,2.21,7,4.61,16,19.35,8,16.0,11,52.72
1572,4559,447,6.029999999999999,12,3.06,5,2.26,5,4.65,2,2.99,11,80.94
1573,4560,1332,10.189999999999998,11,2.47,5,1.87,2,1.6600000000000001,0,0.0,10,83.73
1574,4561,3868,20.860000000000003,24,6.04,12,5.77,8,8.78,1,1.56,9,56.92
1575,4562,3744,16.74,20,3.28,8,2.25,10,7.24,3,3.1,16,67.3
1576,4563,1845,18.74,17,4.32,15,6.93,3,3.67,3,4.78,11,61.49
1577,4564,12225,31.99,94,7.18,44,6.78,23,6.5600000000000005,5,2.4,26,45.01
1578,4565,930,6.62,11,3.39,10,6.0,13,15.21,0,0.0,11,68.71
1579,4566,3127,19.990000000000002,22,4.15,14,5.43,0,0.0,0,0.0,14,70.36
1580,4568,1175,16.659999999999997,9,4.08,11,10.95,5,9.1,0,0.0,5,59.16
1581,4570,10,4.74,1,2.43,2,10.02,7,63.18,0,0.0,1,19.6
1582,4571,1554,14.09,3,0.7,11,5.88,16,17.21,4,6.57,12,55.49
1583,4572,2775,30.57,15,5.86,12,9.32,7,8.81,1,2.55,5,42.83
1584,4573,394,10.450000000000001,16,6.94,16,15.13,13,26.060000000000002,1,2.81,7,38.52
1585,4575,507,13.399999999999999,25,8.75,12,8.8,1,1.82,3,7.15,9,60.02
1586,4576,10878,21.78,40,4.55,14,3.49,12,5.45,3,2.26,18,62.38
1587,4577,361,8.8,7,2.4,9,5.97,2,2.92,0,0.0,7,79.84
1588,4578,757,6.8500000000000005,1,0.64,0,0.0,1,2.37,2,9.34,2,80.74
1589,4580,2329,25.89,17,6.03,12,8.83,0,0.0,5,12.32,11,46.87
1590,4581,943,16.33,11,4.69,8,6.54,4,6.9,3,7.99,10,57.49
1591,4582,1751,21.93,38,9.01,12,5.7,12,11.8,2,2.94,11,48.56
1592,4583,516,3.72,12,2.12,8,3.02,2,1.51,0,0.0,3,89.56
1593,4584,180,6.1899999999999995,1,0.64,1,1.6,5,12.82,0,0.0,9,78.68
1594,4609,1882,15.660000000000002,14,4.05,9,5.08,8,9.75,1,1.85,14,63.52
1595,4702,11888,30.61,25,5.0,15,5.58,6,4.23,0,0.0,4,54.52
1596,4703,9295,65.1,37,7.72,6,2.39,3,2.27,2,2.67,3,19.76
1597,4706,4004,22.439999999999998,34,5.98,18,6.22,10,6.37,1,1.17,7,57.74
1598,4707,28159,29.01,106,4.14,45,3.62,15,2.4699999999999998,2,0.5,11,60.18
1599,4711,4290,32.300000000000004,17,3.69,7,3.46,3,3.1,0,0.0,3,57.39
1600,4712,9587,20.73,40,7.62,21,7.44,10,8.18,2,2.55,5,53.4
1601,4714,26986,53.190000000000005,90,8.62,29,5.27,18,7.63,1,0.69,7,24.53
1602,4716,22287,39.36,38,7.2,30,11.9,12,8.69,0,0.0,12,32.78
1603,4717,1034,99.99,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1604,4720,6948,29.700000000000006,32,4.35,23,6.6,12,7.4399999999999995,1,1.02,14,50.82
1605,4721,30788,57.029999999999994,18,3.28,12,4.35,9,6.42,0,0.0,7,28.85
1606,4722,8283,31.620000000000005,67,9.21,35,9.68,18,10.0,4,3.7,20,35.7
1607,4726,14632,41.43000000000001,60,5.59,33,5.91,16,5.800000000000001,4,2.41,15,38.81
1608,4727,329,25.27,15,29.43,7,26.87,3,18.36,0,0.0,0,0.0
1609,4728,9878,12.93,14,3.89,8,4.45,12,13.04,3,5.02,14,60.59
1610,4729,5960,33.57,31,4.23,20,5.84,11,5.58,2,1.85,6,48.85
1611,4730,959,18.1,11,5.08,2,1.94,3,5.7,1,2.93,9,66.18
1612,4732,2256,21.759999999999998,25,6.79,14,7.68,14,16.310000000000002,3,5.47,11,41.93
1613,4734,360,49.2,18,23.0,5,13.58,1,5.67,1,8.5,0,0.0
1614,4735,17668,57.60999999999999,16,6.48,3,2.2,7,11.54,0,0.0,3,22.1
1615,4736,13405,38.849999999999994,53,8.11,20,5.42,4,2.23,3,2.85,6,42.46
1616,4737,2875,22.68,45,9.55,27,11.42,5,4.61,3,4.25,7,47.42
1617,4738,2897,33.93,32,5.44,6,2.35,4,2.5,1,1.09,3,54.63
1618,4739,27834,49.2,29,3.82,25,6.83,12,6.34,3,2.45,7,31.29
1619,4740,559,15.02,13,4.32,14,8.76,11,14.95,5,10.4,9,46.46
1620,4741,1349,25.27,21,8.97,16,13.47,3,5.66,0,0.0,7,46.58
1621,4743,42715,32.03,165,5.95,73,5.35,37,5.09,5,1.18,24,50.32
1622,4744,4495,41.8,31,9.5,13,7.52,4,4.87,0,0.0,8,36.23
1623,4745,3907,27.6,35,6.15,24,8.77,9,6.35,2,2.3,14,48.77
1624,4746,16030,52.93000000000001,62,7.19,30,7.79,21,9.26,2,1.45,11,21.31
1625,4747,1710,20.930000000000003,12,5.56,12,12.5,11,21.689999999999998,2,6.03,6,33.21
1626,4749,190,62.5,3,18.64,1,18.79,0,0.0,0,0.0,0,0.0
1627,4752,1090,8.810000000000002,9,1.56,2,0.51,3,1.58,1,1.0,2,86.47
1628,4754,1622,36.35,13,7.1,10,11.46,7,16.03,0,0.0,3,29.0
1629,4755,3831,13.530000000000001,23,3.27,26,7.12,6,3.67,3,2.79,8,69.55
1630,4758,402,6.79,5,2.3,1,0.82,5,8.78,0,0.0,2,81.23
1631,4760,7645,45.0,17,7.37,6,4.89,6,8.82,1,2.93,4,30.92
1632,4762,134,0.3,0,0.0,0,0.0,1,2.38,0,0.0,7,97.28
1633,4763,3509,22.87,18,4.17,7,3.49,0,0.0,0,0.0,5,69.42
1634,4764,1471,11.07,20,3.33,5,1.57,9,6.3100000000000005,4,4.55,15,73.09
1635,4765,648,21.78,17,7.34,20,17.61,7,12.05,1,2.54,6,38.62
1636,4766,2358,9.84,34,4.09,18,4.56,14,7.09,2,1.55,16,72.79
1637,4767,550,11.54,14,7.11,17,14.67,4,7.79,4,11.25,5,47.54
1638,4768,1794,25.159999999999997,19,8.96,13,11.59,9,16.990000000000002,5,13.7,2,23.52
1639,4769,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0
1640,4770,3295,18.15,30,5.5,17,5.84,4,3.05,3,3.69,19,63.69
1641,4771,820,13.03,22,6.72,13,6.25,11,11.74,0,0.0,14,62.17
1642,4801,803,1.24,0,0.0,0,0.0,1,0.88,0,0.0,1,97.82
1643,4802,296,16.759999999999998,4,4.33,0,0.0,1,3.89,0,0.0,1,74.97
1644,4803,5736,36.160000000000004,13,3.12,7,3.21,1,0.92,1,1.38,6,55.13
1645,4804,2413,31.86,17,4.97,6,3.04,5,6.99,0,0.0,9,53.07
1646,4805,25,99.98,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1647,4806,1555,18.720000000000002,19,5.73,10,5.99,8,10.77,4,8.33,6,50.4
1648,4807,9804,16.94,8,3.47,10,8.23,1,1.41,4,9.62,7,60.25
1649,4903,19937,49.129999999999995,73,11.39,40,12.89,22,13.69,2,2.06,4,10.76
1650,4904,54417,6.96,202,0.88,122,1.06,83,1.4,20,0.56,178,89.06
1651,4905,1335,9.44,11,5.62,6,6.15,6,9.82,2,6.16,9,62.73
1652,4906,66952,67.34,171,6.47,76,5.81,32,4.7299999999999995,3,0.7,22,14.87
1653,4907,2443,8.22,16,1.92,9,1.8,6,2.9000000000000004,0,0.0,5,85.1
1654,4908,14312,37.89,29,5.08,17,5.6,4,3.25,8,9.07,7,39.06
1655,4909,26368,42.480000000000004,41,6.29,24,7.54,11,6.56,2,2.12,14,34.93
1656,4911,2974,29.439999999999998,20,5.3,15,6.9,10,8.95,1,1.64,9,47.69
1657,4912,2993,27.03,38,8.47,18,8.4,13,11.190000000000001,5,6.93,5,37.9
1658,4913,470,40.8,8,12.41,6,16.98,2,12.28,2,17.48,0,0.0
1659,4914,219,23.990000000000002,1,1.49,1,4.06,3,19.82,0,0.0,2,50.59
1660,4915,35790,31.220000000000002,95,3.01,54,3.35,44,5.380000000000001,19,3.78,73,53.2
1661,4916,23924,52.85,35,5.71,14,4.91,4,2.57,0,0.0,7,33.89
1662,4917,8,0.7000000000000001,2,0.93,1,0.76,2,4.37,0,0.0,5,93.2
1663,4919,48052,26.839999999999996,63,2.26,40,2.84,21,2.98,11,2.36,19,62.63
1664,4920,91,2.54,8,2.54,2,1.15,4,4.87,1,2.08,1,86.74
1665,4921,396,4.91,7,1.61,2,0.72,0,0.0,0,0.0,2,92.69
1666,4922,4651,63.13,26,6.9,9,5.12,8,9.64,2,3.65,2,11.5
1667,4923,1583,39.04,15,9.33,14,17.3,7,15.469999999999999,2,6.69,2,12.11
1668,4924,985,12.969999999999999,10,4.0,6,4.8,7,11.32,5,12.35,7,54.51
1669,4925,5015,37.519999999999996,28,6.65,18,8.29,16,16.73,4,6.09,7,24.65
1670,4927,17482,12.850000000000001,61,4.61,38,5.65,29,9.05,7,3.28,34,64.48
1671,4929,408,31.619999999999997,5,8.55,0,0.0,3,17.89,0,0.0,1,41.87
1672,4930,16371,28.52,40,4.09,24,4.92,8,3.35,3,2.0,7,57.04
1673,4931,3187,29.8,22,5.18,7,3.54,9,7.2299999999999995,0,0.0,8,54.18
1674,4932,320,90.34,1,9.6,0,0.0,0,0.0,0,0.0,0,0.0
1675,4933,5105,26.46,23,4.04,11,4.02,6,4.0,1,1.12,4,60.29
1676,4934,42732,56.309999999999995,99,6.01,41,5.07,12,2.8200000000000003,2,0.76,5,28.98
1677,4935,11275,33.18,29,3.22,25,4.94,16,6.57,6,4.21,10,47.82
1678,4938,200959,25.87,422,2.22,199,2.07,143,2.9699999999999998,34,1.15,183,65.67
1679,4939,31424,54.79,65,9.41,30,8.95,22,11.82,2,1.67,7,13.29
1680,4941,332,34.589999999999996,8,18.08,10,47.26,0,0.0,0,0.0,0,0.0
1681,4942,6955,26.3,56,5.62,29,5.82,21,8.24,3,1.89,23,52.04
1682,4943,18444,41.09,34,2.93,15,2.74,11,3.84,2,1.16,7,48.18
1683,4944,9100,29.909999999999997,27,4.16,9,3.01,8,4.65,1,0.91,3,57.3
1684,4945,1601,27.770000000000003,11,5.07,9,7.83,3,4.5,1,2.72,3,52.03
1685,4946,7422,62.85999999999999,2,2.27,0,0.0,0,0.0,1,7.18,2,27.64
1686,4949,479,12.62,18,5.34,9,5.37,8,9.89,4,8.12,14,58.6
1687,4950,2021,36.67,35,10.88,15,9.57,12,15.0,4,7.77,6,20.02
1688,4951,2015,47.760000000000005,26,11.62,14,13.42,3,5.17,1,2.88,3,19.05
1689,4952,12695,34.95,34,4.55,16,3.8,12,6.3,0,0.0,4,50.32
1690,4953,15381,39.62,36,7.71,17,7.27,9,7.81,1,1.38,6,36.12
1691,4956,23323,56.650000000000006,49,7.46,24,7.17,8,4.09,1,0.81,6,23.73
1692,4958,48421,18.05,144,2.13,102,3.1,63,3.5700000000000003,24,2.27,79,70.79
1693,4960,58818,45.69,256,5.48,117,4.86,49,4.1,18,2.45,57,37.34
1694,4961,36468,41.75,40,3.05,34,5.06,23,7.04,3,1.51,18,41.52
1695,4962,19,0.28,0,0.0,0,0.0,0,0.0,0,0.0,1,99.7
1696,4963,415,9.17,22,4.41,8,2.86,2,1.6099999999999999,0,0.0,7,81.87
1697,4965,751,2.7400000000000007,3,0.8,3,1.48,0,0.0,0,0.0,4,94.91
1698,4966,2646,22.990000000000002,81,14.17,42,14.68,13,9.23,10,11.28,11,27.57
1699,4967,28092,74.83000000000001,23,3.24,19,4.71,8,4.5,0,0.0,5,12.65
1700,4968,24573,45.42,60,9.86,28,8.94,13,8.21,4,4.14,12,23.36
1701,4969,11472,30.34,103,7.72,46,6.61,27,7.949999999999999,5,2.39,23,44.91
1702,4971,15447,43.94,40,15.8,11,8.04,16,23.310000000000002,1,2.25,2,6.57
1703,4972,7198,40.32,16,6.05,13,9.39,5,6.57,1,2.0,8,35.59
1704,4973,22467,52.66,28,6.1,14,5.76,9,7.85,2,2.78,6,24.79
1705,4974,20197,44.21,24,5.04,9,3.24,5,3.7199999999999998,1,1.13,5,42.57
1706,4975,1021,2.91,9,0.36,4,0.37,3,0.39,0,0.0,8,95.92
1707,4976,30108,61.029999999999994,35,3.59,25,5.05,8,2.8,2,1.3,6,26.17
1708,4977,7441,34.77,23,5.0,12,4.94,12,9.58,2,2.69,13,42.97
1709,4978,63,10.37,3,7.25,0,0.0,0,0.0,0,0.0,1,82.32
1710,4979,28686,49.949999999999996,55,5.78,28,5.56,11,4.48,2,1.32,9,32.83
1711,4980,2428,32.660000000000004,13,5.46,4,3.29,7,11.84,2,5.29,5,41.36
1712,4987,2640,41.45,11,5.84,13,12.98,8,15.219999999999999,1,2.77,2,21.67
1713,4989,10365,26.89,20,1.96,8,1.61,5,2.05,1,0.62,4,66.8
1714,4990,3254,29.05,67,8.75,35,9.38,11,5.9,4,3.41,17,43.43
1715,4991,14682,24.61,48,7.89,32,9.62,16,9.53,4,4.11,14,44.17
1716,4992,902,8.32,64,4.56,39,5.22,10,2.62,6,2.57,22,76.64
1717,4994,4178,12.38,24,3.07,9,2.5,6,3.13,2,1.64,19,77.21
1718,4995,4065,17.07,14,4.78,12,8.92,8,11.17,2,4.15,11,53.84
1719,4996,684,10.04,52,6.73,20,5.46,13,7.1899999999999995,4,3.75,21,66.74
1720,4997,251,25.909999999999997,10,9.89,10,21.17,4,14.27,2,11.28,2,17.41
1721,4999,21370,48.78,25,5.1,12,4.76,7,6.19,4,4.52,9,30.59
1722,5006,14314,73.63,62,9.08,31,8.29,5,2.39,0,0.0,3,6.55
1723,5007,5153,6.8100000000000005,51,2.46,39,3.82,21,3.9,2,0.63,26,82.31
1724,5009,57570,47.16,162,4.96,59,3.43,29,3.73,7,1.41,35,39.22
1725,5011,11398,37.65,37,6.0,12,3.81,14,8.22,4,4.19,8,40.05
1726,5013,10435,8.639999999999999,22,2.24,17,3.51,15,6.279999999999999,2,1.41,34,77.84
1727,5014,33722,51.760000000000005,59,5.0,45,7.55,19,6.17,8,4.17,16,25.27
1728,5015,4886,36.239999999999995,10,2.29,17,8.63,4,4.6000000000000005,2,2.93,10,45.24
1729,5016,2334,24.57,14,3.49,9,4.99,2,1.98,4,6.95,9,57.96
1730,5017,7122,99.96999999999998,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1731,5102,1313,6.2299999999999995,6,1.44,12,5.15,4,3.61,1,1.37,6,82.13
1732,5201,9150,28.729999999999997,22,9.96,8,6.64,9,16.0,2,5.9,7,32.7
1733,5202,15293,15.469999999999999,28,6.58,15,7.04,8,7.09,2,3.03,16,60.72
1734,5203,14096,31.830000000000002,46,8.17,25,8.63,6,4.31,2,2.42,9,44.55
1735,5204,1411,59.089999999999996,8,14.64,2,8.1,0,0.0,0,0.0,1,18.12
1736,5205,1735,32.22,6,8.48,2,6.55,0,0.0,0,0.0,1,52.7
1737,5206,4024,11.39,37,3.17,20,3.63,8,2.64,1,0.53,17,78.58
1738,5207,2951,36.0,16,15.28,7,10.04,6,23.779999999999998,0,0.0,2,14.82
1739,5209,2349,31.089999999999996,17,8.77,2,1.64,2,4.02,0,0.0,3,54.41
1740,5210,13346,33.47,35,7.83,14,6.7,18,15.78,1,1.45,7,34.69
1741,5211,8138,43.38,7,3.04,5,3.74,8,12.51,1,3.03,5,34.24
1742,5212,7520,10.409999999999998,9,3.74,5,3.6,7,11.65,1,2.71,8,67.81
1743,5213,10229,11.65,43,1.81,22,1.73,18,2.91,4,1.05,31,80.78
1744,5215,6647,36.339999999999996,29,6.47,12,5.04,2,1.96,2,2.84,12,47.27
1745,5216,376,11.629999999999999,5,4.01,3,4.61,7,21.44,1,5.47,4,52.77
1746,5220,3950,40.66,33,11.4,12,8.46,6,10.78,2,4.38,6,24.26
1747,5221,350,68.27,6,13.55,2,7.31,1,10.8,0,0.0,0,0.0
1748,5222,8700,45.52,44,8.88,19,7.13,15,12.41,3,4.12,7,21.86
1749,5223,3233,31.549999999999997,11,3.42,2,1.43,7,8.07,1,2.2,6,53.28
1750,5225,2382,23.54,25,5.74,13,6.04,5,4.31,1,1.62,6,58.68
1751,5226,369,28.35,19,11.68,9,9.32,8,19.07,0,0.0,3,31.51
1752,5227,18625,58.89999999999999,44,9.84,9,4.04,9,7.710000000000001,0,0.0,3,19.43
1753,5228,221,6.9,11,4.37,7,5.92,6,10.540000000000001,1,2.92,8,69.27
1754,5229,182,3.62,13,3.06,6,2.87,9,8.35,3,4.78,14,77.23
1755,5230,8905,44.37,27,8.21,14,8.38,15,17.439999999999998,3,5.62,5,15.91
1756,5232,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,99.99
1757,5233,1960,6.459999999999999,47,2.33,31,3.15,13,2.48,4,1.27,10,84.23
1758,5234,4843,17.720000000000002,35,4.86,23,6.14,6,3.1799999999999997,6,5.37,7,62.65
1759,5236,5591,29.869999999999994,13,2.75,2,1.08,3,2.59,0,0.0,5,63.65
1760,5238,668,9.08,13,2.61,10,4.83,7,5.859999999999999,0,0.0,10,77.56
1761,5239,557,32.69,33,18.51,19,20.11,3,5.69,1,3.53,3,19.4
1762,5240,523,16.6,25,9.7,16,13.67,15,25.15,0,0.0,5,34.8
1763,5242,992,13.18,52,5.62,40,8.99,22,10.09,5,3.61,19,58.43
1764,5243,21456,39.059999999999995,27,2.36,21,3.3,6,2.13,2,1.0,8,52.07
1765,5244,1876,23.26,32,7.07,22,9.48,16,15.280000000000001,4,5.76,12,39.09
1766,5245,3497,26.21,16,4.77,10,5.96,5,6.01,5,10.17,8,46.82
1767,5247,455,11.55,27,5.19,21,7.47,4,3.17,3,3.63,5,68.94
1768,5248,576,14.33,11,8.38,2,2.48,1,2.36,0,0.0,4,72.38
1769,5250,208,3.4499999999999997,0,0.0,0,0.0,0,0.0,0,0.0,1,96.49
1770,5251,20030,44.1,9,3.52,6,4.9,3,4.42,1,2.51,4,40.47
1771,5253,180,5.1899999999999995,12,4.47,14,9.21,12,16.61,3,6.24,5,58.2
1772,5254,237,10.31,2,1.69,2,2.13,0,0.0,0,0.0,1,85.82
1773,5256,1821,20.2,37,7.34,16,6.18,7,5.09,1,1.22,14,59.89
1774,5257,714,9.440000000000001,48,5.39,28,5.85,13,5.54,0,0.0,13,73.71
1775,5258,6538,29.240000000000002,58,9.19,34,10.75,15,9.46,6,5.9,11,35.39
1776,5259,2376,12.64,11,3.37,4,2.88,5,6.58,0,0.0,3,74.45
1777,5262,1246,19.34,23,6.68,23,12.73,9,10.11,7,12.66,8,38.42
1778,5263,11233,35.11,26,5.84,11,5.53,11,8.84,0,0.0,13,44.6
1779,5265,124,66.3,1,15.57,1,18.06,0,0.0,0,0.0,0,0.0
