,證券代號,證券名稱,公司名稱,資本額,成立日期,上市日期,殖利率,本益比,淨值比
278,2331,精英,精英電腦股份有限公司,55.7402968,19870506,19940921,3.03,17.55,1.47
279,2332,友訊,友訊科技股份有限公司,60.2516473,19870620,19941017,2.95,29.05,1.23
280,2337,旺宏,旺宏電子股份有限公司,185.5826441,19891209,19950315,1.92,-,1.01
281,2338,光罩,台灣光罩股份有限公司,25.6446475,19881021,19950417,1.97,19.51,2.99
282,2340,台亞,台亞半導體股份有限公司,43.8622846,19831221,19950502,1.19,90.98,2.23
283,2342,茂矽,台灣茂矽電子股份有限公司,15.7156744,19870108,19950919,0.00,-,2.19
284,2344,華邦電,華邦電子股份有限公司,418.0000193,19870929,19951018,0.00,-,1.18
285,2345,智邦,智邦科技股份有限公司,56.0430397,19880209,19951115,1.80,33.94,10.22
286,2347,聯強,聯強國際股份有限公司,166.7946968,19880912,19951213,4.10,15.72,1.73
287,2348,海悅,海悅國際開發股份有限公司,14.7108117,19870812,19960105,4.32,13.28,4.20
288,2349,錸德,錸德科技股份有限公司,69.3679663,19881229,19960423,0.00,-,1.43
289,2351,順德,順德工業股份有限公司,18.2140249,19671017,19960425,1.86,37.00,3.64
290,2352,佳世達,佳世達科技股份有限公司,196.6781958,19840421,19960722,3.13,25.95,2.07
291,2353,宏碁,宏碁股份有限公司,304.7853828,19760801,19960918,3.42,25.05,1.91
292,2354,鴻準,鴻準精密工業股份有限公司,141.4485192,19900426,19961008,2.10,23.22,0.96
293,2355,敬鵬,敬鵬工業股份有限公司,39.749542,19790926,19961014,2.55,18.63,1.18
294,2356,英業達,英業達股份有限公司,358.7475066,19750609,19961113,2.69,31.53,3.34
295,2357,華碩,華碩電腦股份有限公司,74.276028,19900402,19961114,3.41,16.04,1.42
296,2359,所羅門,所羅門股份有限公司,17.1471052,19900507,19961219,1.02,53.72,5.57
297,2360,致茂,致茂電子股份有限公司,42.5364437,19841108,19961221,2.08,33.72,6.61
298,2362,藍天,藍天電腦股份有限公司,63.2263,19831004,19970402,2.99,20.50,0.73
299,2363,矽統,矽統科技股份有限公司,74.9589356,19870826,19970801,0.53,72.44,2.25
300,2364,倫飛,倫飛電腦實業股份有限公司,3.1000262,19840227,19970811,3.57,22.02,5.38
301,2365,昆盈,昆盈企業股份有限公司,22.1528496,19831103,19971103,0.77,97.00,2.82
302,2367,燿華,燿華電子股份有限公司,66.9407175,19841231,19971213,0.00,75.31,2.39
303,2368,金像電,金像電子(股)公司,49.1839505,19810905,19980309,1.69,23.34,6.05
304,2369,菱生,菱生精密工業股份有限公司,38.0102344,19730423,19980410,1.27,-,1.65
305,2371,大同,大同股份有限公司,233.9536685,19500411,19620209,0.00,45.24,2.38
306,2373,震旦行,震旦行股份有限公司,23.6202518,19630719,19910801,5.42,15.64,2.52
307,2374,佳能,佳能企業股份有限公司,28.7534312,19650521,19950116,1.66,31.51,2.35
308,2375,凱美,凱美電機股份有限公司,10.8675334,19780911,19980829,1.13,22.96,0.85
309,2376,技嘉,技嘉科技股份有限公司,63.5688886,19860430,19980924,2.19,33.83,4.89
310,2377,微星,微星科技股份有限公司,84.4856199,19860804,19981031,3.03,19.89,3.11
311,2379,瑞昱,瑞昱半導體股份有限公司,51.2863641,19871021,19981026,2.84,26.70,5.89
312,2380,虹光,虹光精密工業股份有限公司,21.6934084,19910424,19981203,0.00,-,1.89
313,2382,廣達,廣達電腦股份有限公司,386.2627432,19880509,19990108,2.88,26.58,7.12
314,2383,台光電,台光電子材料股份有限公司,34.4278126,19920324,19981127,2.11,23.40,6.30
315,2385,群光,群光電子股份有限公司,76.0053172,19830222,19990105,4.56,16.04,3.38
316,2387,精元,精元電腦股份有限公司,19.5251051,19910722,19990125,4.99,8.01,1.19
317,2388,威盛,威盛電子股份有限公司,49.9761441,19920921,19990305,0.09,103.10,4.20
318,2390,云辰,云辰電子開發股份有限公司,19.2619442,19800416,19990615,0.00,-,1.10
319,2392,正崴,正崴精密工業股份有限公司,51.232694,19860714,19990920,2.53,14.79,1.52
320,2393,億光,億光電子工業股份有限公司,44.3393086,19830528,19991104,4.19,19.34,1.74
321,2395,研華,研華股份有限公司,86.0447558,19810907,19991213,2.57,32.26,7.42
322,2397,友通,友通資訊股份有限公司,11.4488857,19810714,20000115,4.07,29.29,2.92
323,2399,映泰,映泰股份有限公司,17.81,19900829,19991216,0.00,-,1.79
324,2401,凌陽,凌陽科技股份有限公司,59.1994919,19900803,20000127,0.00,-,2.46
325,2402,毅嘉,毅嘉科技股份有限公司,30.7536533,19891107,20000114,3.37,20.40,1.71
326,2404,漢唐,漢唐集成股份有限公司,19.0586698,19820913,20000314,5.74,14.30,7.18
327,2405,輔信,輔信科技股份有限公司,34.3427303,19830610,20000317,0.82,172.50,1.90
328,2406,國碩,國碩科技工業股份有限公司,35.0905689,19970326,20000429,0.00,-,2.34
329,2408,南亞科,南亞科技股份有限公司,309.8608894,19950304,20000817,0.00,-,1.29
330,2409,友達,友達光電股份有限公司,769.9396092,19960812,20000908,5.06,-,0.91
331,2412,中華電,中華電信股份有限公司,775.7446545,19960615,20001027,3.79,26.53,2.48
332,2413,環科,環隆科技股份有限公司,12.73592,19840218,20000911,0.83,40.68,1.49
333,2414,精技,精技電腦股份有限公司,16.1735846,19790305,20000911,5.40,17.49,2.10
334,2415,錩新,錩新科技股份有限公司,9.0,19720222,20000911,0.00,129.29,1.51
335,2417,圓剛,圓剛科技股份有限公司,15.7668864,19900117,20000911,0.31,136.57,2.19
336,2419,仲琦,仲琦科技股份有限公司,32.1317229,19860324,20000911,0.99,-,1.97
337,2420,新巨,新巨企業股份有限公司,15.2648688,19830425,20000911,4.50,17.02,2.62
338,2421,建準,建準電機工業股份有限公司,27.3443669,19801025,20000911,3.04,22.73,4.10
339,2423,固緯,固緯電子實業股份有限公司,14.5047289,19750901,20000911,5.29,13.91,2.38
340,2424,隴華,隴華電子股份有限公司,5.6275,19730124,20000911,0.00,-,5.94
341,2425,承啟,承啟科技股份有限公司,9.6498831,19861117,20000911,1.18,22.92,1.63
342,2426,鼎元,鼎元光電科技股份有限公司,30.0622252,19870404,20000911,1.03,-,1.56
343,2427,三商電,三商電腦股份有限公司,19.6814463,19761209,20000911,2.94,21.74,1.90
344,2428,興勤,興勤電子工業股份有限公司,12.8112726,19790716,20000911,2.92,17.00,2.29
345,2429,銘旺科,銘旺科技股份有限公司,4.37482,19781130,20000911,0.00,-,7.00
346,2430,燦坤,燦坤實業股份有限公司,11.68,19781102,20000911,6.19,18.52,0.95
347,2431,聯昌,聯昌電子企業股份有限公司,11.0927014,19681223,20000911,0.00,-,1.02
348,2432,倚天酷碁-創,倚天酷碁股份有限公司,6.186,19860327,20230531,4.25,19.40,1.90
349,2433,互盛電,互盛股份有限公司,14.4496011,19840830,20000911,5.62,15.99,2.25
350,2434,統懋,統懋半導體股份有限公司,3.7,19870309,20000911,0.00,47.75,2.44
351,2436,偉詮電,偉詮電子股份有限公司,17.8011594,19890705,20000911,1.95,42.40,3.05
352,2438,翔耀,翔耀實業股份有限公司,6.0195641,19820114,20000911,0.00,-,7.38
353,2439,美律,美律實業股份有限公司,22.0378347,19751224,20000911,3.41,18.67,2.47
354,2440,太空梭,太空梭高傳真資訊科技(股)公司,13.9117271,19851016,20001110,0.00,-,1.93
355,2441,超豐,超豐電子股份有限公司,56.8845921,19830307,20001026,3.97,16.55,1.57
356,2442,新美齊,新美齊股份有限公司,25.6078287,19860111,20001122,1.08,11.70,1.72
357,2444,兆勁,兆勁科技股份有限公司,10.1569573,19950612,20001208,0.00,-,1.40
358,2449,京元電子,京元電子股份有限公司,122.2745065,19870528,20010509,2.69,24.19,3.55
359,2450,神腦,神腦國際企業股份有限公司,25.8252657,19790518,20010524,5.25,15.30,1.62
360,2451,創見,創見資訊股份有限公司,42.9867675,19890830,20010503,4.34,19.26,2.73
361,2453,凌群,凌群電腦股份有限公司,10.0,19750717,20010522,3.77,22.83,3.26
362,2454,聯發科,聯發科技股份有限公司,159.9344128,19970528,20010723,3.93,24.32,6.04
363,2455,全新,全新光電科技股份有限公司,18.4905918,19961126,20020124,1.33,48.39,9.35
364,2457,飛宏,飛宏科技股份有限公司,43.1208416,19721212,20010917,0.00,73.79,2.15
365,2458,義隆,義隆電子股份有限公司,30.3880392,19940505,20010917,3.31,17.50,5.00
366,2459,敦吉,敦吉科技股份有限公司,10.5595615,19800807,20010917,5.27,13.11,1.56
367,2460,建通,建通精密工業股份有限公司,16.92,19930716,20010917,0.00,-,2.64
368,2461,光群雷,光群雷射科技股份有限公司,17.1594159,19880429,20010917,2.71,60.88,1.42
369,2462,良得電,台灣良得電子股份有限公司,15.0144074,19780815,20010917,3.28,18.16,1.66
370,2464,盟立,盟立自動化股份有限公司,19.5531226,19890202,20010917,0.73,76.44,3.22
371,2465,麗臺,麗臺科技股份有限公司,8.3946031,19861024,20010919,0.00,-,11.14
372,2466,冠西電,冠西電子企業股份有限公司,17.1458697,19810525,20010917,0.00,-,3.37
373,2467,志聖,志聖工業股份有限公司,15.6755348,19780418,20010917,1.94,43.91,6.67
374,2468,華經,華經資訊企業股份有限公司,6.9961249,19770411,20010917,2.99,22.11,1.49
375,2471,資通,資通電腦股份有限公司,4.725389,19801203,20010917,5.73,15.60,2.95
376,2472,立隆電,立隆電子工業股份有限公司,16.4735137,19760212,20010917,3.24,14.34,1.92
377,2474,可成,可成科技股份有限公司,68.0364068,19841123,20010917,4.31,12.29,0.95
378,2476,鉅祥,鉅祥企業股份有限公司,20.6620298,19750201,20010917,2.26,26.69,3.04
379,2477,美隆電,美隆工業股份有限公司,15.8573244,19730115,20010917,2.28,34.76,0.86
380,2478,大毅,大毅科技股份有限公司,14.4731339,19891228,20010917,2.84,18.24,1.14
381,2480,敦陽科,敦陽科技股份有限公司,10.6360291,19930324,20010917,5.63,16.14,4.50
382,2481,強茂,強茂股份有限公司,38.2114927,19860520,20010917,2.13,24.85,1.63
383,2482,連宇,連宇股份有限公司,7.7882711,19831006,20010919,2.50,20.00,2.27
384,2483,百容,百容電子股份有限公司,10.9093807,19811208,20010917,1.12,55.73,1.16
385,2484,希華,希華晶體科技股份有限公司,15.9421022,19880126,20010917,4.70,23.98,1.25
386,2485,兆赫,兆赫電子股份有限公司,31.7689037,19810318,20010917,0.00,-,1.12
387,2486,一詮,一詮精密工業股份有限公司,22.1958579,19770818,20010919,0.48,170.89,6.94
388,2488,漢平,漢平電子工業股份有限公司,7.9999433,19690401,20010917,5.96,10.11,1.46
389,2489,瑞軒,瑞軒科技股份有限公司,74.01,19940811,20010917,2.62,33.23,1.12
390,2491,吉祥全,吉祥全球實業股份有限公司,8.2008,19950414,20010919,0.00,53.93,1.46
391,2492,華新科,華新科技股份有限公司,48.5804774,19700729,20010917,1.82,24.58,1.18
392,2493,揚博,揚博科技股份有限公司,11.443739,19801101,20020123,5.26,16.15,4.19
393,2495,普安,普安科技股份有限公司,27.3551538,19930119,20020325,2.15,30.14,2.05
394,2496,卓越,卓越成功股份有限公司,1.910044,19910615,20020308,6.41,12.11,1.75
395,2497,怡利電,怡利電子工業股份有限公司,12.2798463,19830622,20020204,1.69,29.07,3.24
396,2498,宏達電,宏達國際電子股份有限公司,83.2319136,19970515,20020326,0.00,-,1.66
397,2501,國建,國泰建設股份有限公司,115.9561059,19641201,19671028,3.31,13.60,1.30
398,2504,國產,國產建材實業股份有限公司,118.0,19541130,19780314,4.87,14.46,2.00
399,2505,國揚,國揚實業股份有限公司,38.0,19720602,19791114,1.47,37.71,1.03
400,2506,太設,太平洋建設股份有限公司,38.7,19670614,19800202,2.59,-,0.64
401,2509,全坤建,全坤建設開發股份有限公司,22.455053,19730127,19880520,0.00,-,1.28
402,2511,太子,太子建設開發股份有限公司,162.3326147,19730922,19910424,3.00,35.29,0.76
403,2514,龍邦,龍邦國際興業股份有限公司,39.4729278,19880122,19920926,0.00,6.33,0.76
404,2515,中工,中華工程股份有限公司,153.0899822,19500901,19930302,3.51,36.10,1.00
405,2516,新建,新亞建設開發股份有限公司,22.6278457,19671204,19930525,0.00,17.36,1.77
406,2520,冠德,冠德建設股份有限公司,55.41701,19791123,19931027,3.30,11.08,1.50
407,2524,京城,京城建設股份有限公司,36.94196,19850913,19941018,0.00,34.20,1.11
408,2527,宏璟,宏璟建設股份有限公司,27.0306,19861219,19950306,3.33,17.05,0.94
409,2528,皇普,皇普建設股份有限公司,38.8325149,19850117,19950310,1.10,-,3.37
410,2530,華建,大華建設股份有限公司,83.9988,19601228,19951012,1.12,56.82,3.98
411,2534,宏盛,宏盛建設股份有限公司,47.422797,19860709,19960212,3.75,57.93,0.85
412,2535,達欣工,達欣工程股份有限公司,27.0793967,19670213,19960311,5.42,12.45,1.69
413,2536,宏普,宏普建設股份有限公司,33.2808652,19881005,19960314,1.49,34.90,0.95
414,2537,聯上發,聯上開發股份有限公司,30.0557795,19870819,19960906,0.00,-,1.48
415,2538,基泰,基泰建設股份有限公司,43.8448764,19791107,19961101,4.64,-,1.31
416,2539,櫻花建,櫻花建設股份有限公司,85.7113924,19870502,19970716,2.65,35.12,5.31
417,2540,愛山林,愛山林建設開發股份有限公司,41.660665,19860906,19891226,2.94,39.53,6.73
418,2542,興富發,興富發建設股份有限公司,188.4141591,19800123,19990503,2.88,47.80,2.06
419,2543,皇昌,皇昌營造股份有限公司,27.0731518,19810216,19991015,4.10,17.90,3.33
420,2545,皇翔,皇翔建設股份有限公司,32.7734808,19911206,20000911,4.11,12.91,1.52
421,2546,根基,根基營造股份有限公司,12.0721599,19820413,20000911,4.50,11.94,2.52
422,2547,日勝生,日勝生活科技股份有限公司,95.5094649,19820326,20001222,2.37,-,0.89
423,2548,華固,華固建設股份有限公司,27.6812726,19890406,20020826,6.23,16.27,2.03
424,2597,潤弘,潤弘精密工程事業股份有限公司,18.495,19751103,20100326,5.15,16.34,5.14
425,2601,益航,益航股份有限公司,82.4776067,19631008,19651104,0.00,-,0.73
426,2603,長榮,長榮海運股份有限公司,213.6305331,19680925,19870921,5.17,8.65,0.87
427,2605,新興,新興航運股份有限公司,58.5353297,19680227,19891208,2.45,26.61,1.08
428,2606,裕民,裕民航運股份有限公司,84.5055712,19680829,19901208,4.30,14.57,1.25
429,2607,榮運,長榮國際儲運股份有限公司,106.7141094,19731005,19901214,3.46,11.94,1.02
430,2608,嘉里大榮,嘉里大榮物流股份有限公司,46.7000498,19591221,19901220,6.42,11.10,1.49
431,2609,陽明,陽明海運股份有限公司,349.210427,19721229,19920420,2.68,24.22,0.90
432,2610,華航,中華航空股份有限公司,605.1540742,19590907,19930226,2.91,16.69,1.85
433,2611,志信,志信國際股份有限公司,18.9002272,19731115,19931028,6.99,9.22,1.88
434,2612,中航,中國航運股份有限公司,19.7484593,19780131,19941020,2.11,33.22,0.78
435,2613,中櫃,中國貨櫃運輸股份有限公司,14.8423458,19691127,19950120,1.44,38.35,1.84
436,2614,東森,東森國際股份有限公司,30.024307,19750514,19950923,0.00,-,1.77
437,2615,萬海,萬海航運股份有限公司,280.6146293,19650224,19960516,1.69,260.59,1.14
438,2616,山隆,山隆通運股份有限公司,13.7281827,19760406,19971108,1.76,94.04,0.69
439,2617,台航,台灣航業股份有限公司,41.7294487,19460701,19980624,4.20,8.55,0.96
440,2618,長榮航,長榮航空股份有限公司,540.0444335,19890407,20010917,4.72,9.44,2.06
441,2630,亞航,亞洲航空股份有限公司,20.9438204,19550119,20180222,1.36,88.41,2.42
442,2633,台灣高鐵,台灣高速鐵路股份有限公司,562.8293058,19980511,20161027,3.36,21.87,2.33
443,2634,漢翔,漢翔航空工業股份有限公司,94.1867101,19960701,20140825,2.66,20.23,2.80
444,2636,台驊投控,台驊國際投資控股股份有限公司,14.339123,19870204,20161222,6.67,9.01,1.54
445,2637,慧洋-KY,慧洋海運股份有限公司,74.6409199,20081021,20101201,4.04,10.38,1.05
446,2642,宅配通,台灣宅配通股份有限公司,9.5467,19990910,20131212,2.14,32.72,1.60
447,2645,長榮航太,長榮航太科技股份有限公司,37.4570962,19971110,20230314,4.00,20.64,3.57
448,2701,萬企,萬華企業股份有限公司,44.9967838,19580226,19650322,2.11,25.00,0.72
449,2702,華園,華園飯店股份有限公司,15.6613249,19590729,19650214,0.00,27.43,0.91
450,2704,國賓,國賓大飯店股份有限公司,36.6923343,19621201,19821110,1.38,14.22,0.71
451,2705,六福,六福開發股份有限公司,19.131283,19680127,19881224,0.00,-,0.81
452,2706,第一店,第一華僑大飯店股份有限公司,49.9998346,19680927,19910625,2.23,26.61,0.78
453,2707,晶華,晶華國際酒店股份有限公司,12.7403238,19760707,19980309,5.43,18.04,7.36
454,2712,遠雄來,遠雄悅來大飯店股份有限公司,10.5,19910115,20131203,1.39,125.83,2.54
455,2722,夏都,夏都國際開發股份有限公司,11.8214338,19950927,20120314,0.90,78.45,3.33
456,2723,美食-KY,開曼美食達人股份有限公司,18.0,20080926,20101122,4.07,23.15,1.37
457,2727,王品,王品餐飲股份有限公司,8.4451109,19931207,20120306,6.24,15.00,5.64
458,2731,雄獅,雄獅旅行社股份有限公司,9.3277739,19770609,20130924,5.39,8.52,3.41
459,2739,寒舍,寒舍餐旅管理顧問股份有限公司,10.1526,20000117,20160519,0.00,12.34,4.49
460,2748,雲品,雲品國際酒店股份有限公司,10.577874,20121122,20161123,2.92,21.17,2.62
461,2753,八方雲集,八方雲集國際股份有限公司,6.6494796,20000119,20210909,4.31,18.68,3.34
462,2762,世界健身-KY,世界健身事業有限公司,11.25,20131121,20240124,6.46,28.79,2.58
463,2801,彰銀,彰化商業銀行股份有限公司,1085.8292963,19500701,19620215,4.72,15.00,1.03
464,2809,京城銀,京城商業銀行股份有限公司,111.1234265,19510711,19830720,4.93,9.16,1.29
465,2812,台中銀,台中商業銀行股份有限公司,522.6095343,19530826,19840515,5.25,12.89,1.21
466,2816,旺旺保,旺旺友聯產物保險股份有限公司,22.3608,19630219,19920505,0.00,5.52,1.19
467,2820,華票,中華票券金融股份有限公司,134.296,19781201,19941026,4.68,17.14,0.82
468,2832,台產,台灣產物保險股份有限公司,36.22004,19480312,19970930,4.79,8.65,0.83
469,2834,臺企銀,臺灣中小企業銀行股份有限公司,822.2406166,19500923,19980103,7.42,15.04,1.21
470,2836,高雄銀,高雄銀行股份有限公司,177.4298224,19820113,19980518,5.02,25.98,0.87
471,2838,聯邦銀,聯邦商業銀行股份有限公司,397.8952502,19911231,19980629,5.50,14.73,0.90
472,2845,遠東銀,遠東國際商業銀行股份有限公司,406.9483855,19920111,19981127,6.08,14.82,1.12
473,2849,安泰銀,安泰商業銀行股份有限公司,195.7609349,19920603,19990927,2.62,14.22,0.84
474,2850,新產,新光產物保險股份有限公司,31.59633,19630426,20000522,5.19,9.10,1.65
475,2851,中再保,中央再保險股份有限公司,80.038875,19680612,20000706,5.41,8.27,1.00
476,2852,第一保,第一產物保險股份有限公司,30.1163784,19620904,20001128,4.60,9.06,0.88
477,2855,統一證,統一綜合證券股份有限公司,145.5831343,19881217,20020916,4.48,10.33,1.26
478,2867,三商壽,三商美邦人壽保險股份有限公司,509.9501044,19930612,20121218,0.00,-,0.84
479,2880,華南金,華南金融控股股份有限公司,1364.2745898,20011219,20011219,4.92,16.20,1.66
480,2881,富邦金,富邦金融控股股份有限公司,1461.4963243,20011219,20011219,3.15,14.06,1.29
481,2882,國泰金,國泰金融控股股份有限公司,1620.2510128,20011231,20011231,3.39,11.66,1.11
482,2883,開發金,中華開發金融控股股份有限公司,1841.4323005,20011228,20011228,3.31,11.80,0.96
483,2884,玉山金,玉山金融控股股份有限公司,1566.4,20020128,20020128,4.90,20.39,1.82
484,2885,元大金,元大金融控股股份有限公司,1268.9082377,20020204,20020204,4.06,13.52,1.36
485,2886,兆豐金,兆豐金融控股股份有限公司,1440.1338138,20020204,20020204,4.46,17.12,1.61
486,2887,台新金,台新金融控股股份有限公司,1357.7061838,20020218,20020218,5.31,17.62,1.16
487,2888,新光金,新光金融控股股份有限公司,1578.4629042,20020219,20020219,0.00,32.80,0.60
488,2889,國票金,國票金融控股股份有限公司,344.7383983,20020326,20020326,6.09,27.29,1.30
489,2890,永豐金,永豐金融控股股份有限公司,1238.6439941,20020509,20020509,3.94,14.35,1.59
490,2891,中信金,中國信託金融控股股份有限公司,2012.10999,20020517,20020517,4.76,11.90,1.62
491,2892,第一金,第一金融控股股份有限公司,1362.0145537,20030102,20030102,4.09,16.73,1.48
492,2897,王道銀行,王道商業銀行股份有限公司,303.3006301,19990727,20170505,4.29,11.67,0.76
493,2901,欣欣,欣欣大眾市場股份有限公司,7.3043283,19710415,19760507,1.29,61.78,2.28
494,2903,遠百,遠東百貨股份有限公司,141.6940589,19670831,19781011,4.71,18.78,1.49
495,2904,匯僑,匯僑股份有限公司,7.7834432,19781011,19830105,3.12,23.19,1.25
496,2905,三商,三商投資控股股份有限公司,112.2495703,19650219,19880919,1.20,-,0.94
497,2906,高林,高林實業股份有限公司,20.9116648,19690505,19891226,2.82,34.84,1.33
498,2908,特力,特力股份有限公司,50.9887558,19780810,19930218,2.82,44.78,1.57
499,2910,統領,統領百貨股份有限公司,17.5403,19820818,19961230,1.24,24.20,1.82
500,2911,麗嬰房,麗嬰房股份有限公司,14.0167998,19730618,19970118,0.00,-,1.25
501,2912,統一超,統一超商股份有限公司,103.9622255,19870610,19970822,3.29,26.48,6.76
502,2913,農林,台灣農林股份有限公司,79.0,19500615,19620209,0.00,-,1.37
503,2915,潤泰全,潤泰全球股份有限公司,110.4318772,19760114,19770720,3.67,6.16,0.71
504,2923,鼎固-KY,鼎固控股有限公司,174.0296982,20071205,20121207,0.62,67.19,1.11
505,2929,淘帝-KY,淘帝國際控股有限公司,10.9493838,20121003,20131230,0.00,-,0.36
506,2939,凱羿-KY,凱羿國際集團股份有限公司,4.5548665,20150528,20180111,0.00,-,1.24
507,2945,三商家購,三商家購股份有限公司,6.75,20130207,20211130,2.73,24.69,1.58
508,3002,歐格,歐格電子股份有限公司,10.2,19830801,20020123,2.08,61.60,1.17
509,3003,健和興,健和興端子股份有限公司,15.565489,19780210,20020219,1.98,21.15,1.90
510,3004,豐達科,豐達科技股份有限公司(原宏達),5.4006155,19971014,20020225,2.40,16.32,2.39
511,3005,神基,神基投資控股股份有限公司,61.17609,19891005,20020225,4.38,17.09,3.42
512,3006,晶豪科,晶豪科技股份有限公司,28.6172238,19980602,20020304,0.60,-,2.80
513,3008,大立光,大立光電股份有限公司,13.3468197,19870417,20020311,2.46,17.68,2.18
514,3010,華立,華立企業股份有限公司,23.6239248,19681001,20020722,3.66,15.78,1.78
515,3011,今皓,今皓實業股份有限公司,11.2719251,19830111,20020722,0.00,-,3.84
516,3013,晟銘電,晟銘電子科技股份有限公司,19.8990162,19760617,20020916,0.44,59.09,5.24
517,3014,聯陽,聯陽半導體股份有限公司,16.1080124,19960529,20021029,4.69,16.75,4.04
518,3015,全漢,全漢企業股份有限公司,18.726195,19930415,20021016,5.26,18.10,0.80
519,3016,嘉晶,嘉晶電子股份有限公司,28.8541819,19981109,20021224,0.78,108.64,3.86
520,3017,奇鋐,奇鋐科技股份有限公司,38.3310157,19911217,20020927,0.92,50.03,13.64
521,3018,隆銘綠能,隆銘綠能科技工程股份有限公司,6.3073566,19960105,20020826,0.00,-,11.88
522,3019,亞光,亞洲光學股份有限公司,27.9243901,19801009,20020826,2.59,22.38,1.51
523,3021,鴻名,鴻名企業股份有限公司,9.589,19930525,20020826,1.15,19.26,1.60
524,3022,威強電,威強電工業電腦股份有限公司,17.659779,19970417,20020826,4.29,9.76,1.36
525,3023,信邦,信邦電子股份有限公司,24.0033159,19891206,20020826,3.29,21.22,4.71
526,3024,憶聲,憶聲電子股份有限公司,27.7157496,19760721,20020826,0.43,61.32,2.26
527,3025,星通,星通資訊股份有限公司,5.673644,19911203,20020826,4.35,21.68,4.74
528,3026,禾伸堂,禾伸堂企業股份有限公司,16.5890318,19810601,20020826,5.32,22.41,1.69
529,3027,盛達,盛達電業股份有限公司,11.5463811,19730326,20020826,0.93,36.85,2.05
530,3028,增你強,增你強股份有限公司,23.4006664,19821006,20020826,5.63,19.51,1.48
531,3029,零壹,零壹科技股份有限公司,15.4609212,19800627,20020826,4.22,20.56,3.89
532,3030,德律,德律科技股份有限公司,23.6216,19890410,20021029,1.92,34.16,5.29
533,3031,佰鴻,佰鴻工業股份有限公司,17.3203224,19810601,20020826,3.57,22.18,1.34
534,3032,偉訓,偉訓科技股份有限公司,11.3285626,19790216,20020826,4.85,12.15,2.51
535,3033,威健,威健實業股份有限公司,42.8071495,19770120,20020826,5.52,19.97,1.71
536,3034,聯詠,聯詠科技股份有限公司,60.8511469,19970528,20020826,5.28,15.72,5.11
537,3035,智原,智原科技股份有限公司,26.0550313,19930610,20020826,1.28,64.00,6.43
538,3036,文曄,文曄科技股份有限公司,125.0799151,19931223,20020826,1.45,29.45,1.68
539,3037,欣興,欣興電子股份有限公司,152.5106197,19900125,20020826,1.67,26.59,2.90
540,3038,全台,全台晶像股份有限公司,15.7407603,19940923,20020826,4.97,10.73,1.92
541,3040,遠見,遠見科技股份有限公司,6.3,19860515,20020826,2.97,31.79,1.42
542,3041,揚智,揚智科技股份有限公司,19.5122746,19930610,20020826,0.00,-,2.92
543,3042,晶技,台灣晶技股份有限公司,30.9767602,19831228,20020826,3.91,18.14,2.80
544,3043,科風,科風股份有限公司,3.8975634,19870424,20020826,0.00,-,2.27
545,3044,健鼎,健鼎科技股份有限公司,52.5605898,19911216,20020826,3.43,16.99,2.45
546,3045,台灣大,台灣大哥大股份有限公司,372.3261811,19970225,20020826,4.02,25.85,3.68
547,3046,建碁,建碁股份有限公司,7.8448013,19961221,20020826,3.09,19.85,3.82
548,3047,訊舟,訊舟科技股份有限公司,22.2302791,19860628,20020826,0.00,-,2.50
549,3048,益登,益登科技股份有限公司,26.9829794,19960711,20021001,2.49,125.63,2.05
550,3049,精金,精金科技股份有限公司,80.2010529,19990918,20020927,0.00,-,0.81
551,3050,鈺德,鈺德科技股份有限公司,15.498445,19940519,20021029,2.24,32.39,1.38
552,3051,力特,力特光電科技股份有限公司,17.0,19980303,20021028,3.14,18.85,2.10
553,3052,夆典,夆典科技開發股份有限公司,23.0672325,19760809,19951125,4.56,12.52,0.79
554,3054,立萬利,立萬利創新股份有限公司,8.3411041,19910614,20021118,0.00,-,2.23
555,3055,蔚華科,蔚華科技股份有限公司,11.4974918,19871211,20021212,1.08,-,4.48
556,3056,富華新,富華創新股份有限公司,34.2275678,19971110,20030303,2.34,48.13,1.77
557,3057,喬鼎,喬鼎資訊股份有限公司,9.2678668,19910227,20021218,0.00,-,1.98
558,3058,立德,立德電子股份有限公司,20.2362779,19700304,20021209,0.00,-,1.92
559,3059,華晶科,華晶科技股份有限公司,27.8800025,19961224,20021224,1.75,30.69,1.23
560,3060,銘異,銘異科技股份有限公司,13.756319,19791003,20030421,0.75,-,1.79
561,3062,建漢,建漢科技股份有限公司,33.0495418,19980610,20030728,0.00,-,2.21
562,3090,日電貿,日電貿股份有限公司,21.265715,19930104,20071231,5.35,16.58,2.29
563,3092,鴻碩,鴻碩精密電工股份有限公司,10.655203,19911212,20210513,0.00,-,1.65
564,3094,聯傑,聯傑國際股份有限公司,8.3117089,19960816,20070806,1.95,68.04,2.61
565,3130,一零四,一零四資訊科技股份有限公司,3.31907,19931030,20060217,5.72,17.67,4.52
566,3138,耀登,耀登科技股份有限公司,5.0293363,19900210,20201211,2.08,36.76,3.13
567,3149,正達,正達國際光電股份有限公司,14.5190604,19960627,20111123,0.00,-,3.27
568,3150,鈺寶-創,鈺寶科技股份有限公司,4.4398001,19980123,20240627,1.86,-,3.14
569,3164,景岳,景岳生物科技股份有限公司,8.6511364,20001206,20100322,2.09,34.64,1.57
