,證券代號,證券名稱,公司名稱,資本額,成立日期,上市日期,殖利率,本益比,淨值比
570,3167,大量,大量科技股份有限公司,8.250014,19801226,20131021,0.75,277.08,2.58
571,3168,眾福科,眾福科技股份有限公司,7.8099649,19971122,20240326,5.93,16.78,2.64
572,3189,景碩,景碩科技股份有限公司,45.442306,20000911,20041101,1.08,660.00,1.34
573,3209,全科,全科科技股份有限公司,23.2430969,19910415,20081126,5.77,14.33,1.85
574,3229,晟鈦,晟鈦股份有限公司,6.4263,19870728,20091231,0.00,-,2.69
575,3231,緯創,緯創資通股份有限公司,289.683705,20010530,20030819,2.45,20.54,2.69
576,3257,虹冠電,虹冠電子工業股份有限公司,7.998659,19981230,20110321,5.12,16.60,3.16
577,3266,昇陽,昇陽建設企業股份有限公司,35.2314309,19930317,20141224,3.07,10.45,1.40
578,3296,勝德,勝德國際研發股份有限公司,9.672445,20001114,20071231,0.00,-,2.63
579,3305,昇貿,昇貿科技股份有限公司,13.4237474,19780424,20080710,2.47,36.21,2.20
580,3308,聯德,聯德電子股份有限公司,6.0,19880202,20080312,0.00,30.58,1.69
581,3311,閎暉,閎暉實業股份有限公司,6.8,20011026,20040308,3.04,21.82,1.00
582,3312,弘憶股,弘憶國際股份有限公司,16.2625455,19951006,20101229,1.38,39.91,5.00
583,3321,同泰,同泰電子科技股份有限公司,9.7159793,19901119,20151215,0.00,-,3.32
584,3338,泰碩,泰碩電子股份有限公司,8.7908141,19940923,20131213,2.17,28.31,4.04
585,3346,麗清,麗清科技股份有限公司,11.515902,19990827,20161219,3.58,15.44,1.42
586,3356,奇偶,奇偶科技股份有限公司,8.9822103,19980203,20050328,4.26,14.20,3.04
587,3376,新日興,新日興股份有限公司,18.7748346,19680628,20071231,1.63,46.14,2.88
588,3380,明泰,明泰科技股份有限公司,54.171846,20030904,20041220,2.90,42.96,1.94
589,3406,玉晶光,玉晶光電股份有限公司,11.2743063,19900208,20051220,1.81,19.03,3.52
590,3413,京鼎,京鼎精密科技股份有限公司,10.2670603,20010426,20150728,3.66,14.13,2.52
591,3416,融程電,融程電訊股份有限公司,7.9746502,19960123,20150123,3.34,22.63,4.08
592,3419,譁裕,譁裕實業股份有限公司,12.0480417,19811118,20080121,0.00,-,1.83
593,3432,台端,台端興業股份有限公司,4.223,19880524,20101230,0.00,-,4.39
594,3437,榮創,榮創能源科技股份有限公司,14.4548,19991002,20140709,0.00,-,1.62
595,3443,創意,創意電子股份有限公司,13.4011911,19980122,20061103,0.87,66.46,20.76
596,3447,展達,展達通訊股份有限公司,7.705362,19971017,20221215,0.00,-,2.46
597,3450,聯鈞,聯鈞光電股份有限公司,14.5681382,20000927,20060412,0.00,"2,058.33",4.63
598,3454,晶睿,晶睿通訊股份有限公司,8.6567893,20000208,20110722,2.71,33.73,3.40
599,3481,群創,群創光電股份有限公司,907.8633338,20030114,20061024,0.00,-,0.57
600,3494,誠研,誠研科技股份有限公司,14.4,20010209,20071213,0.00,-,2.54
601,3501,維熹,維熹科技股份有限公司,11.8257927,20020903,20070920,3.74,15.75,1.46
602,3504,揚明光,揚明光學股份有限公司,11.4059785,20020218,20070126,0.00,-,2.60
603,3515,華擎,華擎科技股份有限公司,12.1635729,20020510,20071108,3.01,25.28,3.58
604,3518,柏騰,柏騰科技股份有限公司,8.404223,19951020,20071128,0.00,-,2.11
605,3528,安馳,安馳科技股份有限公司,6.6625966,20001226,20160518,3.07,28.37,1.85
606,3530,晶相光,晶相光電股份有限公司,7.84559,20040524,20180716,0.00,-,3.37
607,3532,台勝科,台塑勝高科技股份有限公司,38.78483,19951121,20071210,2.87,22.80,2.83
608,3533,嘉澤,嘉澤端子工業股份有限公司,11.1472118,19860823,20071210,1.60,28.03,5.93
609,3535,晶彩科,晶彩科技股份有限公司,7.9052356,20000310,20080131,0.00,-,3.16
610,3543,州巧,州巧科技股份有限公司,8.926315,20000609,20200415,4.47,28.29,0.71
611,3545,敦泰,敦泰電子股份有限公司,21.9436049,20060103,20070703,1.16,44.43,1.95
612,3550,聯穎,聯穎科技股份有限公司,8.755,19870430,20101110,0.00,-,0.86
613,3557,嘉威,嘉威生活股份有限公司,8.0300415,20050421,20080227,3.92,11.88,2.49
614,3563,牧德,牧德科技股份有限公司,5.8146234,19980609,20190402,1.78,76.80,4.80
615,3576,聯合再生,聯合再生能源股份有限公司,162.7795375,20050826,20090112,0.00,-,1.77
616,3583,辛耘,辛耘企業股份有限公司,8.0328,19791017,20130312,1.13,39.72,7.04
617,3588,通嘉,通嘉科技股份有限公司,5.8900343,20020918,20090814,0.67,94.32,3.17
618,3591,艾笛森,艾笛森光電股份有限公司,14.3609435,20011004,20101112,1.74,65.45,1.40
619,3592,瑞鼎,瑞鼎科技股份有限公司,7.5855226,20031023,20220107,3.70,17.06,2.94
620,3593,力銘,力銘科技股份有限公司,9.3042416,20031222,20090316,0.00,-,2.59
621,3596,智易,智易科技股份有限公司,22.0354321,20030509,20090311,4.32,14.01,2.55
622,3605,宏致,宏致電子股份有限公司,13.4417709,19961107,20090326,0.00,-,1.23
623,3607,谷崧,谷崧精密工業股份有限公司,12.1662239,19890614,20091028,3.65,-,1.29
624,3617,碩天,碩天科技股份有限公司,9.1035568,19970627,20091223,2.72,15.25,3.75
625,3622,洋華,洋華光電股份有限公司,15.13276,20020730,20090325,2.65,17.08,1.67
626,3645,達邁,達邁科技股份有限公司,13.2205294,20000622,20111005,0.71,-,1.96
627,3652,精聯,精聯電子股份有限公司,7.50975,20080115,20220921,0.73,75.23,2.01
628,3653,健策,健策精密工業股份有限公司,14.067163,19870328,20091118,0.82,67.19,15.48
629,3661,世芯-KY,世芯電子股份有限公司,7.9180106,20030227,20141028,0.95,48.78,5.83
630,3665,貿聯-KY,貿聯控股(BizLink Holding Inc.),16.3429591,20000601,20110421,2.41,26.93,2.54
631,3669,圓展,圓展科技股份有限公司,9.291995,20080107,20110825,2.61,16.50,1.40
632,3673,TPK-KY,"TPK Holding Co., Ltd.",40.6663759,20051121,20101029,0.00,73.36,0.42
633,3679,新至陞,新至陞科技股份有限公司,6.3040229,19800627,20111005,5.58,11.44,1.76
634,3686,達能,達能科技股份有限公司,7.6495118,20071109,20100720,0.00,-,2.84
635,3694,海華,海華科技股份有限公司,15.2554808,20050413,20110503,1.96,21.65,2.50
636,3701,大眾控,大眾全球投資控股股份有限公司,23.4714213,20040830,20040830,1.35,34.21,2.78
637,3702,大聯大,大聯大控股股份有限公司,187.9056833,20051109,20051109,3.90,18.00,1.87
638,3703,欣陸,欣陸投資控股股份有限公司,82.321598,20100408,20100408,4.09,18.89,1.12
639,3704,合勤控,合勤投資控股股份有限公司,41.049397,20100816,20100816,3.76,17.42,1.46
640,3705,永信,永信國際投資控股股份有限公司,26.6422983,20110103,20110103,4.36,15.23,2.00
641,3706,神達,神達控股股份有限公司,120.6556789,20130912,20130912,2.93,22.95,0.90
642,3708,上緯投控,上緯國際投資控股股份有限公司,10.1826538,20160831,20160831,4.02,10.62,1.77
643,3711,日月光投控,日月光投資控股股份有限公司,439.2550237,20180430,20180430,3.09,23.05,2.50
644,3712,永崴投控,永崴投資控股股份有限公司,24.6242146,20181001,20181001,3.60,18.02,1.63
645,3714,富采,富采投資控股股份有限公司,75.294046,20210106,20210106,2.12,-,0.70
646,3715,定穎投控,定穎投資控股股份有限公司,27.7674584,20220825,20220825,2.37,14.76,2.58
647,4104,佳醫,佳醫健康事業股份有限公司,15.561674,19880315,20071231,4.78,19.17,1.68
648,4106,雃博,雃博股份有限公司,10.0911557,19900317,20041108,2.81,20.36,1.23
649,4108,懷特,懷特生技新藥股份有限公司,19.8618879,19981124,20080716,0.00,-,2.05
650,4119,旭富,旭富製藥科技股份有限公司,11.9508634,19870918,20040107,1.38,39.13,2.10
651,4133,亞諾法,亞諾法生技股份有限公司,6.0553594,20020104,20091228,2.12,34.29,1.62
652,4137,麗豐-KY,麗豐股份有限公司,8.249235,20120703,20131127,6.54,18.01,2.38
653,4142,國光生,國光生物科技股份有限公司,42.950775,19651222,20120503,0.00,-,2.27
654,4148,全宇生技-KY,全宇生技控股有限公司,6.4034001,20100326,20170608,2.06,24.37,1.38
655,4155,訊映,訊映光電股份有限公司,14.7003207,20040927,20171205,1.19,180.71,1.54
656,4164,承業醫,承業生醫投資控股股份有限公司,16.6755598,20091127,20121024,3.72,26.20,1.45
657,4190,佐登-KY,佐登妮絲集團股份有限公司,6.0949717,20100621,20151021,1.93,-,1.62
658,4306,炎洲,炎洲股份有限公司,67.9208467,19780307,20080121,4.88,14.24,1.07
659,4414,如興,如興股份有限公司,88.2114949,19771123,20040906,0.00,-,0.71
660,4426,利勤,利勤實業股份有限公司,17.2677198,19970926,20111216,0.00,-,1.09
661,4438,廣越,廣越企業股份有限公司,10.3425455,19951030,20161018,4.58,17.68,1.48
662,4439,冠星-KY,冠星集團控股有限公司,3.82938,20130521,20191205,3.57,13.66,1.28
663,4440,宜新實業,宜新實業股份有限公司,6.7598,20130621,20211025,3.62,27.06,1.47
664,4526,東台,東台精機股份有限公司,25.4826461,19690109,20030915,0.63,-,1.58
665,4532,瑞智,瑞智精密股份有限公司,50.4915105,19891219,20030804,3.28,17.04,1.56
666,4536,拓凱,拓凱實業股份有限公司,9.082,19800711,20131009,4.24,12.31,2.12
667,4540,全球傳動,全球傳動科技股份有限公司,9.5158828,20100709,20180815,0.00,-,0.96
668,4545,銘鈺,銘鈺精密工業股份有限公司,7.7,20010118,20160106,1.72,33.98,2.32
669,4551,智伸科,智伸科技股份有限公司,11.5222498,19870218,20150810,2.25,24.18,1.60
670,4552,力達-KY,力達控股有限公司,11.6,20120511,20160720,3.85,9.01,0.54
671,4555,氣立,台灣氣立股份有限公司,6.996272,19861119,20151027,0.78,-,1.57
672,4557,永新-KY,永新控股股份有限公司,4.197184,20110214,20151012,5.24,12.26,2.20
673,4560,強信-KY,強信機械科技股份有限公司,6.809724,20141031,20170526,2.67,29.07,1.43
674,4562,穎漢,穎漢科技股份有限公司,8.7546,20080124,20170821,0.00,-,4.26
675,4564,元翎,元翎精密工業股份有限公司,20.2788303,19880711,20190307,0.00,-,1.15
676,4566,時碩工業,時碩工業股份有限公司,9.1293763,20081107,20180205,1.47,26.64,2.24
677,4569,六方科-KY,六方科技股份有限公司,3.1,20200120,20230731,4.56,19.32,1.21
678,4571,鈞興-KY,鈞興機電國際股份有限公司,5.3109005,20140430,20190917,2.42,20.41,2.47
679,4572,駐龍,駐龍精密機械股份有限公司,3.9,19900808,20190910,3.13,23.32,3.15
680,4576,大銀微系統,大銀微系統股份有限公司,11.9801848,19970401,20190904,0.13,-,2.37
681,4581,光隆精密-KY,World Known MFG(Cayman)Limited,3.3899,20151119,20200309,5.71,10.82,1.91
682,4583,台灣精銳,台灣精銳科技股份有限公司,8.0171351,19991026,20220509,3.48,21.99,2.44
683,4588,玖鼎電力,玖鼎電力資訊股份有限公司,4.2857,20050615,20240129,2.63,31.15,5.47
684,4720,德淵,德淵企業股份有限公司,10.3980037,19760628,20150624,2.56,17.02,1.61
685,4722,國精化,國精化學股份有限公司,10.0009159,19781125,20120815,2.02,22.05,1.72
686,4736,泰博,泰博科技股份有限公司,9.5374469,19980511,20231222,5.92,15.75,1.73
687,4737,華廣,華廣生技股份有限公司,6.0942394,20030414,20101223,2.87,632.73,2.23
688,4739,康普,康普材料科技股份有限公司,11.9029269,19920616,20170908,1.16,"1,153.33",1.48
689,4746,台耀,台耀化學股份有限公司,12.0255963,19951229,20110301,1.97,220.65,1.63
690,4755,三福化,三福化工股份有限公司,10.0706,20030317,20131127,2.50,30.70,3.23
691,4763,材料-KY,濟南大自然新材料股份有限公司,8.6286058,20140925,20151109,1.39,11.33,6.13
692,4764,雙鍵,雙鍵化工股份有限公司,8.5542062,19940217,20180104,0.00,-,1.70
693,4766,南寶,南寶樹脂化學工廠股份有限公司,12.057078,19631002,20181128,4.39,17.01,3.37
694,4770,上品,上品綜合工業股份有限公司,7.9976,19811019,20211222,2.82,20.79,4.83
695,4771,望隼,望隼科技股份有限公司,5.75117,20120510,20240318,1.11,29.65,5.21
696,4807,日成-KY,日成控股股份有限公司,3.8396032,20141006,20170626,0.00,-,0.90
697,4904,遠傳,遠傳電信股份有限公司,360.5705357,19970411,20050824,3.86,26.70,3.26
698,4906,正文,正文科技股份有限公司,41.2011839,19880629,20030630,4.02,23.90,1.13
699,4912,聯德控股-KY,聯德控股股份有限公司,6.2192775,20090929,20150521,1.35,24.60,2.16
700,4915,致伸,致伸科技股份有限公司,46.2931824,20060320,20121005,4.25,17.35,2.40
701,4916,事欣科,事欣科技股份有限公司,9.8378905,20011227,20131121,1.32,54.11,1.43
702,4919,新唐,新唐科技股份有限公司,41.9765268,20080409,20100927,2.34,24.90,3.39
703,4927,泰鼎-KY,泰鼎國際股份有限公司,18.9937988,20091028,20150908,0.00,-,1.14
704,4930,燦星網,燦星網通股份有限公司,8.0,20091111,20100621,6.90,8.78,0.84
705,4934,太極,太極能源科技股份有限公司,22.5,20070514,20110816,0.00,-,2.64
706,4935,茂林-KY,茂林光電科技(開曼)股份有限公司,12.8864091,20000728,20110728,2.31,14.95,1.00
707,4938,和碩,和碩聯合科技股份有限公司,266.3979353,20070627,20100624,3.83,17.45,1.47
708,4942,嘉彰,嘉彰股份有限公司,14.2367613,19850909,20110627,4.87,10.29,0.78
709,4943,康控-KY,開曼康而富控股股份有限公司,11.5782353,20090901,20161111,0.00,-,6.62
710,4949,有成精密,有成精密股份有限公司,6.6505043,20031105,20240509,7.51,9.98,1.36
711,4952,凌通,凌通科技股份有限公司,10.8815816,20040330,20111101,2.03,35.30,3.18
712,4956,光鋐,光鋐科技股份有限公司,10.0408236,20060612,20111024,0.00,-,1.65
713,4958,臻鼎-KY,臻鼎科技控股股份有限公司,94.7049161,20060605,20111226,2.53,18.37,1.25
714,4960,誠美材,誠美材料科技股份有限公司,57.2184906,20050517,20111024,0.00,-,0.87
715,4961,天鈺,天鈺科技股份有限公司,12.1254453,19950704,20181017,3.92,15.54,1.86
716,4967,十銓,十銓科技股份有限公司,7.1548687,19970409,20190114,1.35,18.52,3.99
717,4968,立積,立積電子股份有限公司,9.0675124,20040107,20151113,0.00,-,9.21
718,4976,佳凌,佳凌科技股份有限公司,14.069,20021226,20121120,0.00,-,2.74
719,4977,眾達-KY,眾達科技股份有限公司,8.0189841,20071016,20131120,2.61,44.32,1.78
720,4989,榮科,李長榮科技股份有限公司,13.77765,19970116,20180628,0.00,-,1.56
721,4994,傳奇,傳奇網路遊戲股份有限公司,6.63834,20020109,20131225,3.15,33.96,6.45
722,4999,鑫禾,鑫禾科技股份有限公司,7.44172,20020118,20130603,2.82,32.27,0.78
723,5007,三星,三星科技股份有限公司,29.4940154,19650702,20110916,5.29,15.84,2.62
724,5203,訊連,訊連科技股份有限公司,7.89418,19900808,20040927,2.62,31.66,1.82
725,5215,科嘉-KY,科嘉(開曼)股份有限公司,6.43375,20090817,20111226,2.91,16.19,0.98
726,5222,全訊,全訊科技股份有限公司,7.456066,19980617,20211025,2.46,26.25,5.82
727,5225,東科-KY,東科控股股份有限公司,7.5207133,20110201,20121105,5.79,13.06,3.09
728,5234,達興材料,達興材料股份有限公司,10.2715911,20060712,20120716,2.78,28.10,5.36
729,5243,乙盛-KY,乙盛精密工業股份有限公司,16.8528915,20080617,20131125,2.43,20.72,1.41
730,5244,弘凱,弘凱光電股份有限公司,6.794408,20050824,20220119,2.58,18.60,1.84
731,5258,虹堡,虹堡科技股份有限公司,10.4843795,19930420,20161230,1.30,15.76,3.49
732,5269,祥碩,祥碩科技股份有限公司,6.9362385,20040324,20121212,0.89,57.03,8.10
733,5283,禾聯碩,禾聯碩股份有限公司,7.3000425,20020506,20190524,7.44,16.82,2.03
734,5284,jpp-KY,經寶精密控股股份有限公司,4.792886,20120517,20170309,3.79,29.01,2.82
735,5285,界霖,界霖科技股份有限公司,10.2040926,20001018,20140225,2.91,31.85,2.56
736,5288,豐祥-KY,開曼商豐祥控股股份有限公司,6.6682393,20110718,20140925,3.80,12.96,2.75
737,5292,華懋,華懋科技股份有限公司,3.48,19890921,20231121,3.16,18.55,4.36
738,5306,桂盟,桂盟國際股份有限公司,12.6000772,19890420,20220308,2.52,27.18,2.24
739,5388,中磊,中磊電子股份有限公司,29.5930542,19920729,20071203,4.24,13.59,2.45
740,5434,崇越,崇越科技股份有限公司,18.8700067,19900217,20030825,3.64,18.08,3.64
741,5469,瀚宇博,瀚宇博德股份有限公司,52.8441352,19890322,20030825,2.88,11.34,0.93
742,5471,松翰,松翰科技股份有限公司,16.7877062,19960713,20030825,2.33,38.36,2.37
743,5484,慧友,慧友電子股份有限公司,6.6801,19950718,20030825,0.00,-,8.57
744,5515,建國,建國工程股份有限公司,25.2000105,19601121,20031006,4.31,12.28,1.13
745,5519,隆大,隆大營建事業股份有限公司,21.919718,19820430,20140210,4.86,9.77,1.91
746,5521,工信,工信工程股份有限公司,49.2280155,19470201,20121218,0.00,124.50,1.15
747,5522,遠雄,遠雄建設事業股份有限公司,78.1596241,19780809,20070806,4.35,20.59,1.43
748,5525,順天,順天建設股份有限公司,28.0466742,19871128,20041126,4.87,15.46,1.97
749,5531,鄉林,鄉林建設事業股份有限公司,107.7589245,19900529,20050131,0.00,-,1.06
750,5533,皇鼎,皇鼎建設開發股份有限公司,28.5244944,19910420,20080430,5.10,11.95,0.72
751,5534,長虹,長虹建設股份有限公司,29.032596,19751204,20040524,5.02,17.86,1.59
752,5538,東明-KY,開曼東明控股股份有限公司,20.1203333,20091130,20131216,3.13,27.83,0.95
753,5546,永固-KY,永固集團股份有限公司,8.2353402,20160527,20200520,6.24,-,1.13
754,5607,遠雄港,遠雄自貿港投資控股股份有限公司,33.637701,19910624,20041202,2.91,23.93,1.94
755,5608,四維航,四維航業股份有限公司,38.9271614,19850311,20030825,0.00,-,0.84
756,5706,鳳凰,鳳凰國際旅行社股份有限公司,7.3766948,19570430,20111021,3.93,21.19,3.66
757,5871,中租-KY,中租控股股份有限公司,176.4572436,20091224,20111213,4.36,11.30,1.68
758,5876,上海商銀,上海商業儲蓄銀行股份有限公司,486.160314,19540909,20181019,3.91,15.15,1.16
759,5880,合庫金,合作金庫金融控股股份有限公司,1470.9382218,20111201,20111201,3.85,21.67,1.55
760,5906,台南-KY,台南生活(開曼)股份有限公司,3.3372,19990208,20111024,3.05,27.41,3.18
761,5907,大洋-KY,Grand Ocean RetailGroupLimited,19.5531,20060823,20120606,0.00,-,0.37
762,6005,群益證,群益金鼎證券股份有限公司,217.0908097,19880621,20051121,5.30,12.43,1.31
763,6024,群益期,群益期貨股份有限公司,21.0437584,19970226,20171016,5.88,11.89,1.64
764,6108,競國,競國實業股份有限公司,15.9899311,19811208,20081230,2.46,27.50,0.89
765,6112,邁達特,邁達特數位股份有限公司,18.8357336,19980416,20030804,4.20,21.91,2.95
766,6115,鎰勝,鎰勝工業股份有限公司,18.7662154,19861125,20040719,5.17,17.85,2.05
767,6116,彩晶,瀚宇彩晶股份有限公司,294.0328851,19980618,20040906,0.00,-,0.70
768,6117,迎廣,迎廣科技股份有限公司,8.865,19851211,20030825,0.00,46.82,8.33
769,6120,達運,達運精密工業股份有限公司,66.5555114,19891013,20060913,0.63,30.98,1.14
770,6128,上福,上福全球科技股份有限公司,12.758874,19780712,20030616,6.60,11.52,1.19
771,6133,金橋,金橋科技股份有限公司,11.7006294,19761126,20030815,0.00,63.54,1.58
772,6136,富爾特,富爾特科技股份有限公司,11.5536412,19920413,20030825,5.05,25.82,0.66
773,6139,亞翔,亞翔工程股份有限公司,23.2540929,19781207,20030825,3.74,15.98,4.30
774,6141,柏承,柏承科技股份有限公司,11.3354005,19900530,20031022,0.00,-,1.21
775,6142,友勁,友勁科技股份有限公司,33.0779215,19910311,20030804,0.00,-,1.13
776,6152,百一,百一電子股份有限公司,16.7738463,19950612,20091208,0.00,-,1.93
777,6153,嘉聯益,嘉聯益科技股份有限公司,59.6177694,19921103,20080121,0.00,-,1.02
778,6155,鈞寶,鈞寶電子工業股份有限公司,8.7639056,19861129,20060818,2.88,31.44,1.67
779,6164,華興,華興電子工業股份有限公司,10.0000239,19770906,20081021,0.00,-,1.50
780,6165,浪凡,浪凡網路科技股份有限公司,7.7752623,19730418,20030804,1.01,46.53,2.25
781,6166,凌華,凌華科技股份有限公司,21.7497257,19950829,20041108,1.22,105.00,3.43
782,6168,宏齊,宏齊科技股份有限公司,20.6069801,19950321,20030825,2.12,46.27,1.59
783,6176,瑞儀,瑞儀光電股份有限公司,46.5027263,19950724,20070515,5.28,13.58,2.39
784,6177,達麗,達麗建設事業股份有限公司,40.7740255,19771004,20130801,5.90,12.62,2.67
785,6183,關貿,關貿網路股份有限公司,15.0,19960806,20111201,3.67,23.44,4.14
786,6184,大豐電,大豐有線電視股份有限公司,15.8230657,19960311,20050215,5.59,15.30,1.88
787,6189,豐藝,豐藝電子股份有限公司,21.2431422,19860526,20040524,3.68,17.59,3.39
788,6191,精成科,精成科技股份有限公司,47.4303,19730223,20071019,4.44,11.19,1.60
789,6192,巨路,巨路國際股份有限公司,9.615577,19750816,20040927,3.98,13.93,1.92
790,6196,帆宣,帆宣系統科技股份有限公司,20.1315437,19881227,20040524,3.54,15.55,2.91
791,6197,佳必琪,佳必琪國際股份有限公司,12.2085882,19920507,20041108,2.18,30.59,7.37
792,6201,亞弘電,亞弘電科技股份有限公司,8.92,19811125,20040927,6.12,13.82,2.29
793,6202,盛群,盛群半導體股份有限公司,22.61682,19981001,20040927,0.75,461.54,3.58
794,6205,詮欣,詮欣股份有限公司,8.2235907,19860424,20080121,2.07,46.84,2.40
795,6206,飛捷,飛捷科技股份有限公司,14.3062324,19840813,20040803,4.22,20.13,2.76
796,6209,今國光,今國光學工業股份有限公司,17.4328781,19800619,20041108,1.59,-,1.78
797,6213,聯茂,聯茂電子股份有限公司,36.2957218,19970410,20080121,1.29,55.77,2.12
798,6214,精誠,精誠資訊股份有限公司,27.2303304,19970107,20101230,4.18,18.44,2.06
799,6215,和椿,和椿科技股份有限公司,8.2789693,19801118,20071231,1.69,60.31,3.43
800,6216,居易,居易科技股份有限公司,9.2848137,19971014,20040927,3.53,24.31,2.51
801,6224,聚鼎,聚鼎科技股份有限公司,8.5645361,19971218,20090917,2.85,35.30,1.77
802,6225,天瀚,天瀚科技股份有限公司,2.78,19971027,20040927,0.00,41.79,4.70
803,6226,光鼎,光鼎電子股份有限公司,11.6619789,19870923,20081110,0.00,-,1.14
804,6230,尼得科超眾,尼得科超眾科技股份有限公司,8.6343396,19731214,20100916,0.32,51.64,4.84
805,6235,華孚,華孚科技股份有限公司,19.3502596,19540123,20040823,1.82,22.19,4.47
806,6239,力成,力成科技股份有限公司,75.9146634,19970515,20041108,3.72,16.31,2.47
807,6243,迅杰,迅杰科技股份有限公司,4.5268841,19980520,20091217,2.06,35.27,3.11
808,6257,矽格,矽格股份有限公司,45.9273986,19881215,20030825,3.39,15.80,2.07
809,6269,台郡,台郡科技股份有限公司,32.2500981,19971219,20030923,5.51,14.75,1.21
810,6271,同欣電,同欣電子工業股份有限公司,20.9058024,19740811,20071116,1.60,27.42,1.29
811,6277,宏正,宏正自動科技股份有限公司,11.9471166,19790706,20031030,5.17,20.49,2.17
812,6278,台表科,台灣表面黏著科技股份有限公司,29.2398353,19900324,20100824,4.17,12.08,1.75
813,6281,全國電,全國電子股份有限公司,9.9172945,19860111,20051208,5.33,17.21,3.32
814,6282,康舒,康舒科技股份有限公司,86.1860125,19810729,20030908,1.29,-,1.46
815,6283,淳安,淳安電子股份有限公司,14.7906343,19960112,20080121,0.00,-,2.68
816,6285,啟碁,啟碁科技股份有限公司,48.5253419,19961207,20030922,3.73,19.63,2.41
817,6288,聯嘉,聯嘉光電股份有限公司,20.9483375,19950613,20180509,0.66,112.22,2.01
818,6405,悅城,悅城科技股份有限公司,6.58,20040713,20131128,0.38,-,0.71
819,6409,旭隼,旭隼科技股份有限公司,8.7730567,20080501,20140331,1.95,47.03,17.84
820,6412,群電,群光電能科技股份有限公司,40.0769126,20081224,20131108,4.40,16.04,4.44
821,6414,樺漢,樺漢科技股份有限公司,13.7027048,19990712,20140328,3.40,19.16,2.04
822,6415,矽力*-KY,矽力杰股份有限公司,9.6240823,20080207,20131212,0.42,292.41,5.60
823,6416,瑞祺電通,瑞祺電通股份有限公司,7.334846,20070419,20180416,2.01,34.75,3.12
824,6423,億而得-創,億而得微電子股份有限公司,2.9426,20010904,20240515,1.03,81.34,8.61
825,6426,統新,統新光訊股份有限公司,3.8509,20030801,20210324,0.75,-,2.38
826,6431,光麗-KY,光麗生技控股股份有限公司,7.2398835,20120704,20141204,0.00,-,2.08
827,6438,迅得,迅得機械股份有限公司,7.5281711,19991028,20210119,4.55,14.60,2.20
828,6442,光聖,光紅建聖股份有限公司,7.56,19960904,20150714,0.62,89.73,9.23
829,6443,元晶,元晶太陽能科技股份有限公司,53.8691466,20100624,20151001,1.38,39.66,1.94
830,6446,藥華藥,藥華醫藥股份有限公司,34.0906891,20000509,20240125,0.00,421.05,7.61
831,6449,鈺邦,鈺邦科技股份有限公司,8.8953514,20051223,20141209,1.42,32.57,4.52
832,6451,訊芯-KY,訊芯科技控股股份有限公司,10.74648,20080108,20150126,0.89,99.64,4.41
833,6456,GIS-KY,GIS Holding Limited,33.79398,20110104,20150612,0.00,-,0.78
834,6464,台數科,台灣數位光訊科技股份有限公司,12.7613138,20060802,20151216,5.07,14.98,1.34
835,6472,保瑞,保瑞藥業股份有限公司,10.1550128,20070612,20231219,1.45,31.01,9.66
836,6477,安集,安集科技股份有限公司,12.3782468,20070213,20160621,1.83,99.09,1.65
837,6491,晶碩,晶碩光學股份有限公司,7.8,20090826,20191007,2.09,20.44,3.87
838,6504,南六,南六企業股份有限公司,7.26,19781201,20130507,1.48,29.84,1.47
839,6505,台塑化,台塑石化股份有限公司,952.5959652,19920406,20031226,3.09,27.46,1.93
840,6515,穎崴,穎崴科技股份有限公司,3.476912,20010410,20210120,1.05,70.19,10.90
841,6525,捷敏-KY,捷敏股份有限公司,12.9047384,19980417,20160412,5.21,15.41,2.19
842,6526,達發,達發科技股份有限公司,16.7505554,20010814,20231019,0.67,98.14,7.63
843,6531,愛普*,愛普科技股份有限公司,8.1095083,20110804,20160531,1.81,35.79,5.90
844,6533,晶心科,晶心科技股份有限公司,5.0650911,20050314,20170314,0.00,-,4.60
845,6534,正瀚-創,正瀚生技股份有限公司,10.28,20131129,20231221,4.81,17.86,3.32
846,6541,泰福-KY,泰福生技股份有限公司,16.4026867,20130508,20171026,0.00,-,15.07
847,6550,北極星藥業-KY,北極星藥業集團股份有限公司,74.5142092,20060209,20220606,0.00,-,7.58
848,6552,易華電,易華電子股份有限公司,8.3,19731006,20170110,0.53,98.77,1.77
849,6558,興能高,興能高科技股份有限公司,9.3750875,19970310,20181205,0.00,"2,705.00",1.69
850,6573,虹揚-KY,虹揚發展科技股份有限公司,8.0499345,20091211,20170926,0.00,-,1.78
851,6579,研揚,研揚科技股份有限公司,16.089083,20101201,20170821,3.67,26.14,2.70
852,6581,鋼聯,台灣鋼聯股份有限公司,11.1270887,19950524,20180130,4.06,21.46,3.13
853,6582,申豐,申豐特用應材股份有限公司,10.6174141,19790717,20170614,0.00,-,1.11
854,6585,鼎基,鼎基先進材料股份有限公司,7.0271494,19810306,20220520,1.96,25.13,4.24
855,6591,動力-KY,動力科技股份有限公司,3.7651512,20131128,20171228,4.43,17.95,1.27
856,6592,和潤企業,和潤企業股份有限公司,66.6500448,19990525,20191209,3.56,20.64,2.14
857,6598,ABC-KY,Applied BioCode Corporation,8.1777561,20160415,20200609,0.00,-,4.05
858,6605,帝寶,帝寶工業股份有限公司,16.5816397,19800425,20040317,2.73,14.09,2.21
