資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20211217,00739,4,148,1967025,4.98
20211217,00739,5,96,1808890,4.58
20211217,00739,6,95,2493033,6.31
20211217,00739,7,44,1589817,4.02
20211217,00739,8,44,2102901,5.32
20211217,00739,9,51,3744942,9.48
20211217,00739,10,22,3195985,8.09
20211217,00739,11,9,2541935,6.43
20211217,00739,12,3,1456500,3.68
20211217,00739,13,0,0,0.00
20211217,00739,14,3,2748000,6.95
20211217,00739,15,3,7530543,19.07
20211217,00739,16,0,0,0.00
20211217,00739,17,3368,39488000,100.00
20211217,00740B,1,263,95571,0.01
20211217,00740B,2,338,694742,0.09
20211217,00740B,3,53,391513,0.05
20211217,00740B,4,13,162463,0.02
20211217,00740B,5,7,130711,0.01
20211217,00740B,6,7,169000,0.02
20211217,00740B,7,4,144000,0.01
20211217,00740B,8,2,93000,0.01
20211217,00740B,9,1,71000,0.00
20211217,00740B,10,5,645000,0.08
20211217,00740B,11,1,276000,0.03
20211217,00740B,12,1,598000,0.08
20211217,00740B,13,0,0,0.00
20211217,00740B,14,0,0,0.00
20211217,00740B,15,10,738000000,99.53
20211217,00740B,16,0,0,0.00
20211217,00740B,17,705,741471000,100.00
20211217,00741B,1,323,111233,1.15
20211217,00741B,2,464,967477,10.04
20211217,00741B,3,74,572947,5.95
20211217,00741B,4,15,193936,2.01
20211217,00741B,5,5,94000,0.97
20211217,00741B,6,9,233000,2.42
20211217,00741B,7,0,0,0.00
20211217,00741B,8,1,50000,0.51
20211217,00741B,9,5,314407,3.26
20211217,00741B,10,1,103000,1.06
20211217,00741B,11,2,507000,5.26
20211217,00741B,12,0,0,0.00
20211217,00741B,13,0,0,0.00
20211217,00741B,14,0,0,0.00
20211217,00741B,15,2,6481000,67.31
20211217,00741B,16,0,0,0.00
20211217,00741B,17,901,9628000,100.00
20211217,00742,1,244,76607,0.35
20211217,00742,2,485,857406,3.96
20211217,00742,3,47,379253,1.75
20211217,00742,4,16,192987,0.89
20211217,00742,5,6,110000,0.50
20211217,00742,6,3,69000,0.31
20211217,00742,7,1,35000,0.16
20211217,00742,8,1,46000,0.21
20211217,00742,9,0,0,0.00
20211217,00742,10,1,103000,0.47
20211217,00742,11,1,230000,1.06
20211217,00742,12,2,1000000,4.62
20211217,00742,13,0,0,0.00
20211217,00742,14,0,0,0.00
20211217,00742,15,3,18510747,85.65
20211217,00742,16,0,0,0.00
20211217,00742,17,810,21610000,100.00
20211217,00743,1,167,59197,1.22
20211217,00743,2,300,642297,13.25
20211217,00743,3,49,401797,8.28
20211217,00743,4,14,185379,3.82
20211217,00743,5,9,174000,3.58
20211217,00743,6,8,218000,4.49
20211217,00743,7,3,105000,2.16
20211217,00743,8,4,189000,3.89
20211217,00743,9,1,56000,1.15
20211217,00743,10,3,459330,9.47
20211217,00743,11,1,357000,7.36
20211217,00743,12,0,0,0.00
20211217,00743,13,0,0,0.00
20211217,00743,14,0,0,0.00
20211217,00743,15,1,2000000,41.26
20211217,00743,16,0,0,0.00
20211217,00743,17,560,4847000,100.00
20211217,00744B,1,0,0,0.00
20211217,00744B,2,48,122000,0.01
20211217,00744B,3,13,112000,0.01
20211217,00744B,4,4,56000,0.00
20211217,00744B,5,2,32000,0.00
20211217,00744B,6,6,160000,0.02
20211217,00744B,7,2,71000,0.00
20211217,00744B,8,1,42000,0.00
20211217,00744B,9,2,130000,0.01
20211217,00744B,10,1,140000,0.01
20211217,00744B,11,0,0,0.00
20211217,00744B,12,2,898000,0.12
20211217,00744B,13,0,0,0.00
20211217,00744B,14,0,0,0.00
20211217,00744B,15,8,728465000,99.75
20211217,00744B,16,0,0,0.00
20211217,00744B,17,89,730228000,100.00
20211217,00745B,1,30,8905,0.22
20211217,00745B,2,4,4318,0.10
20211217,00745B,3,1,5156,0.12
20211217,00745B,4,0,0,0.00
20211217,00745B,5,0,0,0.00
20211217,00745B,6,0,0,0.00
20211217,00745B,7,0,0,0.00
20211217,00745B,8,0,0,0.00
20211217,00745B,9,1,79000,1.96
20211217,00745B,10,2,301621,7.51
20211217,00745B,11,5,1367000,34.03
20211217,00745B,12,0,0,0.00
20211217,00745B,13,1,750000,18.67
20211217,00745B,14,0,0,0.00
20211217,00745B,15,1,1500000,37.35
20211217,00745B,16,0,0,0.00
20211217,00745B,17,45,4016000,100.00
20211217,00746B,1,272,104651,0.01
20211217,00746B,2,274,550792,0.06
20211217,00746B,3,47,342701,0.03
20211217,00746B,4,12,141884,0.01
20211217,00746B,5,3,54986,0.00
20211217,00746B,6,4,102000,0.01
20211217,00746B,7,2,66852,0.00
20211217,00746B,8,0,0,0.00
20211217,00746B,9,3,238496,0.02
20211217,00746B,10,4,524988,0.05
20211217,00746B,11,0,0,0.00
20211217,00746B,12,1,599000,0.06
20211217,00746B,13,1,652000,0.07
20211217,00746B,14,0,0,0.00
20211217,00746B,15,12,886085650,99.62
20211217,00746B,16,0,0,0.00
20211217,00746B,17,635,889464000,100.00
20211217,00747B,1,11,2205,0.00
20211217,00747B,2,29,51508,0.00
20211217,00747B,3,4,27000,0.00
20211217,00747B,4,3,42000,0.00
20211217,00747B,5,2,40000,0.00
20211217,00747B,6,4,111000,0.01
20211217,00747B,7,1,40000,0.00
20211217,00747B,8,1,45000,0.00
20211217,00747B,9,1,87000,0.01
20211217,00747B,10,0,0,0.00
20211217,00747B,11,2,554287,0.08
20211217,00747B,12,0,0,0.00
20211217,00747B,13,0,0,0.00
20211217,00747B,14,0,0,0.00
20211217,00747B,15,7,685000000,99.85
20211217,00747B,16,0,0,0.00
20211217,00747B,17,65,686000000,100.00
20211217,00748B,1,0,0,0.00
20211217,00748B,2,13,37000,0.00
20211217,00748B,3,1,10000,0.00
20211217,00748B,4,1,14000,0.00
20211217,00748B,5,1,20000,0.00
20211217,00748B,6,2,52000,0.00
20211217,00748B,7,0,0,0.00
20211217,00748B,8,0,0,0.00
20211217,00748B,9,0,0,0.00
20211217,00748B,10,2,350000,0.05
20211217,00748B,11,2,516000,0.08
20211217,00748B,12,0,0,0.00
20211217,00748B,13,0,0,0.00
20211217,00748B,14,0,0,0.00
20211217,00748B,15,7,597001000,99.83
20211217,00748B,16,0,0,0.00
20211217,00748B,17,29,598000000,100.00
20211217,00749B,1,0,0,0.00
20211217,00749B,2,26,56000,0.00
20211217,00749B,3,4,31000,0.00
20211217,00749B,4,0,0,0.00
20211217,00749B,5,0,0,0.00
20211217,00749B,6,2,44000,0.00
20211217,00749B,7,0,0,0.00
20211217,00749B,8,0,0,0.00
20211217,00749B,9,1,97000,0.01
20211217,00749B,10,1,110000,0.01
20211217,00749B,11,1,362000,0.03
20211217,00749B,12,1,500000,0.05
20211217,00749B,13,0,0,0.00
20211217,00749B,14,1,1000000,0.10
20211217,00749B,15,9,922300000,99.76
20211217,00749B,16,0,0,0.00
20211217,00749B,17,46,924500000,100.00
20211217,00750B,1,0,0,0.00
20211217,00750B,2,9,9000,0.01
20211217,00750B,3,0,0,0.00
20211217,00750B,4,0,0,0.00
20211217,00750B,5,0,0,0.00
20211217,00750B,6,0,0,0.00
20211217,00750B,7,1,40000,0.05
20211217,00750B,8,2,88000,0.11
20211217,00750B,9,0,0,0.00
20211217,00750B,10,0,0,0.00
20211217,00750B,11,1,363000,0.47
20211217,00750B,12,0,0,0.00
20211217,00750B,13,0,0,0.00
20211217,00750B,14,1,1000000,1.30
20211217,00750B,15,3,75000000,98.03
20211217,00750B,16,0,0,0.00
20211217,00750B,17,17,76500000,100.00
20211217,00751B,1,360,108551,0.00
20211217,00751B,2,1807,4082813,0.32
20211217,00751B,3,399,3112869,0.24
20211217,00751B,4,171,2202744,0.17
20211217,00751B,5,87,1597683,0.12
20211217,00751B,6,103,2610333,0.20
20211217,00751B,7,36,1278790,0.10
20211217,00751B,8,31,1389000,0.10
20211217,00751B,9,34,2334203,0.18
20211217,00751B,10,10,1585000,0.12
20211217,00751B,11,5,1293374,0.10
20211217,00751B,12,4,2202640,0.17
20211217,00751B,13,0,0,0.00
20211217,00751B,14,0,0,0.00
20211217,00751B,15,14,1246305000,98.12
20211217,00751B,16,0,0,0.00
20211217,00751B,17,3061,1270103000,100.00
20211217,00752,1,1972,697901,0.34
20211217,00752,2,13438,32209593,15.88
20211217,00752,3,3795,29704038,14.65
20211217,00752,4,1568,20085647,9.90
20211217,00752,5,936,16941764,8.35
20211217,00752,6,953,24170048,11.92
20211217,00752,7,402,14322435,7.06
20211217,00752,8,218,9998147,4.93
20211217,00752,9,371,25388535,12.52
20211217,00752,10,102,13965826,6.88
20211217,00752,11,17,5136553,2.53
20211217,00752,12,4,2136000,1.05
20211217,00752,13,3,1995203,0.98
20211217,00752,14,1,879000,0.43
20211217,00752,15,3,5085310,2.50
20211217,00752,16,0,0,0.00
20211217,00752,17,23783,202716000,100.00
20211217,00753L,1,52,12845,0.03
20211217,00753L,2,971,2447893,6.67
20211217,00753L,3,416,3324279,9.06
20211217,00753L,4,179,2320300,6.32
20211217,00753L,5,127,2327200,6.34
20211217,00753L,6,140,3578100,9.76
20211217,00753L,7,63,2284500,6.23
20211217,00753L,8,47,2190127,5.97
20211217,00753L,9,75,5411490,14.76
20211217,00753L,10,41,5860824,15.98
20211217,00753L,11,14,3846450,10.49
20211217,00753L,12,1,497000,1.35
20211217,00753L,13,1,728992,1.98
20211217,00753L,14,2,1827000,4.98
20211217,00753L,15,0,0,0.00
20211217,00753L,16,0,0,0.00
20211217,00753L,17,2129,36657000,100.00
20211217,00754B,1,60,12636,0.00
20211217,00754B,2,82,175490,0.11
20211217,00754B,3,6,42952,0.02
20211217,00754B,4,6,84000,0.05
20211217,00754B,5,3,52922,0.03
20211217,00754B,6,5,127000,0.08
20211217,00754B,7,0,0,0.00
20211217,00754B,8,0,0,0.00
20211217,00754B,9,1,71000,0.04
20211217,00754B,10,1,198000,0.12
20211217,00754B,11,0,0,0.00
20211217,00754B,12,1,539000,0.35
20211217,00754B,13,0,0,0.00
20211217,00754B,14,1,1000000,0.65
20211217,00754B,15,4,150097000,98.48
20211217,00754B,16,0,0,0.00
20211217,00754B,17,170,152400000,100.00
20211217,00755B,1,145,25895,0.02
20211217,00755B,2,792,1320167,1.06
20211217,00755B,3,28,224000,0.18
20211217,00755B,4,10,123000,0.09
20211217,00755B,5,10,189000,0.15
20211217,00755B,6,5,124938,0.10
20211217,00755B,7,0,0,0.00
20211217,00755B,8,2,99000,0.07
20211217,00755B,9,1,74000,0.05
20211217,00755B,10,0,0,0.00
20211217,00755B,11,1,315000,0.25
20211217,00755B,12,0,0,0.00
20211217,00755B,13,0,0,0.00
20211217,00755B,14,1,923000,0.74
20211217,00755B,15,3,120812000,97.24
20211217,00755B,16,0,0,0.00
20211217,00755B,17,998,124230000,100.00
20211217,00756B,1,285,96473,0.00
20211217,00756B,2,223,452756,0.04
20211217,00756B,3,29,215687,0.02
20211217,00756B,4,8,101000,0.01
20211217,00756B,5,4,70600,0.00
20211217,00756B,6,7,176000,0.01
20211217,00756B,7,2,70000,0.00
20211217,00756B,8,2,91588,0.00
20211217,00756B,9,1,100000,0.01
20211217,00756B,10,1,156896,0.01
20211217,00756B,11,0,0,0.00
20211217,00756B,12,1,527000,0.05
20211217,00756B,13,1,640000,0.06
20211217,00756B,14,0,0,0.00
20211217,00756B,15,9,964102000,99.72
20211217,00756B,16,0,0,0.00
20211217,00756B,17,573,966800000,100.00
20211217,00757,1,6841,1499366,1.12
20211217,00757,2,8717,17059627,12.77
20211217,00757,3,1233,9429084,7.06
20211217,00757,4,421,5353011,4.00
20211217,00757,5,279,5103201,3.82
20211217,00757,6,321,8133432,6.09
20211217,00757,7,168,5994970,4.49
20211217,00757,8,99,4551900,3.40
20211217,00757,9,224,15796198,11.83
20211217,00757,10,126,17502852,13.11
20211217,00757,11,55,15802726,11.83
20211217,00757,12,9,4494217,3.36
20211217,00757,13,3,2079000,1.55
20211217,00757,14,3,2668935,1.99
20211217,00757,15,7,18025481,13.50
20211217,00757,16,0,0,0.00
20211217,00757,17,18506,133494000,100.00
20211217,00758B,1,3,326,0.00
20211217,00758B,2,28,56000,1.01
20211217,00758B,3,5,39000,0.70
20211217,00758B,4,1,13000,0.23
20211217,00758B,5,3,57000,1.03
20211217,00758B,6,0,0,0.00
20211217,00758B,7,0,0,0.00
20211217,00758B,8,0,0,0.00
20211217,00758B,9,0,0,0.00
20211217,00758B,10,1,116000,2.09
20211217,00758B,11,1,243674,4.41
20211217,00758B,12,0,0,0.00
20211217,00758B,13,0,0,0.00
20211217,00758B,14,0,0,0.00
20211217,00758B,15,1,5000000,90.49
20211217,00758B,16,0,0,0.00
20211217,00758B,17,43,5525000,100.00
20211217,00759B,1,3,560,0.00
20211217,00759B,2,15,32000,0.06
20211217,00759B,3,2,16000,0.03
20211217,00759B,4,0,0,0.00
20211217,00759B,5,0,0,0.00
20211217,00759B,6,1,23000,0.04
20211217,00759B,7,0,0,0.00
20211217,00759B,8,1,45000,0.09
20211217,00759B,9,0,0,0.00
20211217,00759B,10,0,0,0.00
20211217,00759B,11,1,208440,0.42
20211217,00759B,12,0,0,0.00
20211217,00759B,13,0,0,0.00
20211217,00759B,14,0,0,0.00
20211217,00759B,15,2,48700000,99.33
20211217,00759B,16,0,0,0.00
20211217,00759B,17,25,49025000,100.00
20211217,00760B,1,6,575,0.00
20211217,00760B,2,54,103000,0.03
20211217,00760B,3,15,120000,0.03
20211217,00760B,4,5,65000,0.02
20211217,00760B,5,4,75000,0.02
20211217,00760B,6,3,71000,0.02
20211217,00760B,7,1,35000,0.01
20211217,00760B,8,0,0,0.00
20211217,00760B,9,1,85425,0.02
20211217,00760B,10,1,190000,0.05
20211217,00760B,11,1,275000,0.08
20211217,00760B,12,1,500000,0.15
20211217,00760B,13,0,0,0.00
20211217,00760B,14,0,0,0.00
20211217,00760B,15,5,319500000,99.52
20211217,00760B,16,0,0,0.00
20211217,00760B,17,97,321020000,100.00
20211217,00761B,1,83,2630,0.00
20211217,00761B,2,192,417371,0.03
20211217,00761B,3,35,284000,0.02
20211217,00761B,4,10,137000,0.01
20211217,00761B,5,3,60000,0.00
20211217,00761B,6,5,131000,0.01
20211217,00761B,7,3,113000,0.00
20211217,00761B,8,2,93000,0.00
20211217,00761B,9,3,202000,0.01
20211217,00761B,10,2,295999,0.02
20211217,00761B,11,1,250000,0.02
20211217,00761B,12,2,1050000,0.08
20211217,00761B,13,0,0,0.00
20211217,00761B,14,1,925000,0.07
20211217,00761B,15,14,1174628000,99.66
20211217,00761B,16,0,0,0.00
20211217,00761B,17,356,1178589000,100.00
20211217,00762,1,1666,368106,0.63
20211217,00762,2,2697,5180066,8.97
20211217,00762,3,297,2409825,4.17
20211217,00762,4,69,901819,1.56
20211217,00762,5,46,871257,1.50
20211217,00762,6,39,1030692,1.78
20211217,00762,7,15,528901,0.91
20211217,00762,8,10,489000,0.84
20211217,00762,9,14,1005000,1.74
20211217,00762,10,7,997000,1.72
20211217,00762,11,3,789842,1.36
20211217,00762,12,3,1500000,2.59
20211217,00762,13,1,643000,1.11
20211217,00762,14,1,898000,1.55
20211217,00762,15,4,40135492,69.50
20211217,00762,16,0,0,0.00
20211217,00762,17,4872,57748000,100.00
20211217,00763U,1,56,7843,0.07
20211217,00763U,2,542,1116587,10.56
20211217,00763U,3,91,742000,7.02
20211217,00763U,4,26,348570,3.29
20211217,00763U,5,13,235000,2.22
20211217,00763U,6,22,549000,5.19
20211217,00763U,7,8,289000,2.73
20211217,00763U,8,2,96000,0.90
20211217,00763U,9,3,282000,2.66
20211217,00763U,10,1,177000,1.67
20211217,00763U,11,3,837000,7.92
20211217,00763U,12,2,901000,8.52
20211217,00763U,13,1,738000,6.98
20211217,00763U,14,0,0,0.00
20211217,00763U,15,3,4246000,40.18
20211217,00763U,16,0,0,0.00
20211217,00763U,17,773,10565000,100.00
20211217,00764B,1,220,37914,0.00
20211217,00764B,2,130,256851,0.06
20211217,00764B,3,14,112127,0.02
20211217,00764B,4,7,86385,0.02
20211217,00764B,5,2,36000,0.00
20211217,00764B,6,6,146089,0.03
20211217,00764B,7,1,40000,0.00
20211217,00764B,8,1,45000,0.01
20211217,00764B,9,0,0,0.00
20211217,00764B,10,1,187634,0.04
20211217,00764B,11,0,0,0.00
20211217,00764B,12,0,0,0.00
20211217,00764B,13,0,0,0.00
20211217,00764B,14,0,0,0.00
20211217,00764B,15,5,400052000,99.76
20211217,00764B,16,0,0,0.00
20211217,00764B,17,387,401000000,100.00
20211217,00765B,1,13,2455,0.08
20211217,00765B,2,27,51403,1.71
20211217,00765B,3,1,10000,0.33
20211217,00765B,4,0,0,0.00
20211217,00765B,5,1,20000,0.66
20211217,00765B,6,0,0,0.00
20211217,00765B,7,0,0,0.00
20211217,00765B,8,0,0,0.00
20211217,00765B,9,0,0,0.00
20211217,00765B,10,0,0,0.00
20211217,00765B,11,0,0,0.00
20211217,00765B,12,0,0,0.00
20211217,00765B,13,1,773000,25.76
20211217,00765B,14,0,0,0.00
20211217,00765B,15,1,2143142,71.43
20211217,00765B,16,0,0,0.00
20211217,00765B,17,44,3000000,100.00
20211217,00768B,1,556,86555,0.04
20211217,00768B,2,14,23439,0.01
20211217,00768B,3,2,18000,0.00
20211217,00768B,4,1,13000,0.00
20211217,00768B,5,0,0,0.00
20211217,00768B,6,0,0,0.00
20211217,00768B,7,0,0,0.00
20211217,00768B,8,0,0,0.00
20211217,00768B,9,0,0,0.00
20211217,00768B,10,0,0,0.00
20211217,00768B,11,1,291006,0.13
20211217,00768B,12,1,505000,0.23
20211217,00768B,13,0,0,0.00
20211217,00768B,14,0,0,0.00
20211217,00768B,15,3,212163000,99.56
20211217,00768B,16,0,0,0.00
20211217,00768B,17,578,213100000,100.00
20211217,00770,1,319,79965,2.02
20211217,00770,2,390,750984,18.97
20211217,00770,3,30,231648,5.85
20211217,00770,4,3,43000,1.08
20211217,00770,5,4,70000,1.76
20211217,00770,6,4,97000,2.45
20211217,00770,7,5,169388,4.27
20211217,00770,8,1,50000,1.26
20211217,00770,9,3,205000,5.17
20211217,00770,10,0,0,0.00
20211217,00770,11,2,500000,12.63
20211217,00770,12,2,1060015,26.78
20211217,00770,13,1,701000,17.71
20211217,00770,14,0,0,0.00
20211217,00770,15,0,0,0.00
20211217,00770,16,0,0,0.00
20211217,00770,17,764,3958000,100.00
20211217,00771,1,533,157795,0.37
20211217,00771,2,1317,2834347,6.71
20211217,00771,3,237,1949870,4.61
20211217,00771,4,68,869666,2.05
20211217,00771,5,54,996667,2.36
20211217,00771,6,53,1366111,3.23
20211217,00771,7,25,874691,2.07
20211217,00771,8,26,1241000,2.93
20211217,00771,9,29,2151030,5.09
20211217,00771,10,2,254000,0.60
20211217,00771,11,4,1113000,2.63
20211217,00771,12,2,990139,2.34
20211217,00771,13,0,0,0.00
20211217,00771,14,0,0,0.00
20211217,00771,15,7,27426684,64.95
20211217,00771,16,0,0,0.00
20211217,00771,17,2357,42225000,100.00
20211217,00772B,1,618,141386,0.01
20211217,00772B,2,1474,3110470,0.25
20211217,00772B,3,295,2351221,0.19
20211217,00772B,4,107,1383205,0.11
20211217,00772B,5,86,1576247,0.12
20211217,00772B,6,77,1945671,0.15
20211217,00772B,7,24,888500,0.07
20211217,00772B,8,24,1104672,0.08
20211217,00772B,9,24,1831258,0.14
20211217,00772B,10,6,832589,0.06
20211217,00772B,11,3,681781,0.05
20211217,00772B,12,2,992000,0.08
20211217,00772B,13,0,0,0.00
20211217,00772B,14,3,2951000,0.23
20211217,00772B,15,10,1217500000,98.40
20211217,00772B,16,0,0,0.00
20211217,00772B,17,2753,1237290000,100.00
20211217,00773B,1,144,28249,0.00
20211217,00773B,2,457,916394,0.07
20211217,00773B,3,71,575202,0.04
20211217,00773B,4,35,454265,0.03
20211217,00773B,5,14,253000,0.02
20211217,00773B,6,16,404000,0.03
20211217,00773B,7,3,105000,0.00
20211217,00773B,8,5,234990,0.01
20211217,00773B,9,5,325900,0.02
20211217,00773B,10,2,323000,0.02
20211217,00773B,11,3,725000,0.05
20211217,00773B,12,0,0,0.00
20211217,00773B,13,0,0,0.00
20211217,00773B,14,1,887000,0.07
20211217,00773B,15,8,1241058000,99.58
20211217,00773B,16,0,0,0.00
20211217,00773B,17,764,1246290000,100.00
20211217,00774B,1,37,5996,0.00
20211217,00774B,2,11,25004,0.00
20211217,00774B,3,1,10000,0.00
20211217,00774B,4,1,14000,0.00
20211217,00774B,5,0,0,0.00
20211217,00774B,6,0,0,0.00
20211217,00774B,7,0,0,0.00
20211217,00774B,8,0,0,0.00
20211217,00774B,9,0,0,0.00
20211217,00774B,10,1,195000,0.05
20211217,00774B,11,0,0,0.00
20211217,00774B,12,0,0,0.00
20211217,00774B,13,0,0,0.00
20211217,00774B,14,0,0,0.00
20211217,00774B,15,4,379250000,99.93
20211217,00774B,16,0,0,0.00
20211217,00774B,17,55,379500000,100.00
20211217,00774C,1,0,0,0.00
20211217,00774C,2,2,5000,0.08
20211217,00774C,3,0,0,0.00
20211217,00774C,4,0,0,0.00
20211217,00774C,5,0,0,0.00
20211217,00774C,6,0,0,0.00
20211217,00774C,7,0,0,0.00
20211217,00774C,8,0,0,0.00
20211217,00774C,9,1,95000,1.62
20211217,00774C,10,0,0,0.00
20211217,00774C,11,0,0,0.00
20211217,00774C,12,0,0,0.00
20211217,00774C,13,0,0,0.00
20211217,00774C,14,0,0,0.00
20211217,00774C,15,1,5750000,98.29
20211217,00774C,16,0,0,0.00
20211217,00774C,17,4,5850000,100.00
20211217,00775B,1,66,16822,0.03
20211217,00775B,2,17,32922,0.06
20211217,00775B,3,1,6256,0.01
20211217,00775B,4,1,12000,0.02
20211217,00775B,5,0,0,0.00
20211217,00775B,6,0,0,0.00
20211217,00775B,7,1,32000,0.06
20211217,00775B,8,0,0,0.00
20211217,00775B,9,0,0,0.00
20211217,00775B,10,0,0,0.00
20211217,00775B,11,0,0,0.00
20211217,00775B,12,0,0,0.00
20211217,00775B,13,0,0,0.00
20211217,00775B,14,0,0,0.00
20211217,00775B,15,3,52500000,99.80
20211217,00775B,16,0,0,0.00
20211217,00775B,17,89,52600000,100.00
20211217,00777B,1,0,0,0.00
20211217,00777B,2,25,42000,0.00
20211217,00777B,3,3,25000,0.00
20211217,00777B,4,2,26000,0.00
20211217,00777B,5,1,16000,0.00
20211217,00777B,6,2,43000,0.00
20211217,00777B,7,0,0,0.00
20211217,00777B,8,0,0,0.00
20211217,00777B,9,1,62000,0.00
20211217,00777B,10,0,0,0.00
20211217,00777B,11,0,0,0.00
20211217,00777B,12,1,436000,0.05
20211217,00777B,13,0,0,0.00
20211217,00777B,14,0,0,0.00
20211217,00777B,15,6,860000000,99.92
20211217,00777B,16,0,0,0.00
20211217,00777B,17,41,860650000,100.00
20211217,00778B,1,0,0,0.00
20211217,00778B,2,11,25000,0.00
20211217,00778B,3,2,14000,0.00
20211217,00778B,4,0,0,0.00
20211217,00778B,5,1,18000,0.00
20211217,00778B,6,0,0,0.00
20211217,00778B,7,0,0,0.00
20211217,00778B,8,1,42000,0.00
20211217,00778B,9,1,51000,0.00
20211217,00778B,10,0,0,0.00
20211217,00778B,11,0,0,0.00
20211217,00778B,12,0,0,0.00
20211217,00778B,13,0,0,0.00
20211217,00778B,14,0,0,0.00
20211217,00778B,15,6,794500000,99.98
20211217,00778B,16,0,0,0.00
20211217,00778B,17,22,794650000,100.00
20211217,00779B,1,0,0,0.00
20211217,00779B,2,31,55000,0.01
20211217,00779B,3,4,27000,0.00
20211217,00779B,4,0,0,0.00
20211217,00779B,5,0,0,0.00
20211217,00779B,6,1,23000,0.00
20211217,00779B,7,0,0,0.00
20211217,00779B,8,0,0,0.00
20211217,00779B,9,0,0,0.00
20211217,00779B,10,2,323000,0.08
20211217,00779B,11,1,222000,0.05
20211217,00779B,12,0,0,0.00
20211217,00779B,13,0,0,0.00
20211217,00779B,14,0,0,0.00
20211217,00779B,15,2,380000000,99.82
20211217,00779B,16,0,0,0.00
20211217,00779B,17,41,380650000,100.00
20211217,00780B,1,8,251,0.00
20211217,00780B,2,88,187000,0.10
20211217,00780B,3,8,64000,0.03
20211217,00780B,4,3,37000,0.02
20211217,00780B,5,1,20000,0.01
20211217,00780B,6,2,50000,0.02
20211217,00780B,7,0,0,0.00
20211217,00780B,8,0,0,0.00
20211217,00780B,9,1,83749,0.04
20211217,00780B,10,0,0,0.00
20211217,00780B,11,0,0,0.00
20211217,00780B,12,1,401000,0.21
20211217,00780B,13,0,0,0.00
20211217,00780B,14,0,0,0.00
20211217,00780B,15,4,182759000,99.54
20211217,00780B,16,0,0,0.00
20211217,00780B,17,116,183602000,100.00
20211217,00781B,1,19,990,0.03
20211217,00781B,2,116,219010,7.72
20211217,00781B,3,20,169000,5.95
20211217,00781B,4,1,11000,0.38
20211217,00781B,5,1,16000,0.56
20211217,00781B,6,2,52000,1.83
20211217,00781B,7,0,0,0.00
20211217,00781B,8,1,50000,1.76
20211217,00781B,9,1,100000,3.52
20211217,00781B,10,2,281000,9.90
20211217,00781B,11,0,0,0.00
20211217,00781B,12,1,437000,15.40
20211217,00781B,13,0,0,0.00
20211217,00781B,14,0,0,0.00
20211217,00781B,15,1,1500000,52.89
20211217,00781B,16,0,0,0.00
20211217,00781B,17,165,2836000,100.00
20211217,00782B,1,19,1263,0.04
20211217,00782B,2,160,366417,12.34
20211217,00782B,3,26,207000,6.97
20211217,00782B,4,6,83900,2.82
20211217,00782B,5,2,37000,1.24
20211217,00782B,6,2,47000,1.58
20211217,00782B,7,1,36953,1.24
20211217,00782B,8,0,0,0.00
20211217,00782B,9,2,166000,5.59
20211217,00782B,10,0,0,0.00
20211217,00782B,11,1,310467,10.46
20211217,00782B,12,0,0,0.00
20211217,00782B,13,1,711000,23.96
20211217,00782B,14,1,1000000,33.70
20211217,00782B,15,0,0,0.00
20211217,00782B,16,0,0,0.00
20211217,00782B,17,221,2967000,100.00
20211217,00783,1,230,78680,0.74
20211217,00783,2,595,1461935,13.88
20211217,00783,3,141,1202175,11.41
20211217,00783,4,48,651804,6.18
20211217,00783,5,38,706018,6.70
20211217,00783,6,27,672401,6.38
20211217,00783,7,9,319205,3.03
20211217,00783,8,14,686000,6.51
20211217,00783,9,15,1127595,10.70
20211217,00783,10,5,702000,6.66
20211217,00783,11,1,201000,1.90
20211217,00783,12,4,1952187,18.53
20211217,00783,13,1,770000,7.31
20211217,00783,14,0,0,0.00
20211217,00783,15,0,0,0.00
20211217,00783,16,0,0,0.00
20211217,00783,17,1128,10531000,100.00
20211217,00784B,1,36,8198,0.27
20211217,00784B,2,22,43361,1.44
20211217,00784B,3,3,18912,0.63
20211217,00784B,4,3,44000,1.47
20211217,00784B,5,1,17000,0.56
20211217,00784B,6,1,24000,0.80
20211217,00784B,7,1,37000,1.23
20211217,00784B,8,0,0,0.00
20211217,00784B,9,0,0,0.00
20211217,00784B,10,1,114529,3.82
20211217,00784B,11,0,0,0.00
20211217,00784B,12,3,1337000,44.67
20211217,00784B,13,2,1349000,45.07
20211217,00784B,14,0,0,0.00
20211217,00784B,15,0,0,0.00
20211217,00784B,16,0,0,0.00
20211217,00784B,17,73,2993000,100.00
20211217,00785B,1,68,21573,0.00
20211217,00785B,2,31,61130,0.01
20211217,00785B,3,3,21808,0.00
20211217,00785B,4,1,12000,0.00
20211217,00785B,5,3,56000,0.01
20211217,00785B,6,0,0,0.00
20211217,00785B,7,2,71000,0.02
20211217,00785B,8,1,46489,0.01
20211217,00785B,9,2,175000,0.05
20211217,00785B,10,1,132000,0.03
20211217,00785B,11,1,226000,0.06
20211217,00785B,12,1,493000,0.14
20211217,00785B,13,1,650000,0.19
20211217,00785B,14,1,1000000,0.30
20211217,00785B,15,4,330000000,99.10
20211217,00785B,16,0,0,0.00
