0,1709,和益,和益化學工業股份有限公司,4770162720,19730621,19860703,4.15,14.31,1.84,0.85,,-2.3,1292
0,3257,虹冠電,虹冠電子工業股份有限公司,799865900,19981230,20110321,5.31,14.91,3.61,1.01,,⚠️-11.76,615
0,8112,至上,至上電子股份有限公司,4284964730,19870305,20071231,5.92,8.00,2.06,0.88,,1.53,-480
0,1712,興農,興農股份有限公司,4204925850,19631120,19891214,3.86,16.66,1.96,0.88,,-1.36,55
0,2906,高林,高林實業股份有限公司,2091110930,19690505,19891226,1.92,34.78,1.10,0.5,,-8.86,270
0,5284,jpp-KY,經寶精密控股股份有限公司,436646080,20120517,20170309,4.70,13.09,1.22,0.94,,3.47,-13
0,3048,益登,益登科技股份有限公司,2448297940,19960711,20021001,8.20,8.24,2.17,0.81,,2.65,-541
0,1465,偉全,偉全實業股份有限公司,1036072670,19721127,19970908,2.40,-,0.79,0.69,1020 (62.294%) ,-1.6,50
0,3605,宏致,宏致電子股份有限公司,1343958840,19961107,20090326,1.35,12.40,1.32,1.59,,3.49,-339
0,8081,致新,致新科技股份有限公司,861720720,19960703,20081230,3.88,11.19,3.84,0.88,,6.64,-381
0,4572,駐龍,駐龍精密機械股份有限公司,358000000,19900808,20190910,5.08,87.95,2.07,1.4,,20.17,-44
0,2313,華通,華通電腦股份有限公司,11918205890,19730830,19900724,3.30,12.28,1.80,2.85,,8.53,-816
0,9935,慶豐富,慶豐富實業股份有限公司,1696233420,19770309,20000911,4.69,18.94,1.56,0.76,,3.68,-9
0,5007,三星,三星科技股份有限公司,2949401540,19650702,20110916,3.67,16.42,2.49,0.69,,-13.79,13
0,3006,晶豪科,晶豪科技股份有限公司,2861569530,19980602,20020304,1.41,9.43,3.33,0.98,,9.94,-2332
0,3535,晶彩科,晶彩科技股份有限公司,790523560,20000310,20080131,0.00,-,1.73,1.77,,5.51,-381
0,6251,定穎,定穎電子股份有限公司,2775183610,19880818,20090318,1.81,19.17,1.15,0.71,,8.97,-684
0,2748,雲品,雲品國際酒店股份有限公司,904825500,20121122,20161123,2.52,-,2.62,0.87,,-5.48,-17
0,2637,慧洋-KY,慧洋海運股份有限公司,7464091990,20081021,20101201,1.78,11.33,1.99,1.74,,7.32,-3584
0,2408,南亞科,南亞科技股份有限公司,30968748940,19950304,20000817,1.65,14.07,1.46,0.95,,9.19,-845
0,3035,智原,智原科技股份有限公司,2485503130,19930610,20020826,0.43,82.27,7.86,2.0,,1.88,-512
0,5546,永固-KY,永固集團股份有限公司,823534020,20160527,20200520,10.23,12.56,1.57,1.5,,14.07,-14
0,6591,動力-KY,動力科技股份有限公司,320979270,20131128,20171228,4.60,8.05,1.32,1.39,,6.21,-74
0,8222,寶一,寶一科技股份有限公司,685735000,19741005,20150127,0.00,-,1.32,1.03,,0.36,22
0,9926,新海,新海瓦斯股份有限公司,1795040750,19660611,19980408,3.70,20.25,2.51,2.0,9268 (39.98%) ,0.0,-2
0,3028,增你強,增你強股份有限公司,2138248640,19821006,20020826,5.48,8.94,1.45,1.99,,5.2,-352
