0,2462,良得電,台灣良得電子股份有限公司,1419345960,19780815,20010917,2.18,42.73,2.04,🏆14.36,,12.75
0,2841,台開,台灣土地開發股份有限公司,7609436000,19640701,19990108,0.00,-,0.19,2.14,9227 (49.635%) ,4.62
0,9939,宏全,宏全國際股份有限公司,2877858790,19690715,20010302,4.70,11.55,1.69,2.6,,19.83
0,3209,全科,全科科技股份有限公司,2005321840,19910415,20081126,6.64,8.43,1.72,2.12,,8.37
0,3048,益登,益登科技股份有限公司,2448297940,19960711,20021001,8.31,8.14,2.14,1.59,,13.45
0,1710,東聯,東聯化學股份有限公司,8857030290,19751222,19871021,0.00,56.34,1.56,1.37,,3.18
0,1229,聯華,聯華實業投資控股股份有限公司,14096480360,19550720,19760719,4.07,18.84,2.39,0.97,,-6.13
0,1313,聯成,聯成化學科技股份有限公司,13471206070,19760814,19890327,4.47,6.81,1.00,0.97,,18.73
0,6405,悅城,悅城科技股份有限公司,658000000,20040713,20131128,2.13,40.87,0.65,0.42,,-6.23
0,2701,萬企,萬華企業股份有限公司,4499678380,19580226,19650322,2.05,45.19,0.73,2.08,104D (214.493%) ,24.46
0,4551,智伸科,智伸科技股份有限公司,1152224980,19870218,20150810,2.38,16.03,2.78,2.12,,2.78
0,2702,華園,華園飯店股份有限公司,1104855380,19590729,19650214,0.00,-,3.59,1.1,,2.22
0,2906,高林,高林實業股份有限公司,2091110930,19690505,19891226,1.94,34.33,1.08,0.27,,⚠️-25.26
0,3645,達邁,達邁科技股份有限公司,1308928940,20000622,20111005,3.42,17.02,2.02,2.1,,6.11
0,3661,世芯-KY,世芯電子股份有限公司,708985540,20030227,20141028,0.61,56.38,7.85,0.58,,-1.93
0,2497,怡利電,怡利電子工業股份有限公司,1187984630,19830622,20020204,0.00,600.00,8.78,1.78,,1.17
0,1310,台苯,台灣苯乙烯工業股份有限公司,5278697640,19791116,19870806,2.81,11.95,1.26,1.41,,5.65
0,1312,國喬,國喬石油化學股份有限公司,9266203280,19730925,19881221,0.35,3.79,0.79,1.9,,🏆24.54
0,4919,新唐,新唐科技股份有限公司,4172100620,20080409,20100927,0.52,31.45,4.24,1.36,,1.99
0,8442,威宏-KY,威宏控股股份有限公司,599996820,20091127,20161108,0.00,-,1.68,1.0,,-1.39
0,3701,大眾控,大眾全球投資控股股份有限公司,1903445540,20040830,20040830,0.00,66.13,5.71,1.14,,0.03
0,2618,長榮航,長榮航空股份有限公司,51385386670,19890407,20010917,0.00,-,1.97,1.02,,1.96
0,2616,山隆,山隆通運股份有限公司,1372818270,19760406,19971108,5.86,12.27,0.97,1.73,,18.93
0,3532,台勝科,台塑勝高科技股份有限公司,3878483000,19951121,20071210,0.80,78.28,5.08,1.3,,-0.01
