0,9928,中視,中國電視事業股份有限公司,607245830,19681024,19990809,0.00,-,2.74,3.88,102C (51.606%) ,8.44,-12
0,2211,長榮鋼,長榮鋼鐵股份有限公司,4199819630,19730129,20210412,3.69,19.12,1.16,2.0,,17.82,-166
0,2352,佳世達,佳世達科技股份有限公司,19667819580,19840421,19960722,4.76,6.83,1.71,2.97,,7.7,-701
0,6226,光鼎,光鼎電子股份有限公司,1160762890,19870923,20081110,0.00,118.75,1.37,0.65,,-6.18,67
0,2419,仲琦,仲琦科技股份有限公司,3289862290,19860324,20000911,4.60,44.39,1.49,0.68,,0.81,-22
0,2428,興勤,興勤電子工業股份有限公司,1281127260,19790716,20000911,3.58,11.95,2.54,0.79,,2.59,-21
0,3052,夆典,夆典科技開發股份有限公司,2287135540,19760809,19951125,7.58,21.53,0.71,0.55,,⚠️-10.51,54
0,6224,聚鼎,聚鼎科技股份有限公司,856453610,19971218,20090917,3.79,17.28,3.49,0.91,,-7.19,76
0,2012,春雨,春雨工廠股份有限公司,2877740000,19650327,19911017,1.94,12.10,2.05,1.69,,2.5,-78
0,3419,譁裕,譁裕實業股份有限公司,1204804170,19811118,20080121,2.26,-,1.85,2.36,,-3.18,299
0,2607,榮運,長榮國際儲運股份有限公司,10671410940,19731005,19901214,0.90,42.76,1.35,2.11,,🏆34.14,-1181
0,3312,弘憶股,弘憶國際股份有限公司,1376254550,19951006,20101229,3.96,8.04,1.93,1.58,,10.33,-126
0,4555,氣立,台灣氣立股份有限公司,669926170,19861119,20151027,2.67,16.75,1.40,1.4,,17.52,-17
0,8367,建新國際,建新國際股份有限公司,811319380,19890425,20180912,2.87,7.26,1.67,0.94,,3.02,-7
0,1604,聲寶,聲寶股份有限公司,3872000000,19620911,19701214,8.03,6.73,1.37,1.62,,13.01,-179
0,2888,新光金,新光金融控股股份有限公司,144429648850,20020219,20020219,3.36,9.30,0.68,3.69,,9.46,480
0,4916,事欣科,事欣科技股份有限公司,833515680,20011227,20131121,1.71,112.31,1.96,1.67,,5.85,-19
0,1416,廣豐,廣豐實業股份有限公司,1853421680,19680628,19760420,4.41,-,0.62,1.62,,🏆34.21,-36
