0,2462,良得電,台灣良得電子股份有限公司,1419345960,19780815,20010917,2.39,38.90,1.85,2.24,,-0.24
0,8210,勤誠,勤誠興業股份有限公司,1207884500,19831205,20111201,4.38,12.73,2.78,1.4,,-0.42
0,3714,富采,富采投資控股股份有限公司,6852514600,20210106,20210106,0.00,-,1.37,0.76,,1.26
0,8473,山林水,山林水環境工程股份有限公司,1442491580,20040610,20160908,5.18,42.60,0.77,1.27,,-9.34
0,9939,宏全,宏全國際股份有限公司,2877858790,19690715,20010302,4.83,11.24,1.64,0.6,,0.32
0,2115,六暉-KY,六暉控股股份有限公司,994030130,20091019,20131225,5.92,10.08,1.48,2.0,,20.53
0,6670,復盛應用,復盛應用科技股份有限公司,1310300000,20100914,20181218,3.08,12.41,3.90,0.62,,-1.61
0,9914,美利達,美利達工業股份有限公司,2989838000,19720929,19920930,2.47,19.50,5.09,0.77,,⚠️-13.96
0,2506,太設,太平洋建設股份有限公司,3870000000,19670614,19800202,4.31,18.58,0.50,0.71,984K (121.951%) ,-3.73
0,1229,聯華,聯華實業投資控股股份有限公司,14096480360,19550720,19760719,4.19,18.30,2.32,0.68,,-1.81
0,2493,揚博,揚博科技股份有限公司,1144373900,19801101,20020123,6.40,14.68,1.94,0.8,,0.32
0,1203,味王,味王股份有限公司,2400000000,19590704,19640824,3.26,18.42,1.55,3.0,,15.07
0,2497,怡利電,怡利電子工業股份有限公司,1187984630,19830622,20020204,0.00,591.25,8.65,🏆4.31,,4.03
0,2547,日勝生,日勝生活科技股份有限公司,9000946490,19820326,20001222,5.41,57.25,0.94,0.9,,2.85
0,3661,世芯-KY,世芯電子股份有限公司,708985540,20030227,20141028,0.62,55.10,7.67,5.97,,18.34
0,4943,康控-KY,開曼康而富控股股份有限公司,1571855820,20090901,20161111,0.32,-,2.71,0.68,9834 (43.432%) ,1.9
0,6409,旭隼,旭隼科技股份有限公司,874193670,20080501,20140331,1.57,59.87,26.09,1.54,,-3.12
0,2430,燦坤,燦坤實業股份有限公司,1664688250,19781102,20000911,4.19,11.06,1.23,2.27,,5.03
0,3014,聯陽,聯陽半導體股份有限公司,1610801240,19960529,20021029,5.50,10.71,3.14,2.34,,18.69
0,2020,美亞,美亞鋼管廠股份有限公司,2225261000,19590929,19930427,5.37,8.89,1.97,1.01,1160 (195.984%) ,9.11
0,5283,禾聯碩,禾聯碩股份有限公司,730004250,20020506,20190524,6.43,11.26,2.15,2.0,,13.52
0,5907,大洋-KY,Grand Ocean RetailGroupLimited,1955310000,20060823,20120606,5.65,80.45,0.43,1.0,9A9M (42.553%) ,-0.4
0,6184,大豐電,大豐有線電視股份有限公司,1582306570,19960311,20050215,6.45,14.90,1.65,2.92,9A9M (52.518%) ,14.88
0,1582,信錦,信錦企業股份有限公司,1237241710,19790707,20091217,7.11,20.14,1.56,1.0,,4.96
0,2618,長榮航,長榮航空股份有限公司,51385386670,19890407,20010917,0.00,-,1.94,1.38,,2.29
0,6625,必應,必應創造股份有限公司,443404440,20140102,20180207,0.00,-,2.46,1.0,538j (1666.667%) ,-0.52
