0,4164,承業醫,承業生醫投資控股股份有限公司,1610536050,20091127,20121024,5.13,20.85,1.06,1.03,,3.43,12
0,3645,達邁,達邁科技股份有限公司,1308928940,20000622,20111005,3.26,17.85,2.12,1.65,,🏆24.53,-435
0,9929,秋雨,秋雨創新股份有限公司,1012800000,19761001,19990628,4.27,-,0.94,0.71,,-19.7,22
0,3005,神基,神基投資控股股份有限公司,5976984000,19891005,20020225,6.12,8.09,2.04,0.82,,⚠️-13.53,1537
0,8481,政伸,政伸企業股份有限公司,666018660,19870223,20170224,10.32,9.80,2.61,0.19,,-52.34,74
0,3048,益登,益登科技股份有限公司,2448297940,19960711,20021001,7.85,8.61,2.27,1.05,,0.51,-411
0,1605,華新,華新麗華股份有限公司,34313329480,19661202,19721103,3.23,6.53,0.90,1.18,,5.8,-2376
0,8150,南茂,南茂科技股份有限公司,7272401260,19970728,20140411,4.23,7.47,1.55,0.88,,⚠️-12.74,2556
0,8131,福懋科,福懋科技股份有限公司,4422222230,19900911,20071129,5.77,11.32,1.43,0.61,,-0.82,-36
0,2031,新光鋼,新光鋼鐵股份有限公司,3211463410,19670101,20000911,3.10,8.66,1.91,1.15,,-1.77,1119
0,2034,允強,允強實業股份有限公司,4446425270,19730131,20010917,4.48,18.75,1.61,0.67,,-2.92,662
0,2002,中鋼,中國鋼鐵股份有限公司,157731289960,19711203,19741226,0.83,8.85,1.57,1.02,,-1.89,1255
0,2024,志聯,志聯工業股份有限公司,975000000,19730903,19951230,1.36,12.48,1.43,1.94,,🏆23.92,-61
0,3189,景碩,景碩科技股份有限公司,4508440600,20000911,20041101,0.44,26.52,3.52,1.9,,3.09,1880
0,2033,佳大,佳大世界股份有限公司,806945360,19730423,20000911,1.74,66.15,1.34,1.0,,12.5,-231
0,6641,基士德-KY,基士德科技股份有限公司,370000000,20131003,20180921,7.35,10.36,1.51,0.44,,-16.79,7
0,5484,慧友,慧友電子股份有限公司,534010000,19950718,20030825,0.00,-,1.55,0.59,,-7.47,45
0,2527,宏璟,宏璟建設股份有限公司,2703060000,19861219,19950306,4.58,4.98,0.78,1.37,,3.89,-50
0,8033,雷虎,雷虎科技股份有限公司,1326297750,19791002,20070621,0.00,59.07,2.52,1.8,,9.56,-261
0,8046,南電,南亞電路板股份有限公司,6461654870,19971028,20060407,0.65,32.01,8.37,0.84,,0.42,-265
0,2430,燦坤,燦坤實業股份有限公司,1664688250,19781102,20000911,4.29,9.20,1.16,3.8,9268 (68.411%) ,🏆40.27,-164
0,6505,台塑化,台塑石化股份有限公司,95259596520,19920406,20031226,0.60,17.91,2.68,0.6,,🏆29.44,-757
0,1452,宏益,宏益纖維工業股份有限公司,1326414000,19680823,19921228,2.90,9.09,1.13,0.89,,⚠️-14.84,375
0,3706,神達,神達投資控股股份有限公司,12065567890,20130912,20130912,2.98,3.25,0.81,1.0,,-4.16,1925
0,5225,東科-KY,東科控股股份有限公司,614060000,20110201,20121105,0.00,3.40,0.75,0.82,,-16.1,39
