0,3588,通嘉,通嘉科技股份有限公司,528646200,20020918,20090814,0.77,31.78,4.96,0.77,,0.95,-99
0,3021,鴻名,鴻名企業股份有限公司,930000000,19930525,20020826,2.97,16.24,1.75,1.29,,13.37,-14
0,1470,大統新創,大統新創股份有限公司,857670000,19861209,19990521,2.34,23.01,1.56,1.02,9800 (46.078%) ,0.0,-1
0,8462,柏文,柏文健康事業股份有限公司,774553540,20051004,20190315,4.07,-,6.63,1.29,,7.21,12
0,2748,雲品,雲品國際酒店股份有限公司,904825500,20121122,20161123,2.47,-,2.68,0.79,,-0.38,-2
0,1402,遠東新,遠東新世紀股份有限公司,53528752270,19540113,19670414,4.56,16.00,0.78,1.27,,8.48,-265
0,1409,新纖,新光合成纖維股份有限公司,16184092910,19670425,19730831,5.56,8.72,0.93,1.0,,15.33,-280
0,2511,太子,太子建設開發股份有限公司,16233261470,19730922,19910424,2.97,13.45,0.88,2.19,,🏆33.31,-398
0,3005,神基,神基投資控股股份有限公司,5954614000,19891005,20020225,6.25,7.91,2.00,0.78,,12.37,-484
0,8478,東哥遊艇,東哥企業股份有限公司,888862760,19780123,20171211,0.74,16.12,4.38,0.94,,8.65,-242
0,2915,潤泰全,潤泰全球股份有限公司,7343187720,19760114,19770720,4.85,3.90,0.58,1.24,,6.55,-990
0,9934,成霖,成霖企業股份有限公司,3581639620,19791029,20000911,3.40,17.50,1.00,1.16,,8.82,-3
0,2371,大同,大同股份有限公司,23395366850,19500411,19620209,0.00,384.38,2.02,1.51,,7.53,-2189
0,3092,鴻碩,鴻碩精密電工股份有限公司,923181120,19911212,20210513,2.47,-,2.70,0.59,,-7.37,40
0,1219,福壽,福壽實業股份有限公司,3220138870,19550207,19901201,4.99,16.30,1.49,0.58,,-4.39,-23
0,2704,國賓,國賓大飯店股份有限公司,3669233430,19621201,19821110,0.00,-,1.06,0.9,,-3.57,34
0,1560,中砂,中國砂輪企業股份有限公司,1417780000,19640708,20050131,2.53,27.63,3.49,0.64,,-0.77,227
0,2712,遠雄來,遠雄悅來大飯店股份有限公司,1050000000,19910115,20131203,1.83,"1,275.00",3.37,0.75,,-2.22,1
0,4967,十銓,十銓科技股份有限公司,1022124110,19970409,20190114,1.96,33.44,1.72,1.16,,0.11,200
0,1773,勝一,勝一化工股份有限公司,2000000000,19790124,20090227,2.63,22.91,5.50,0.98,,1.33,-221
0,1236,宏亞,宏亞食品股份有限公司,1083425100,19760614,20010917,0.74,-,1.89,1.0,,4.35,-66
0,2367,燿華,燿華電子股份有限公司,6194071750,19841231,19971213,0.00,-,1.21,0.85,,-5.01,226
0,3004,豐達科,豐達科技股份有限公司(原宏達),526471550,19971014,20020225,0.83,-,1.81,0.6,,-7.69,10
0,6491,晶碩,晶碩光學股份有限公司,700000000,20090826,20191007,1.16,25.86,5.87,4.55,,6.44,-380
0,8103,瀚荃,瀚荃股份有限公司,789534130,19900316,20090929,2.82,12.83,1.44,0.95,,-2.57,25
0,1795,美時,美時化學製藥股份有限公司,2627963120,19660630,20191216,0.39,15.98,2.17,0.91,,-1.08,-59
0,2328,廣宇,廣宇科技股份有限公司,5183462820,19710519,19931109,1.72,22.08,1.65,1.48,,14.54,-542
