0,2906,高林,高林實業股份有限公司,2091110930,19690505,19891226,1.74,38.22,1.20,1.06,,4.17,575
0,2731,雄獅,雄獅旅行社股份有限公司,747225560,19770609,20130924,0.00,-,4.64,1.14,,6.12,-341
0,2707,晶華,晶華國際酒店股份有限公司,1274032380,19760707,19980309,2.83,9.38,4.33,1.25,,1.56,-324
0,6197,佳必琪,佳必琪國際股份有限公司,1220858820,19920507,20041108,6.50,17.70,1.93,🏆25.51,5920 (42.447%) ,🏆40.36,-412
0,9955,佳龍,佳龍科技工程股份有限公司,1032082290,19960925,20080121,0.00,-,1.27,1.0,,6.35,-192
0,5706,鳳凰,鳳凰國際旅行社股份有限公司,671173170,19570430,20111021,0.61,47.64,2.70,3.04,9268 (33.473%) ,19.9,-613
0,2739,寒舍,寒舍餐旅管理顧問股份有限公司,1115260000,20000117,20160519,0.00,-,2.73,1.9,,15.96,-29
0,2313,華通,華通電腦股份有限公司,11918205890,19730830,19900724,3.21,12.62,1.85,1.39,,2.52,-2679
0,2344,華邦電,華邦電子股份有限公司,39800001930,19870929,19951018,0.59,9.93,1.63,1.39,,4.76,-6122
0,2337,旺宏,旺宏電子股份有限公司,18560178020,19891209,19950315,2.77,8.51,1.86,3.35,,8.08,-5437
0,2206,三陽工業,三陽工業股份有限公司,7976396040,19610829,19960729,4.70,13.54,1.45,0.99,,-0.56,-182
0,3209,全科,全科科技股份有限公司,2005321840,19910415,20081126,6.48,8.64,1.77,1.55,,2.36,-94
0,2705,六福,六福開發股份有限公司,1913128300,19680127,19881224,0.00,-,0.67,1.56,,-4.62,80
0,1423,利華,利華羊毛工業股份有限公司,1384000000,19640723,19790402,9.21,4.46,0.90,1.05,9200 (58.436%) ,3.6,1
0,2722,夏都,夏都國際開發股份有限公司,1115229610,19950927,20120314,1.64,"1,527.50",1.80,0.31,,-8.44,-2
0,2706,第一店,第一華僑大飯店股份有限公司,4999983460,19680927,19910625,1.05,47.83,0.81,0.88,,-4.33,29
0,2701,萬企,萬華企業股份有限公司,4499678380,19580226,19650322,2.06,45.00,0.73,0.57,,-0.56,3
0,5283,禾聯碩,禾聯碩股份有限公司,730004250,20020506,20190524,6.45,11.21,2.14,1.05,,5.95,-16
0,2540,愛山林,愛山林建設開發股份有限公司,1612600000,19860906,19891226,1.26,14.43,2.09,1.25,,8.93,-15
0,1435,中福,中福國際(股)公司,1397800800,19710115,19871228,0.00,-,3.80,5.0,7008 (66.372%) ,15.86,-53
0,1103,嘉泥,嘉新水泥股份有限公司,7747805480,19541213,19691114,6.93,7.11,0.50,1.62,,14.55,-177
0,1726,永記,永記造漆工業股份有限公司,1620000000,19570529,20000911,4.74,12.77,1.32,0.65,,-6.23,8
0,2610,華航,中華航空股份有限公司,57404843680,19590907,19930226,0.00,44.54,2.62,1.39,,1.38,-1292
0,2618,長榮航,長榮航空股份有限公司,51385386670,19890407,20010917,0.00,-,2.16,2.06,,4.06,-5198
0,2630,亞航,亞洲航空股份有限公司,1503003850,19550119,20180222,1.41,38.54,1.39,1.35,,2.45,26
0,2702,華園,華園飯店股份有限公司,1104855380,19590729,19650214,0.00,-,3.58,1.16,,0.26,-31
0,5469,瀚宇博,瀚宇博德股份有限公司,5284413520,19890322,20030825,5.23,5.86,0.83,1.38,,8.59,-477
0,8222,寶一,寶一科技股份有限公司,685735000,19741005,20150127,0.00,-,1.35,0.55,,-3.18,62
0,6743,安普新,安普新股份有限公司,1500000000,19980702,20201214,4.01,93.72,3.69,1.37,,5.06,-92
0,8940,新天地,新天地國際實業股份有限公司,674910320,19930719,20090515,0.00,-,1.64,1.0,,3.0,0
0,8271,宇瞻,宇瞻科技股份有限公司,1018243460,19970416,20101229,4.20,10.64,1.62,1.62,,7.47,-505
0,1444,力麗,力麗企業股份有限公司,9573029420,19790115,19900808,0.00,41.54,0.97,2.16,,14.72,-332
0,2633,台灣高鐵,台灣高速鐵路股份有限公司,56282930580,19980511,20161027,3.61,30.90,2.45,0.8,,15.03,-689
0,4904,遠傳,遠傳電信股份有限公司,32585008100,19970411,20050824,4.81,24.37,3.49,1.18,,18.57,-912
0,9904,寶成,寶成工業股份有限公司,29467872130,19690904,19900119,1.53,7.18,0.74,1.34,,4.52,-408
0,2436,偉詮電,偉詮電子股份有限公司,1780099610,19890705,20000911,1.75,22.08,4.57,0.61,,-0.4,578
0,2408,南亞科,南亞科技股份有限公司,30968748940,19950304,20000817,1.61,14.38,1.49,2.62,,10.41,-3406
