0,2305,全友,全友電腦股份有限公司,2056608270,19801023,19881021,0.00,-,1.06,0.95,918X (167.571%) ,-2.17
0,3030,德律,德律科技股份有限公司,2362160000,19890410,20021029,5.20,14.02,2.57,0.86,,0.06
0,9955,佳龍,佳龍科技工程股份有限公司,1032082290,19960925,20080121,0.00,-,1.15,🏆7.3,965K (179.856%) ,🏆46.88
0,4142,國光生,國光生物科技股份有限公司,4295077500,19651222,20120503,1.23,17.61,2.96,1.45,,3.07
0,1709,和益,和益化學工業股份有限公司,4770162720,19730621,19860703,4.78,12.43,1.60,1.07,,1.57
0,1218,泰山,泰山企業股份有限公司,4999990380,19501026,19891111,5.13,22.20,1.95,0.95,8150 (40.404%) ,17.7
0,9905,大華,大華金屬工業股份有限公司,3050000000,19731126,19900808,5.66,13.66,1.10,0.98,9616 (36.364%) ,-4.81
0,1307,三芳,三芳化學工業股份有限公司,3978181260,19730616,19851123,2.42,43.13,1.08,1.6,,12.06
0,4148,全宇生技-KY,全宇生技控股有限公司,640340010,20100326,20170608,2.39,17.42,1.40,1.13,,3.22
0,4912,聯德控股-KY,聯德控股股份有限公司,625207750,20090929,20150521,3.50,14.29,2.82,1.9,,5.88
0,2477,美隆電,美隆工業股份有限公司,1982165550,19730115,20010917,4.60,3.74,1.45,2.01,,5.12
0,2397,友通,友通資訊股份有限公司,1144888570,19810714,20000115,4.89,25.33,2.66,1.88,,16.18
0,1445,大宇,大宇紡織股份有限公司,1306660340,19690912,19910205,1.25,-,1.33,0.61,,⚠️-10.22
0,2615,萬海,萬海航運股份有限公司,24401272120,19650224,19960516,1.16,5.45,3.79,1.69,,2.43
0,6505,台塑化,台塑石化股份有限公司,95259596520,19920406,20031226,0.60,18.08,2.70,1.34,,-4.79
0,2031,新光鋼,新光鋼鐵股份有限公司,3211463410,19670101,20000911,3.31,8.10,1.79,1.44,,5.66
0,6666,羅麗芬-KY,羅麗芬控股股份有限公司,473880000,20160921,20181119,3.15,27.33,1.92,1.0,,-7.77
0,5546,永固-KY,永固集團股份有限公司,823534020,20160527,20200520,10.32,12.44,1.56,1.25,,-1.71
0,4426,利勤,利勤實業股份有限公司,1726771980,19970926,20111216,0.00,-,1.41,1.85,,7.69
0,8271,宇瞻,宇瞻科技股份有限公司,1018243460,19970416,20101229,4.33,10.32,1.57,0.52,,0.64
0,3005,神基,神基投資控股股份有限公司,5954614000,19891005,20020225,6.39,7.74,1.95,2.44,,10.83
0,3021,鴻名,鴻名企業股份有限公司,930000000,19930525,20020826,3.08,15.66,1.69,1.5,,5.55
0,4739,康普,康普材料科技股份有限公司,1070292690,19920616,20170908,0.84,33.69,3.54,0.61,,-0.87
0,3011,今皓,今皓實業股份有限公司,1127192510,19830111,20020722,0.00,-,1.44,3.59,9326 (40.16%) ,🏆31.96
0,3028,增你強,增你強股份有限公司,2138248640,19821006,20020826,5.47,8.96,1.46,1.35,,5.97
0,3257,虹冠電,虹冠電子工業股份有限公司,799865900,19981230,20110321,5.89,13.45,3.26,0.66,,-0.12
0,3027,盛達,盛達電業股份有限公司,988563110,19730326,20020826,0.00,135.29,1.50,0.44,,5.5
0,3036,文曄,文曄科技股份有限公司,9377945360,19931223,20020826,3.54,11.89,1.69,0.77,,0.57
0,3054,立萬利,立萬利創新股份有限公司,834110410,19910614,20021118,0.00,46.80,2.10,1.25,,11.71
0,8112,至上,至上電子股份有限公司,4284964730,19870305,20071231,6.06,7.81,2.01,0.5,,⚠️-14.73
0,3015,全漢,全漢企業股份有限公司,1872619500,19930415,20021016,6.87,11.83,0.60,2.3,,14.16
0,2355,敬鵬,敬鵬工業股份有限公司,3974954200,19790926,19961014,1.41,31.01,0.92,2.14,,11.37
0,3706,神達,神達投資控股股份有限公司,12065567890,20130912,20130912,2.96,3.27,0.82,1.13,,0.35
0,9908,大台北,大台北區瓦斯股份有限公司,5163580000,19641024,19910206,3.34,20.59,1.39,0.54,,-20.36
