,序號,券商,價格,買進股數,賣出股數
0,1,1023合庫高雄,50.60,0,2000
1,2,1028合庫彰化,51.00,200,0
2,3,102C合庫自強,50.60,0,1000
3,4,102C合庫自強,50.70,0,1000
4,5,102E合庫桃園,51.40,0,1000
5,6,1033土銀高雄,51.20,1000,0
6,7,103A土銀建國,51.00,0,1000
7,8,1040臺    銀,51.20,2000,0
8,9,1040臺    銀,51.30,1000,0
9,10,1045臺銀新竹,50.90,1000,0
10,11,1045臺銀新竹,51.00,1000,0
11,12,104A臺銀臺中,51.50,0,30
12,13,104D臺銀金山,50.60,0,2000
13,14,104D臺銀金山,50.90,0,1000
14,15,1162日盛台南,51.00,2000,0
15,16,1163日盛台中,51.50,150,0
16,17,1168日盛高雄,51.00,1000,0
17,18,116V日盛斗六,50.80,182,0
18,19,116Z日盛中和,51.30,3000,0
19,20,1232彰銀七賢,51.20,0,3000
20,21,1232彰銀七賢,51.50,0,14
21,22,1440美林,50.70,1000,0
22,23,1440美林,51.10,0,1000
23,24,1470台灣摩根,50.50,0,4000
24,25,1470台灣摩根,50.70,0,4000
25,26,1470台灣摩根,50.80,1000,0
26,27,1470台灣摩根,51.10,1000,0
27,28,1470台灣摩根,51.30,0,1000
28,29,1480美商高盛,50.80,0,3000
29,30,1480美商高盛,50.90,0,1000
30,31,1480美商高盛,51.20,0,1000
31,32,1520瑞士信貸,50.80,0,2000
32,33,1520瑞士信貸,50.90,1000,0
33,34,1520瑞士信貸,51.30,0,1000
34,35,1560港商野村,50.50,2000,0
35,36,1560港商野村,50.60,2000,0
36,37,1560港商野村,50.90,0,1000
37,38,1650瑞銀,50.80,4000,0
38,39,1650瑞銀,50.90,2000,0
39,40,1650瑞銀,51.20,1000,0
40,41,5110富    隆,51.00,0,1000
41,42,5261美好蘆洲,51.10,0,1000
42,43,5320高    橋,51.30,0,1000
43,44,5380第一金證,51.40,50,0
44,45,5382第一台中,51.20,20,0
45,46,5384第一台南,50.60,0,1000
46,47,5385第一桃園,50.90,2000,0
47,48,5386第一彰化,51.00,2000,0
48,49,538j第一安和,51.50,0,2000
49,50,5850統    一,51.20,1000,0
50,51,5853統一中壢,51.30,0,1000
51,52,585g統一平鎮,50.40,0,1000
52,53,585U統一南京,51.00,0,1000
53,54,585Z統一松江,51.00,2000,0
54,55,5922元富新店,50.80,0,200
55,56,592a元富松德,50.80,0,20
56,57,592a元富松德,51.00,0,129
57,58,592b元富板橋,50.90,1000,0
58,59,592b元富板橋,51.30,1000,0
59,60,592C元富潮洲,50.80,0,4000
60,61,592d元富延平,51.10,2000,0
61,62,592E元富城中,51.00,0,69
62,63,592E元富城中,51.20,0,3
63,64,592i元富中港,50.70,1000,0
64,65,592l元富大裕,50.30,2000,0
65,66,592l元富大裕,51.00,0,2000
66,67,592m元富成功,51.00,1000,0
67,68,592o元富新興,50.40,1000,0
68,69,592o元富新興,51.00,0,2000
69,70,592o元富新興,51.30,0,3000
70,71,592o元富新興,51.40,0,3000
71,72,592o元富新興,51.50,0,1000
72,73,592u元富世貿,50.60,1000,0
73,74,592Z元富安南,51.20,0,130
74,75,6160中國信託,50.70,1000,0
75,76,6160中國信託,51.00,1000,0
76,77,6160中國信託,51.10,1000,0
77,78,6160中國信託,51.20,0,1000
78,79,6161中信三重,51.10,0,1000
79,80,6164中信託文,51.10,0,1000
80,81,6165中信託新,50.60,0,4000
81,82,6165中信託新,51.30,1000,0
82,83,6165中信託新,51.50,3000,0
83,84,6460大    昌,50.80,0,3000
84,85,6460大    昌,51.00,0,1
85,86,6464大昌新店,50.60,1000,0
86,87,6464大昌新店,51.00,0,1000
87,88,6464大昌新店,51.10,2000,0
88,89,6464大昌新店,51.20,0,1000
89,90,6913德信新營,50.80,1000,0
90,91,7005兆豐中港,50.70,1000,0
91,92,700b兆豐中壢,51.30,0,1000
92,93,700C兆豐來福,50.80,0,1000
93,94,700F兆豐虎尾,50.80,0,60
94,95,700F兆豐虎尾,51.20,0,3000
95,96,700g兆豐南門,51.00,1000,0
96,97,700j兆豐大安,50.40,0,1000
97,98,700j兆豐大安,50.80,24,0
98,99,700L兆豐天母,51.30,0,1000
99,100,700M兆豐桃園,51.00,2000,0
100,101,700r兆豐寶成,50.80,1000,0
101,102,700r兆豐寶成,51.50,0,15
102,103,700s兆豐岡山,51.00,100,0
103,104,700V兆豐新竹,51.00,1000,0
104,105,700V兆豐新竹,51.30,2000,0
105,106,700X兆豐永和,51.20,60,0
106,107,7032致和佳里,51.20,0,1000
107,108,7032致和佳里,51.30,0,1000
108,109,703B致和崇德,50.80,1000,0
109,110,703B致和崇德,51.00,1000,0
110,111,7790國票綜合,51.00,0,105
111,112,7790國票綜合,51.10,10,0
112,113,7790國票綜合,51.20,0,87
113,114,7791國票台東,51.30,0,5000
114,115,779c國票敦北,50.60,1000,0
115,116,779c國票敦北,50.80,0,9000
116,117,779D國票台南,50.80,1000,0
117,118,779D國票台南,51.00,2000,0
118,119,779D國票台南,51.10,1000,0
119,120,779D國票台南,51.30,1000,0
120,121,779v國票台中,50.80,1000,2000
121,122,779v國票台中,51.00,1000,0
122,123,779X國票中和,51.00,1000,0
123,124,8150台    新,50.80,1000,0
124,125,8150台    新,51.00,100,5000
125,126,8150台    新,51.10,1000,0
126,127,8150台    新,51.20,1192,0
127,128,8150台    新,51.30,1000,0
128,129,8159台新台南,50.60,1000,0
129,130,815B台新台中,50.90,1000,0
130,131,815B台新台中,51.00,0,1000
131,132,815S台新中壢,50.60,1000,0
132,133,815Y台新新營,51.20,0,2000
133,134,8440摩根大通,50.50,2000,0
134,135,8440摩根大通,50.60,5000,0
135,136,8440摩根大通,50.70,1000,2000
136,137,8440摩根大通,50.80,1000,2000
137,138,8440摩根大通,50.90,2000,1000
138,139,8440摩根大通,51.00,2000,0
139,140,8440摩根大通,51.10,0,1000
140,141,8440摩根大通,51.20,0,6000
141,142,8440摩根大通,51.30,2000,0
