,序號,券商,價格,買進股數,賣出股數
0,1,1020合　　庫,69.30,400,0
1,2,1023合庫高雄,69.20,500,0
2,3,102C合庫自強,69.10,1000,0
3,4,102C合庫自強,69.30,0,1000
4,5,102G合庫三重,69.30,0,100
5,6,1030土　　銀,69.20,5000,0
6,7,1030土　　銀,69.30,4000,0
7,8,1030土　　銀,69.40,3000,0
8,9,1030土　　銀,69.50,1000,0
9,10,1043臺銀民權,69.00,1000,0
10,11,1043臺銀民權,69.20,0,2000
11,12,104A臺銀臺中,69.20,0,1000
12,13,104C臺銀高雄,69.10,0,1000
13,14,104D臺銀金山,69.30,12,0
14,15,1116企銀屏東,69.20,0,2000
15,16,116B日盛中壢,68.70,2000,0
16,17,116c日盛豐原,69.30,0,100
17,18,116G日盛景美,69.20,20,0
18,19,116X日盛宜蘭,69.20,0,200
19,20,1440美林,68.70,0,1000
20,21,1440美林,69.30,1000,0
21,22,1440美林,69.40,1000,0
22,23,1470台灣摩根,69.00,1000,0
23,24,1470台灣摩根,69.30,1000,0
24,25,1650瑞銀,69.10,0,1000
25,26,1650瑞銀,69.30,0,2000
26,27,1650瑞銀,69.40,0,1000
27,28,5261美好蘆洲,69.20,0,1000
28,29,5262美好楊梅,69.30,1000,0
29,30,5262美好楊梅,69.40,5000,0
30,31,5380第一金證,69.10,0,1000
31,32,5380第一金證,69.30,100,0
32,33,5383第一高雄,69.30,50,0
33,34,5384第一台南,68.70,1000,0
34,35,538B第一新竹,68.90,0,1000
35,36,538D第一忠孝,69.20,70,0
36,37,538j第一安和,69.30,0,1000
37,38,5922元富新店,69.60,198,0
38,39,5923元富三重,68.70,0,1000
39,40,5923元富三重,69.00,0,100
40,41,5923元富三重,69.10,0,3000
41,42,5923元富三重,69.60,71,0
42,43,5925元富台中,69.60,14,0
43,44,5926元富四維,69.60,1,0
44,45,592A元富緯城,69.60,71,0
45,46,592D元富大昌,69.60,75,0
46,47,592e元富古亭,69.20,100,0
47,48,592E元富城中,69.60,143,0
48,49,592G元富新竹,69.40,100,0
49,50,592G元富新竹,69.60,28,0
50,51,592i元富中港,69.00,0,1000
51,52,592I元富嘉義,69.20,20,0
52,53,592I元富嘉義,69.60,4,0
