,序號,券商,價格,買進股數,賣出股數
0,1,1020合　　庫,30.75,1000,0
1,2,1020合　　庫,30.80,3000,1000
2,3,1020合　　庫,30.85,4000,1000
3,4,1020合　　庫,30.90,5000,0
4,5,1020合　　庫,30.95,6000,0
5,6,1020合　　庫,31.00,6000,0
6,7,1021合庫台中,30.75,1000,0
7,8,1021合庫台中,30.80,2000,1000
8,9,1021合庫台中,30.85,21000,0
9,10,1021合庫台中,30.90,1000,5000
10,11,1021合庫台中,30.95,1000,0
11,12,1022合庫台南,30.95,0,1000
12,13,1023合庫高雄,30.85,0,4000
13,14,1023合庫高雄,30.90,0,4000
14,15,1023合庫高雄,31.00,0,2000
15,16,1025合庫基隆,30.80,0,1000
16,17,1028合庫彰化,30.85,0,2000
17,18,1028合庫彰化,30.95,0,2000
18,19,1029合庫鳳山,30.80,0,5000
19,20,1029合庫鳳山,30.95,0,5000
20,21,102A合庫新竹,30.80,1000,3000
21,22,102C合庫自強,30.90,1000,0
22,23,102C合庫自強,30.95,1000,1000
23,24,102C合庫自強,31.00,0,4000
24,25,102E合庫桃園,31.00,0,10000
25,26,102F合庫西台,30.85,1000,0
26,27,1030土　　銀,30.80,10000,525
27,28,1030土　　銀,30.95,0,1000
28,29,1034土銀嘉義,30.95,0,1000
29,30,1035土銀新竹,30.75,0,2000
30,31,1035土銀新竹,30.90,0,1000
31,32,1039土銀士林,31.00,0,2000
32,33,103F土銀南港,30.75,0,10000
33,34,103F土銀南港,30.80,1000,0
34,35,1040臺    銀,30.70,1000,0
35,36,1040臺    銀,30.75,13000,0
36,37,1040臺    銀,30.80,31000,1000
37,38,1040臺    銀,30.85,37000,0
38,39,1040臺    銀,30.90,19000,9000
39,40,1040臺    銀,30.95,35000,7000
40,41,1040臺    銀,31.00,18000,7000
41,42,1041臺銀鳳山,30.75,2000,120
42,43,1041臺銀鳳山,30.80,2000,2450
43,44,1041臺銀鳳山,30.85,5000,0
44,45,1041臺銀鳳山,30.90,4000,0
45,46,1041臺銀鳳山,30.95,1000,0
46,47,1042臺銀臺南,30.75,2000,0
47,48,1042臺銀臺南,30.85,0,1000
48,49,1042臺銀臺南,30.90,1000,0
49,50,1043臺銀民權,30.80,125,0
50,51,1043臺銀民權,30.85,1000,0
51,52,1043臺銀民權,30.90,0,1000
52,53,1043臺銀民權,30.95,1000,0
53,54,1043臺銀民權,31.00,0,1000
54,55,1045臺銀新竹,30.75,0,4000
55,56,1045臺銀新竹,30.80,0,1000
56,57,1045臺銀新竹,30.95,1000,0
57,58,104A臺銀臺中,30.70,1000,10000
58,59,104A臺銀臺中,30.90,0,1000
59,60,104C臺銀高雄,30.80,1000,0
60,61,104C臺銀高雄,30.85,1000,0
61,62,104D臺銀金山,30.75,1000,0
62,63,104D臺銀金山,30.80,1000,0
63,64,104D臺銀金山,30.95,0,3000
64,65,104D臺銀金山,31.00,0,1000
65,66,1110企    銀,31.00,0,2000
66,67,111A企銀民雄,30.85,0,5000
67,68,111E企銀桃園,30.90,0,2000
68,69,111E企銀桃園,30.95,1000,0
69,70,111E企銀桃園,31.00,0,2000
70,71,1160日    盛,31.05,0,4000
71,72,1160日    盛,31.15,0,2000
72,73,1162日盛台南,30.85,1000,0
73,74,1162日盛台南,30.95,1000,0
74,75,1163日盛台中,30.80,1000,0
75,76,1163日盛台中,30.85,5000,0
76,77,1163日盛台中,30.95,0,5000
77,78,1165日盛板橋,31.00,0,1000
78,79,1166日盛雙和,30.80,1000,0
79,80,1166日盛雙和,30.85,2000,0
80,81,1166日盛雙和,30.95,2000,0
81,82,1167日盛嘉義,30.80,1000,0
82,83,1167日盛嘉義,30.90,2000,0
83,84,1167日盛嘉義,31.00,0,5000
84,85,1168日盛高雄,30.80,3000,0
85,86,1168日盛高雄,30.95,0,19000
86,87,1168日盛高雄,31.00,0,1000
87,88,1169日盛士林,30.85,1000,0
88,89,1169日盛士林,31.00,0,1000
89,90,116A日盛木柵,30.85,648,0
90,91,116A日盛木柵,30.90,1000,2000
91,92,116A日盛木柵,30.95,2000,0
92,93,116b日盛園區,30.80,1000,0
93,94,116b日盛園區,30.85,1018,0
94,95,116b日盛園區,30.90,2000,0
95,96,116B日盛中壢,30.70,0,100
96,97,116B日盛中壢,30.80,5000,0
97,98,116B日盛中壢,30.90,2000,0
98,99,116B日盛中壢,31.05,0,1000
99,100,116c日盛豐原,30.75,5000,0
100,101,116F日盛員林,30.80,1000,6000
101,102,116F日盛員林,30.85,0,7000
102,103,116F日盛員林,30.90,0,6000
103,104,116g日盛龍潭,30.80,0,3000
104,105,116g日盛龍潭,31.00,0,1000
105,106,116G日盛景美,30.75,0,1000
106,107,116G日盛景美,30.80,1000,0
107,108,116G日盛景美,30.85,0,3000
108,109,116G日盛景美,30.90,0,2000
109,110,116H日盛新竹,30.75,1000,0
110,111,116H日盛新竹,30.90,10000,0
111,112,116H日盛新竹,30.95,3000,0
112,113,116H日盛新竹,31.00,0,1000
113,114,116i日盛樹林,30.80,0,6000
114,115,116I日盛南京,30.90,0,5000
115,116,116j日盛頭份,30.85,0,1200
116,117,116j日盛頭份,30.90,0,3000
117,118,116j日盛頭份,30.95,0,1000
118,119,116j日盛頭份,31.05,0,1000
119,120,116J日盛中山,30.70,2000,0
120,121,116J日盛中山,30.95,0,1000
121,122,116J日盛中山,31.00,0,1000
122,123,116k日盛北高,30.75,6000,0
123,124,116k日盛北高,30.95,0,1000
124,125,116k日盛北高,31.00,0,2000
125,126,116K日盛花蓮,30.70,4000,0
126,127,116K日盛花蓮,30.80,2000,0
127,128,116L日盛大墩,30.80,100,0
128,129,116L日盛大墩,30.90,0,5000
129,130,116L日盛大墩,31.00,0,2000
130,131,116m日盛和美,30.75,5000,3000
131,132,116m日盛和美,30.80,6000,0
132,133,116M日盛屏東,30.80,2000,1000
133,134,116M日盛屏東,30.85,1000,0
134,135,116M日盛屏東,30.90,0,1000
135,136,116N日盛永康,30.80,6000,7000
136,137,116N日盛永康,30.90,100,0
137,138,116N日盛永康,30.95,0,1000
138,139,116N日盛永康,31.05,0,5000
139,140,116Q日盛二林,30.95,1000,0
140,141,116r日盛文化,30.75,0,1000
141,142,116s日盛土城,31.00,1000,0
142,143,116S日盛新莊,30.90,0,1000
143,144,116U日盛桃園,30.85,0,14000
144,145,116X日盛宜蘭,30.80,1000,0
145,146,116X日盛宜蘭,30.95,0,2000
146,147,116Z日盛中和,30.90,1000,1000
147,148,116Z日盛中和,31.00,0,10000
148,149,1260宏    遠,30.80,0,20000
149,150,126i宏遠光隆,30.80,10000,0
150,151,126L宏遠台中,30.70,1000,0
151,152,126L宏遠台中,30.80,1000,0
152,153,126Q宏遠高雄,30.80,0,1000
153,154,126U宏遠館前,30.95,100,0
154,155,1380台灣匯立,30.70,0,5000
155,156,1380台灣匯立,30.75,0,45000
156,157,1380台灣匯立,30.80,0,43000
157,158,1380台灣匯立,30.85,0,62000
158,159,1380台灣匯立,30.90,0,43000
159,160,1380台灣匯立,30.95,0,69000
160,161,1380台灣匯立,31.10,0,2000
161,162,1440美林,30.70,0,1000
162,163,1440美林,30.75,3000,9000
163,164,1440美林,30.80,6000,22000
164,165,1440美林,30.85,83000,74000
165,166,1440美林,30.90,5000,15000
166,167,1440美林,30.95,6000,58000
167,168,1440美林,31.00,0,3000
168,169,1440美林,31.05,0,20000
169,170,1440美林,31.15,0,10000
170,171,1470台灣摩根,30.75,1000,2000
171,172,1470台灣摩根,30.80,2000,7000
172,173,1470台灣摩根,30.85,1000,1000
173,174,1470台灣摩根,30.90,1000,1000
174,175,1470台灣摩根,30.95,1000,5000
175,176,1480美商高盛,30.70,0,17000
176,177,1480美商高盛,30.75,3000,40000
177,178,1480美商高盛,30.80,44000,24000
178,179,1480美商高盛,30.85,7000,19000
179,180,1480美商高盛,30.90,6000,10000
180,181,1480美商高盛,30.95,84000,34000
181,182,1480美商高盛,31.00,2000,0
182,183,1480美商高盛,31.15,5000,0
183,184,1520瑞士信貸,30.75,2000,21000
184,185,1520瑞士信貸,30.80,2000,38000
185,186,1520瑞士信貸,30.85,1000,27000
186,187,1520瑞士信貸,30.90,0,18000
187,188,1520瑞士信貸,30.95,0,26000
188,189,1520瑞士信貸,31.05,0,4000
189,190,1520瑞士信貸,31.15,0,4000
190,191,1560港商野村,30.80,0,6000
191,192,1560港商野村,30.85,0,6000
192,193,1560港商野村,30.95,0,5000
193,194,1590花旗環球,30.75,11000,0
194,195,1590花旗環球,30.80,21000,0
195,196,1590花旗環球,30.85,8000,0
196,197,1590花旗環球,30.90,6000,0
197,198,1590花旗環球,30.95,17000,8000
198,199,1590花旗環球,31.15,0,4000
199,200,1650瑞銀,30.75,18000,8000
200,201,1650瑞銀,30.80,163000,6000
201,202,1650瑞銀,30.85,128000,20000
202,203,1650瑞銀,30.90,85000,40000
203,204,1650瑞銀,30.95,6000,3000
204,205,1650瑞銀,31.00,329000,0
205,206,1650瑞銀,31.05,65000,13000
206,207,1650瑞銀,31.10,0,6000
207,208,2180亞    東,30.80,1000,0
208,209,2180亞    東,30.85,16000,0
209,210,2180亞    東,30.90,1000,0
210,211,2184亞東新竹,30.75,663,0
211,212,2184亞東新竹,30.80,37,0
212,213,2185亞東台南,30.95,0,3000
213,214,2185亞東台南,31.05,0,1000
214,215,5050大    展,30.75,120,2000
215,216,5058大展台南,30.80,0,2000
216,217,5058大展台南,31.15,0,2000
217,218,5260美    好,30.75,2000,0
218,219,5260美    好,30.80,3000,0
219,220,5260美    好,30.85,3000,0
220,221,5260美    好,30.90,4000,0
221,222,5260美    好,30.95,9000,0
222,223,5260美    好,31.00,5000,0
223,224,5261美好蘆洲,30.85,0,20000
224,225,5261美好蘆洲,30.95,1000,0
225,226,5262美好楊梅,30.80,1000,0
226,227,5262美好楊梅,30.95,1000,0
227,228,5263美好泰山,31.00,0,3000
228,229,5265美好苗栗,30.95,0,2000
229,230,5265美好苗栗,31.00,0,2000
230,231,5266美好中壢,30.75,18000,0
231,232,5266美好中壢,30.85,1000,0
232,233,5266美好中壢,30.95,1000,0
233,234,5267美好基隆,30.80,100,0
234,235,5268美好台南,30.80,1000,0
235,236,526K美好富順,30.85,0,4000
236,237,526K美好富順,30.90,1000,4000
237,238,526K美好富順,30.95,0,2000
238,239,5320高    橋,30.90,2000,0
239,240,5321高橋龍潭,30.70,0,450
240,241,5321高橋龍潭,30.90,6000,0
241,242,5323高橋內壢,30.75,3000,0
242,243,5380第一金證,30.75,1000,0
243,244,5380第一金證,30.80,36000,0
244,245,5380第一金證,30.85,40000,0
245,246,5380第一金證,30.90,67000,0
246,247,5380第一金證,30.95,115000,0
247,248,5380第一金證,31.00,54000,0
248,249,5381第一員林,30.85,0,2000
249,250,5381第一員林,30.90,0,2000
250,251,5382第一台中,30.75,0,2000
251,252,5382第一台中,30.90,0,1000
252,253,5382第一台中,31.00,0,3000
253,254,5383第一高雄,30.80,0,10000
254,255,5384第一台南,30.95,0,1400
255,256,5385第一桃園,30.70,0,1000
256,257,5385第一桃園,30.90,0,5000
257,258,5385第一桃園,30.95,5000,40000
258,259,5386第一彰化,30.90,1000,0
259,260,5386第一彰化,31.00,0,1000
260,261,5389第一中山,31.00,0,1000
261,262,538A第一新興,30.75,22000,0
262,263,538A第一新興,30.80,0,4000
263,264,538A第一新興,30.85,0,3000
264,265,538A第一新興,30.90,0,11000
265,266,538A第一新興,30.95,0,1000
266,267,538A第一新興,31.00,0,1000
267,268,538A第一新興,31.05,0,1000
268,269,538A第一新興,31.10,1000,0
269,270,538B第一新竹,30.90,0,188
270,271,538B第一新竹,30.95,0,5000
271,272,538B第一新竹,31.00,0,10000
272,273,538C第一光復,30.70,2000,0
273,274,538C第一光復,30.85,0,2000
274,275,538D第一忠孝,30.90,5000,0
275,276,538E第一自由,30.75,0,5000
276,277,538E第一自由,30.80,0,24000
277,278,538E第一自由,30.95,1000,0
278,279,538E第一自由,31.00,0,3000
279,280,538I第一頭份,30.80,0,1000
