,序號,券商,價格,買進股數,賣出股數
0,1,1020合　　庫,31.35,0,1000
1,2,1028合庫彰化,31.15,4000,0
2,3,1032土銀台南,31.05,1000,0
3,4,1032土銀台南,31.30,1000,0
4,5,1041臺銀鳳山,31.15,0,2000
5,6,1042臺銀臺南,31.10,1000,0
6,7,104A臺銀臺中,31.15,1000,0
7,8,104C臺銀高雄,31.25,0,1000
8,9,1166日盛雙和,31.10,0,2000
9,10,1166日盛雙和,31.15,2000,0
10,11,116B日盛中壢,31.15,0,1000
11,12,116c日盛豐原,31.20,0,1000
12,13,116G日盛景美,31.10,5000,0
13,14,116G日盛景美,31.25,1000,0
14,15,116G日盛景美,31.30,1000,0
15,16,116G日盛景美,31.40,100,0
16,17,116k日盛北高,31.10,0,1000
17,18,116M日盛屏東,31.30,5000,0
18,19,116S日盛新莊,31.05,2000,0
19,20,116S日盛新莊,31.10,2000,0
20,21,116S日盛新莊,31.20,2000,0
21,22,116S日盛新莊,31.45,0,2000
22,23,116X日盛宜蘭,31.10,1000,0
23,24,116Z日盛中和,31.30,1000,0
24,25,126U宏遠館前,31.30,3,0
25,26,1440美林,31.15,0,1000
26,27,1440美林,31.20,0,1000
27,28,1440美林,31.25,1000,0
28,29,1470台灣摩根,31.05,0,1000
29,30,1470台灣摩根,31.10,0,4000
30,31,1470台灣摩根,31.15,0,7000
31,32,1470台灣摩根,31.20,0,4000
32,33,1470台灣摩根,31.25,0,1000
33,34,1480美商高盛,31.10,0,1000
34,35,1480美商高盛,31.15,0,1000
35,36,1480美商高盛,31.25,0,1000
36,37,1520瑞士信貸,31.15,0,3000
37,38,1590花旗環球,31.05,0,3000
38,39,1650瑞銀,31.05,0,1000
39,40,1650瑞銀,31.35,0,2000
40,41,2180亞    東,31.10,10000,0
41,42,5263美好泰山,31.10,3000,0
42,43,5265美好苗栗,31.35,0,1000
43,44,5321高橋龍潭,31.10,0,10000
44,45,538E第一自由,31.30,4000,0
45,46,538E第一自由,31.35,5000,0
46,47,538E第一自由,31.45,2000,0
47,48,538E第一自由,31.50,1000,0
48,49,538E第一自由,31.55,8000,0
49,50,5660日    進,31.05,2000,0
50,51,5855統一台南,31.05,6000,0
51,52,5856統一台中,31.10,2000,0
52,53,5856統一台中,31.15,1000,0
53,54,5856統一台中,31.20,0,2000
54,55,5859統一屏東,31.05,0,1000
55,56,5859統一屏東,31.35,1000,0
56,57,585U統一南京,31.10,7000,0
57,58,585Z統一松江,31.15,0,1000
58,59,5861盈溢籬子內,31.15,0,1000
59,60,5922元富新店,31.20,1000,0
60,61,592E元富城中,31.30,0,2
61,62,592g元富中原,31.25,0,1000
62,63,592I元富嘉義,31.15,3000,0
63,64,592n元富西松,31.10,1000,0
64,65,592n元富西松,31.15,0,1000
65,66,592X元富草屯,31.10,5000,0
66,67,601d亞鑫豐,31.55,0,3000
67,68,616A中信中壢,31.35,1000,0
68,69,6460大    昌,31.10,0,1
69,70,6463大昌新竹,31.30,0,1000
70,71,6915德信和平,31.15,2000,0
71,72,6950福    勝,31.05,5000,0
72,73,6950福    勝,31.10,5000,0
73,74,6950福    勝,31.15,15000,0
74,75,6950福    勝,31.20,10000,0
75,76,6950福    勝,31.25,10000,0
76,77,700Z兆豐高雄,31.20,1000,0
77,78,7032致和佳里,31.25,10000,0
78,79,7034致和金華,31.20,0,4000
79,80,7038致和南京,31.15,1000,0
80,81,7798國票內壢,31.05,0,1000
81,82,7798國票內壢,31.35,1000,0
82,83,8150台    新,31.05,2000,0
83,84,8150台    新,31.10,2000,0
84,85,8150台    新,31.15,2000,0
85,86,8150台    新,31.55,0,2000
86,87,815B台新台中,31.05,0,5000
87,88,815B台新台中,31.15,0,2000
88,89,8381安泰大發,31.10,1000,0
89,90,8440摩根大通,31.05,0,2000
90,91,8440摩根大通,31.10,0,6000
91,92,8440摩根大通,31.15,2000,12000
92,93,8440摩根大通,31.20,0,4000
93,94,8440摩根大通,31.25,0,4000
94,95,8440摩根大通,31.30,0,2000
95,96,845D康和板橋,31.35,0,1
96,97,8560新    光,31.05,0,1000
97,98,8560新    光,31.30,1000,0
98,99,8562新光高雄,31.30,0,1000
99,100,8565新光桃園,31.10,2000,0
100,101,8581聯邦高雄,31.25,0,2000
101,102,8588聯邦富強,31.20,5000,0
102,103,884A玉山士林,31.05,0,4000
103,104,884A玉山士林,31.15,1000,0
104,105,884J玉山大里,31.25,0,1000
105,106,8881國泰高雄,31.15,0,5000
106,107,8882國泰台中,31.05,1000,0
107,108,8882國泰台中,31.15,1000,0
108,109,8882國泰台中,31.20,1000,0
109,110,8882國泰台中,31.25,1000,0
110,111,8882國泰台中,31.30,0,1
111,112,8882國泰台中,31.40,0,130
112,113,8888國泰敦南,31.10,2000,0
113,114,8888國泰敦南,31.15,1000,0
114,115,8888國泰敦南,31.20,0,4000
115,116,8888國泰敦南,31.30,0,2000
116,117,9131群益民權,31.70,1,0
117,118,9134群益開元,31.10,0,10000
118,119,913U群益崇德,31.15,1000,5000
119,120,9183群益高雄,31.35,0,2000
120,121,918A群益中壢,31.10,1000,0
121,122,918D群益東門,31.15,1000,0
122,123,918L群益建成,31.20,3000,0
123,124,918M群益嘉義,31.20,1000,0
124,125,9202凱基中港,31.20,0,1000
125,126,9205凱基三重,31.20,10000,0
126,127,9208凱基桃園,31.10,3000,0
127,128,9209凱基岡山,31.20,0,1000
128,129,920D凱基市府,31.10,1000,0
129,130,920E凱基東門,31.20,1000,0
130,131,920H凱基基隆,31.35,0,1000
131,132,920W凱基大里,31.20,2000,0
132,133,921C凱基民權,31.15,0,2000
133,134,9227凱基城中,31.30,1000,0
134,135,9257凱基林口,31.15,0,3000
135,136,9268凱基台北,31.05,6000,0
136,137,9268凱基台北,31.10,0,4000
137,138,9268凱基台北,31.20,1000,0
138,139,9268凱基台北,31.25,1000,1000
139,140,9268凱基台北,31.30,1000,5000
140,141,9272凱基竹科,31.20,0,1000
141,142,9272凱基竹科,31.25,0,1000
142,143,9274凱基鳳山,31.15,1000,0
143,144,9274凱基鳳山,31.25,1000,0
144,145,9283凱基北門,31.15,0,1000
145,146,9283凱基北門,31.30,0,1000
146,147,9296凱基頭份,31.15,0,1000
147,148,9297凱基文心,31.10,2000,0
148,149,9300華南永昌,31.35,1,0
149,150,9303華南高雄,31.40,0,2
150,151,9308華南麻豆,31.50,0,1000
151,152,9314華南嘉義,31.15,0,1000
152,153,9315華南苑裡,31.10,0,100
153,154,9333華南長虹,31.10,1000,0
154,155,9337華南內壢,31.30,1000,0
155,156,9604富邦陽明,31.10,32,1000
156,157,9608富邦台東,31.10,69,0
157,158,9621富邦花蓮,31.05,4000,0
158,159,9621富邦花蓮,31.20,0,2000
159,160,9636富邦中壢,31.40,95,63
160,161,9647富邦新竹,31.10,8000,0
161,162,9654富邦永和,31.20,2000,0
162,163,9658富邦建國,31.15,0,1000
163,164,9658富邦建國,31.70,0,1
164,165,9659富邦高雄,31.25,0,2000
165,166,965K富邦台中,31.20,5000,0
166,167,965K富邦台中,31.35,0,1000
167,168,9686富邦宜蘭,31.05,0,12000
168,169,9686富邦宜蘭,31.10,0,3000
169,170,9800元大,31.20,1000,0
170,171,9800元大,31.55,0,1000
171,172,980C元大斗六,31.25,0,1000
