,序號,券商,價格,買進股數,賣出股數
0,1,1020合　　庫,160.00,1000,0
1,2,1020合　　庫,160.50,3000,0
2,3,1020合　　庫,161.00,1000,0
3,4,1021合庫台中,160.50,1000,0
4,5,1021合庫台中,161.50,100,0
5,6,1022合庫台南,160.50,1000,0
6,7,1023合庫高雄,160.00,2000,0
7,8,1028合庫彰化,160.50,1000,0
8,9,1029合庫鳳山,162.00,40,0
9,10,102A合庫新竹,162.00,1000,0
10,11,102C合庫自強,160.50,3000,0
11,12,102C合庫自強,161.00,1000,0
12,13,102E合庫桃園,161.00,1000,0
13,14,102F合庫西台,160.50,1000,0
14,15,1031土銀台中,160.50,3000,0
15,16,1033土銀高雄,160.50,1000,0
16,17,1035土銀新竹,160.50,5000,0
17,18,1036土銀玉里,160.50,1000,0
18,19,1036土銀玉里,161.00,0,1000
19,20,1039土銀士林,160.00,1000,0
20,21,103A土銀建國,160.50,1000,0
21,22,103B土銀彰化,160.50,1000,0
22,23,1040臺    銀,160.50,6000,1000
23,24,1040臺    銀,161.00,1000,5000
24,25,1040臺    銀,161.50,18,0
25,26,1040臺    銀,162.50,0,1000
26,27,1041臺銀鳳山,160.50,2000,0
27,28,1041臺銀鳳山,161.00,1010,0
28,29,1041臺銀鳳山,162.00,10,0
29,30,1041臺銀鳳山,163.00,1020,0
30,31,1041臺銀鳳山,163.50,10,0
31,32,1042臺銀臺南,161.50,2000,0
32,33,1042臺銀臺南,162.00,1000,0
33,34,1043臺銀民權,160.00,1000,0
34,35,1043臺銀民權,160.50,1000,0
35,36,1045臺銀新竹,160.50,1000,0
36,37,1045臺銀新竹,161.00,66,0
37,38,1045臺銀新竹,161.50,30,1000
38,39,1045臺銀新竹,162.00,1000,0
39,40,1045臺銀新竹,163.00,1000,0
40,41,104A臺銀臺中,160.50,0,1000
41,42,104A臺銀臺中,161.00,100,0
42,43,104A臺銀臺中,161.50,100,0
43,44,104A臺銀臺中,162.00,168,0
44,45,104A臺銀臺中,163.00,1000,0
45,46,104A臺銀臺中,163.50,150,0
46,47,104C臺銀高雄,160.00,1000,0
47,48,104C臺銀高雄,161.00,1000,0
48,49,104C臺銀高雄,162.00,1000,0
49,50,104C臺銀高雄,163.00,1050,0
50,51,104D臺銀金山,160.00,1000,0
51,52,104D臺銀金山,160.50,2000,0
52,53,104D臺銀金山,162.00,100,0
53,54,1111企銀台中,162.00,0,600
54,55,1117企銀竹北,161.00,1000,0
55,56,111B台企建成,160.50,1000,0
56,57,111B台企建成,164.00,1000,0
57,58,111E企銀桃園,160.50,0,6000
58,59,111G企銀埔墘,162.00,0,1000
59,60,1160日    盛,160.50,1000,0
60,61,1160日    盛,161.50,11100,0
61,62,1161日盛忠孝,161.00,1000,0
62,63,1162日盛台南,160.50,0,1000
63,64,1162日盛台南,161.50,250,0
64,65,1162日盛台南,163.00,1000,0
65,66,1163日盛台中,160.50,0,1000
66,67,1164日盛內湖,160.50,0,1000
67,68,1164日盛內湖,162.00,1300,0
68,69,1165日盛板橋,160.50,2000,5000
69,70,1165日盛板橋,161.00,0,10000
70,71,1166日盛雙和,160.00,1000,0
71,72,1166日盛雙和,160.50,2000,2000
72,73,1166日盛雙和,161.00,3000,0
73,74,1168日盛高雄,162.50,1000,0
74,75,116A日盛木柵,160.00,0,1000
75,76,116A日盛木柵,160.50,1000,0
76,77,116A日盛木柵,161.00,2000,1000
77,78,116b日盛園區,160.00,0,1000
78,79,116b日盛園區,161.50,1000,0
79,80,116c日盛豐原,160.50,0,9000
80,81,116c日盛豐原,161.50,10000,0
81,82,116C日盛八德,160.50,1000,0
82,83,116C日盛八德,161.00,1006,2000
83,84,116C日盛八德,162.50,1000,0
84,85,116C日盛八德,164.00,1000,0
85,86,116d日盛三峽,161.00,0,50
86,87,116d日盛三峽,161.50,5000,0
87,88,116e日盛竹北,160.50,0,77000
88,89,116E日盛三重,160.50,1000,0
89,90,116F日盛員林,160.00,1000,0
90,91,116F日盛員林,160.50,0,5000
91,92,116F日盛員林,161.00,3000,5000
92,93,116g日盛龍潭,160.50,1000,0
93,94,116G日盛景美,160.50,1000,0
94,95,116G日盛景美,161.00,1040,0
95,96,116G日盛景美,162.00,10,0
96,97,116G日盛景美,162.50,1000,0
97,98,116G日盛景美,164.00,0,1000
98,99,116H日盛新竹,160.50,1000,3000
99,100,116H日盛新竹,161.00,2000,1000
100,101,116H日盛新竹,161.50,0,1000
101,102,116H日盛新竹,162.00,2000,0
102,103,116I日盛南京,161.50,100,0
103,104,116j日盛頭份,160.50,1000,0
104,105,116j日盛頭份,161.50,1000,0
105,106,116j日盛頭份,162.00,100,0
106,107,116j日盛頭份,162.50,100,0
107,108,116j日盛頭份,163.50,200,0
108,109,116k日盛北高,161.00,1001,0
109,110,116k日盛北高,163.50,100,0
110,111,116K日盛花蓮,160.50,0,1000
111,112,116K日盛花蓮,163.50,1000,0
112,113,116L日盛大墩,160.00,1000,0
113,114,116L日盛大墩,162.50,1000,0
114,115,116P日盛信義,161.00,0,4000
115,116,116r日盛文化,160.00,1000,0
116,117,116r日盛文化,161.00,0,1200
117,118,116s日盛土城,160.00,1000,0
118,119,116S日盛新莊,160.00,1000,0
119,120,116S日盛新莊,162.00,1000,0
120,121,116V日盛斗六,160.50,2000,0
121,122,116V日盛斗六,161.00,50,0
122,123,116W日盛鳳山,160.50,1000,0
123,124,116W日盛鳳山,161.00,1000,0
124,125,116W日盛鳳山,162.50,1000,0
125,126,116Z日盛中和,160.50,2000,1000
126,127,116Z日盛中和,163.00,1000,0
127,128,1230彰    銀,161.50,0,2000
128,129,1261宏遠民生,161.00,0,2000
129,130,126i宏遠光隆,163.00,1000,0
130,131,126L宏遠台中,160.00,1000,0
131,132,126Q宏遠高雄,160.50,1000,0
132,133,126Q宏遠高雄,161.50,10,0
133,134,126Q宏遠高雄,163.00,10,0
134,135,126U宏遠館前,161.00,4,0
135,136,1360港麥格理,161.00,12000,0
136,137,1440美林,160.50,2000,13000
137,138,1440美林,161.00,9000,33000
138,139,1440美林,161.50,0,2000
139,140,1440美林,162.00,0,15000
140,141,1440美林,162.50,0,1000
141,142,1440美林,163.50,0,2000
142,143,1440美林,164.00,0,1000
143,144,1470台灣摩根,160.00,0,1000
144,145,1470台灣摩根,160.50,1000,25000
145,146,1470台灣摩根,161.00,1000,57000
146,147,1470台灣摩根,161.50,0,3000
147,148,1470台灣摩根,162.00,0,9000
148,149,1470台灣摩根,162.50,0,6000
149,150,1470台灣摩根,163.50,0,2000
150,151,1470台灣摩根,164.00,0,1000
151,152,1480美商高盛,160.00,0,20000
152,153,1480美商高盛,160.50,0,51000
153,154,1480美商高盛,161.00,0,35000
154,155,1480美商高盛,161.50,0,31000
155,156,1480美商高盛,162.00,0,15000
156,157,1480美商高盛,162.50,0,9000
157,158,1480美商高盛,163.00,0,5000
158,159,1480美商高盛,163.50,0,5000
159,160,1480美商高盛,164.00,0,3000
160,161,1520瑞士信貸,160.00,0,7000
161,162,1520瑞士信貸,160.50,0,41000
162,163,1520瑞士信貸,161.00,0,36000
163,164,1520瑞士信貸,161.50,0,10000
164,165,1520瑞士信貸,162.00,499,39000
165,166,1520瑞士信貸,162.50,0,11000
166,167,1520瑞士信貸,163.00,0,37000
167,168,1520瑞士信貸,163.50,0,4000
168,169,1520瑞士信貸,164.00,0,3000
169,170,1570港商法興,162.00,4000,0
170,171,1650瑞銀,160.50,27000,0
171,172,1650瑞銀,161.00,100000,0
172,173,1650瑞銀,161.50,39000,15000
173,174,1650瑞銀,162.00,48000,22000
