,序號,券商,價格,買進股數,賣出股數
0,1,1022合庫台南,164.00,1000,0
1,2,1023合庫高雄,164.00,1000,0
2,3,1023合庫高雄,164.50,1000,0
3,4,1025合庫基隆,162.50,1000,0
4,5,102A合庫新竹,162.50,1000,0
5,6,102G合庫三重,164.00,1000,0
6,7,1030土　　銀,164.00,2000,0
7,8,1032土銀台南,163.50,1000,0
8,9,1035土銀新竹,164.00,1000,0
9,10,1040臺    銀,164.00,1000,0
10,11,1040臺    銀,164.50,5000,0
11,12,1041臺銀鳳山,163.50,1000,0
12,13,1042臺銀臺南,164.00,0,1000
13,14,1043臺銀民權,164.00,0,1000
14,15,1045臺銀新竹,162.00,0,2000
15,16,1045臺銀新竹,163.50,1000,0
16,17,104A臺銀臺中,164.00,100,0
17,18,104A臺銀臺中,164.50,668,0
18,19,104C臺銀高雄,164.50,10,0
19,20,104D臺銀金山,164.50,100,0
20,21,1161日盛忠孝,164.00,0,1000
21,22,1161日盛忠孝,164.50,1000,0
22,23,1162日盛台南,162.00,2000,0
23,24,1162日盛台南,162.50,0,1000
24,25,1162日盛台南,163.00,2000,0
25,26,1165日盛板橋,164.00,4000,0
26,27,1166日盛雙和,164.50,50,0
27,28,1167日盛嘉義,163.50,10000,0
28,29,1169日盛士林,164.00,0,1000
29,30,116A日盛木柵,164.00,0,2000
30,31,116b日盛園區,163.50,0,10000
31,32,116B日盛中壢,164.50,6000,0
32,33,116B日盛中壢,165.50,0,1000
33,34,116C日盛八德,163.50,0,1000
34,35,116C日盛八德,164.00,0,1000
35,36,116E日盛三重,164.00,1000,0
36,37,116H日盛新竹,164.00,1000,0
37,38,116M日盛屏東,163.50,4000,0
38,39,116r日盛文化,163.00,0,1000
39,40,116V日盛斗六,162.50,0,1000
40,41,116W日盛鳳山,164.50,50,0
41,42,1230彰    銀,162.50,0,2000
42,43,1230彰    銀,164.00,1000,0
43,44,1260宏    遠,164.00,0,2000
44,45,1260宏    遠,165.50,0,1000
45,46,126U宏遠館前,164.00,2000,0
46,47,1440美林,162.00,1000,2000
47,48,1440美林,162.50,0,11000
48,49,1440美林,163.00,1000,14000
49,50,1440美林,163.50,0,25000
50,51,1440美林,164.00,2000,35000
51,52,1440美林,164.50,10000,17000
52,53,1440美林,165.50,43000,12000
53,54,1470台灣摩根,163.50,0,1000
54,55,1470台灣摩根,164.00,1000,1000
55,56,1470台灣摩根,164.50,0,1000
56,57,1470台灣摩根,165.50,0,30000
57,58,1480美商高盛,162.00,1000,0
58,59,1480美商高盛,163.00,2000,1000
59,60,1480美商高盛,163.50,1000,3000
60,61,1480美商高盛,164.00,26000,1000
61,62,1480美商高盛,164.50,0,2000
62,63,1480美商高盛,165.50,1000,1000
63,64,1520瑞士信貸,162.50,0,2000
64,65,1520瑞士信貸,163.00,0,3000
65,66,1520瑞士信貸,164.00,0,34000
66,67,1520瑞士信貸,164.50,0,10000
67,68,1560港商野村,164.00,0,157
68,69,1650瑞銀,162.50,3000,1000
69,70,1650瑞銀,163.00,27000,2000
70,71,1650瑞銀,163.50,16000,0
71,72,1650瑞銀,164.00,120000,13000
72,73,1650瑞銀,164.50,16000,0
73,74,1650瑞銀,165.50,35000,0
74,75,2180亞    東,164.00,0,2000
75,76,2180亞    東,164.50,5,0
76,77,5110富    隆,165.50,0,1000
77,78,5269美好台中,165.50,0,1000
78,79,5320高    橋,165.50,0,1000
79,80,5380第一金證,163.50,1000,0
80,81,5383第一高雄,162.00,0,2000
81,82,5384第一台南,163.00,1000,0
82,83,5384第一台南,164.50,10,1000
83,84,5387第一澎湖,163.00,1000,0
84,85,538E第一自由,165.50,0,1000
85,86,538I第一頭份,164.50,10,0
86,87,538N第一豐原,164.50,10,0
87,88,5604永興大墩,162.50,1000,0
88,89,5850統    一,164.00,5000,1000
89,90,5850統    一,164.50,2000,0
90,91,5851統一高雄,165.50,0,1000
91,92,5852統一敦南,164.00,1000,2000
92,93,5853統一中壢,163.50,0,1000
93,94,5855統一台南,164.50,1000,2000
94,95,5856統一台中,164.00,1000,0
95,96,5856統一台中,164.50,0,1000
96,97,5857統一新竹,164.50,100,0
97,98,585B統一永和,164.50,0,15
98,99,585c統一仁愛,164.50,1000,0
99,100,585D統一新台中,164.00,0,1000
100,101,585F統一彰化,163.00,1000,0
101,102,585g統一平鎮,165.50,0,1000
102,103,585I統一員林,162.50,1000,0
103,104,585I統一員林,164.00,0,1000
104,105,585Q統一三多,163.50,0,2000
105,106,585Q統一三多,164.00,0,1000
106,107,5921元富高雄,163.00,0,1000
107,108,5922元富新店,162.00,1000,0
108,109,5922元富新店,165.50,0,1000
109,110,5923元富三重,165.50,0,500
110,111,5925元富台中,164.50,0,1000
111,112,5927元富林園,164.00,1000,0
112,113,5927元富林園,165.50,0,1000
113,114,5929元富台南,164.00,25,0
114,115,5929元富台南,164.50,25,0
115,116,5929元富台南,165.50,200,1000
116,117,592I元富嘉義,163.50,8000,0
117,118,592l元富大裕,163.00,0,1000
118,119,592l元富大裕,164.00,0,1000
119,120,592L元富中壢,165.50,23,0
120,121,592M元富彰化,163.50,1000,0
121,122,592M元富彰化,165.50,0,1000
122,123,592n元富西松,164.50,3000,0
123,124,592N元富虎尾,165.50,89,0
124,125,592o元富新興,164.00,0,1000
125,126,592o元富新興,165.50,0,6000
126,127,592P元富同大,164.50,200,0
127,128,592P元富同大,165.50,0,1000
128,129,592r元富城東,164.50,1000,0
129,130,592S元富基隆,163.50,0,1000
130,131,592V元富民權,163.50,1000,0
131,132,592V元富民權,164.00,2000,0
132,133,592X元富草屯,165.50,0,1000
133,134,592z元富文心,162.50,0,1000
134,135,592z元富文心,164.00,1000,0
135,136,592Z元富安南,165.50,0,2000
136,137,6012★亞網路,163.50,1000,0
137,138,6012★亞網路,164.00,1000,0
138,139,601d亞鑫豐,162.00,1000,0
139,140,601d亞鑫豐,162.50,2000,0
140,141,601d亞鑫豐,163.00,3000,0
141,142,601d亞鑫豐,164.50,150,1056
142,143,601d亞鑫豐,165.50,1000,4000
143,144,6114中銀員林,164.50,1000,0
144,145,611A中銀豐原,164.00,18000,0
145,146,6160中國信託,164.50,0,2000
146,147,6163中信託永,162.00,0,1000
147,148,6163中信託永,163.00,0,1000
148,149,6164中信託文,164.00,1000,0
149,150,6168中信嘉義,164.50,0,1000
150,151,616A中信中壢,164.00,0,1000
151,152,616K中信託高,163.50,3000,0
152,153,616K中信託高,164.00,0,6000
153,154,6210新 百 王,164.50,0,1000
154,155,6450永    全,164.50,0,1000
155,156,6460大    昌,164.00,0,1
156,157,6460大    昌,164.50,0,1000
157,158,6463大昌新竹,165.50,0,1000
158,159,6915德信和平,162.00,0,1000
159,160,6950福    勝,164.00,0,5000
160,161,7000兆豐,162.00,0,2000
161,162,7000兆豐,164.00,100,1000
162,163,7003兆豐台中,164.00,4000,0
163,164,7005兆豐中港,164.00,2,0
164,165,7006兆豐台南,164.00,1000,1000
165,166,700D兆豐西螺,164.50,0,1000
166,167,700g兆豐南門,163.50,1000,0
167,168,700g兆豐南門,164.00,1000,0
168,169,700H兆豐東門,163.50,1000,0
169,170,700I兆豐北高,162.50,0,1000
170,171,700I兆豐北高,164.50,1000,0
171,172,700R兆豐小港,164.00,1000,0
172,173,700S兆豐大同,164.00,1000,4000
173,174,703B致和崇德,164.00,1000,0
174,175,703B致和崇德,165.50,0,100
175,176,7070豐    農,164.50,7,0
176,177,7790國票綜合,165.50,1000,0
177,178,779j國票和平,164.00,0,1000
178,179,779m國票中港,165.50,0,1000
179,180,779z國票博愛,164.50,60,0
180,181,779Z國票安和,164.00,2000,9000
181,182,779Z國票安和,165.50,0,16000
