,序號,券商,價格,買進股數,賣出股數
0,1,1020合　　庫,123.50,0,1000
1,2,1022合庫台南,123.50,24,1000
2,3,1033土銀高雄,123.00,1000,0
3,4,103C土銀白河,124.00,0,1000
4,5,1040臺    銀,123.00,4000,0
5,6,1040臺    銀,123.50,19000,0
6,7,1040臺    銀,124.00,8000,0
7,8,1043臺銀民權,123.00,0,3000
8,9,1045臺銀新竹,123.00,200,0
9,10,104A臺銀臺中,123.00,0,52
10,11,104A臺銀臺中,123.50,0,195
11,12,1111企銀台中,123.00,0,1000
12,13,1111企銀台中,124.00,1000,0
13,14,1160日    盛,123.00,1000,1000
14,15,1162日盛台南,123.00,2000,0
15,16,116i日盛樹林,123.00,100,0
16,17,116L日盛大墩,123.00,1000,0
17,18,126D宏遠台南,123.50,100,0
18,19,1440美林,123.00,9000,0
19,20,1440美林,123.50,18000,23000
20,21,1470台灣摩根,122.50,0,2000
21,22,1470台灣摩根,123.00,2000,2000
22,23,1470台灣摩根,123.50,10000,4000
23,24,1480美商高盛,123.00,0,2000
24,25,1480美商高盛,123.50,54000,11000
25,26,1520瑞士信貸,123.50,7000,1000
26,27,1520瑞士信貸,124.00,3000,0
27,28,1560港商野村,123.00,0,9000
28,29,1560港商野村,123.50,8000,11000
29,30,1590花旗環球,123.00,1000,0
30,31,1590花旗環球,123.50,4000,2000
31,32,1590花旗環球,124.00,0,1000
32,33,1650瑞銀,122.50,0,1000
33,34,1650瑞銀,123.00,0,30000
34,35,1650瑞銀,123.50,7000,6000
35,36,1650瑞銀,124.00,1000,0
36,37,5260美    好,123.00,0,1000
37,38,5262美好楊梅,123.00,1000,0
38,39,5262美好楊梅,124.00,0,1000
39,40,5321高橋龍潭,123.00,1000,0
40,41,5380第一金證,123.00,1000,0
41,42,5380第一金證,123.50,2000,0
42,43,5380第一金證,124.00,1000,0
43,44,5383第一高雄,123.50,0,600
44,45,5384第一台南,123.50,1000,0
45,46,538A第一新興,122.50,1000,0
46,47,538A第一新興,123.00,2000,1000
47,48,538A第一新興,123.50,1000,1000
48,49,538A第一新興,124.00,0,1000
49,50,538F第一稻埕,123.00,1000,0
50,51,538M第一嘉義,123.50,30,0
51,52,5850統    一,123.50,3000,0
52,53,5850統    一,124.00,1000,0
53,54,585H統一桃園,123.00,0,1000
54,55,5922元富新店,123.50,0,10
55,56,5923元富三重,122.50,1000,0
56,57,592a元富松德,123.00,50,0
57,58,592E元富城中,123.50,0,112
58,59,592H元富信義,123.50,0,1000
59,60,592i元富中港,123.50,0,183
60,61,592M元富彰化,123.50,0,3000
61,62,592U元富宜蘭,123.50,0,1000
62,63,592V元富民權,123.00,1000,150
63,64,592z元富文心,123.00,40,0
64,65,601d亞鑫豐,122.50,1000,0
65,66,6160中國信託,123.00,1000,0
66,67,6160中國信託,123.50,0,30
67,68,6160中國信託,124.00,1000,0
68,69,6165中信託新,123.00,0,6000
69,70,6165中信託新,124.00,0,1000
70,71,616K中信託高,123.50,1000,0
71,72,6910德    信,123.00,1000,0
72,73,6910德    信,124.00,0,1000
73,74,7000兆豐,122.50,4000,0
74,75,7000兆豐,123.00,166000,0
75,76,7000兆豐,123.50,80000,0
76,77,7003兆豐台中,122.50,1000,0
77,78,700C兆豐來福,123.50,0,5000
78,79,700h兆豐三民,123.00,0,1000
79,80,700r兆豐寶成,123.00,0,1000
80,81,700V兆豐新竹,123.00,21000,0
81,82,7790國票綜合,123.00,91,0
82,83,7790國票綜合,123.50,577,0
83,84,779v國票台中,123.50,0,1000
84,85,779X國票中和,123.00,0,2000
85,86,8150台    新,123.50,0,3000
86,87,815A台新高雄,123.00,1113,0
87,88,815S台新中壢,123.00,0,3000
88,89,8440摩根大通,122.50,0,7000
89,90,8440摩根大通,123.00,2000,68000
90,91,8440摩根大通,123.50,6000,77000
91,92,8440摩根大通,124.00,3000,7000
