,序號,券商,價格,買進股數,賣出股數
0,1,1041臺銀鳳山,13.95,3000,3000
1,2,1169日盛士林,13.95,100,0
2,3,116b日盛園區,13.95,3000,0
3,4,1440美林,13.90,0,1000
4,5,1440美林,13.95,0,4000
5,6,1440美林,14.00,0,1000
6,7,1470台灣摩根,13.90,1000,0
7,8,1470台灣摩根,13.95,4000,0
8,9,1590花旗環球,13.90,0,1000
9,10,1590花旗環球,13.95,0,1000
10,11,538F第一稻埕,13.95,0,5000
11,12,585H統一桃園,13.95,0,1000
12,13,592b元富板橋,14.00,0,2000
13,14,592Z元富安南,13.90,1000,0
14,15,601d亞鑫豐,13.95,0,1000
15,16,601d亞鑫豐,14.00,0,2000
16,17,6114中銀員林,13.85,50,0
17,18,7001兆豐嘉義,13.95,20000,0
18,19,7001兆豐嘉義,14.00,10000,0
19,20,700D兆豐西螺,13.95,0,1000
20,21,7790國票綜合,13.85,7,0
21,22,7790國票綜合,13.95,59,0
22,23,7797國票中正,13.95,2000,0
23,24,779c國票敦北,13.95,0,1000
24,25,779e國票南科,13.95,0,1000
25,26,8456康和新竹,13.95,4000,0
26,27,8456康和新竹,14.00,1000,0
27,28,8459康和嘉義,14.00,40,0
28,29,845U康和復興,13.95,1000,0
29,30,8560新    光,14.00,2,0
30,31,8561新光台中,13.95,7000,0
31,32,8842玉山新莊,13.95,1000,0
32,33,884B玉山台中,13.95,1000,0
33,34,884J玉山大里,13.95,1000,0
34,35,8882國泰台中,13.85,70,0
35,36,8886國泰新莊,13.95,0,1000
36,37,888A國泰館前,13.95,5000,0
37,38,888A國泰館前,14.00,1,0
38,39,9105群益高盛,13.90,0,7000
39,40,9134群益開元,13.95,0,300
40,41,913N群益土城,13.95,2000,0
41,42,9183群益高雄,13.95,0,10000
42,43,918B群益板橋,13.95,0,3000
43,44,918J群益永和,13.95,1000,0
44,45,918J群益永和,14.00,2000,0
45,46,920A凱基板橋,13.95,10000,0
46,47,920F凱基站前,13.95,25000,0
47,48,9239凱基市政,13.95,1000,0
48,49,9268凱基台北,13.85,338,0
49,50,9268凱基台北,13.90,2000,0
50,51,9339華南竹北,13.95,3000,0
51,52,9362華南苗栗,13.90,0,70000
52,53,9362華南苗栗,13.95,0,70000
53,54,9604富邦陽明,13.95,0,5000
54,55,9658富邦建國,14.00,0,43
55,56,9659富邦高雄,13.95,0,1000
56,57,9800元大,14.00,0,10000
57,58,980d元大沙鹿,14.00,0,1000
58,59,9814元大大益,13.95,200,0
59,60,981A元大鶯歌,13.95,0,1000
60,61,981D元大南投,13.90,0,3000
61,62,981N元大金門,14.00,3000,0
62,63,981S元大崇德,13.95,1000,0
63,64,9825元大新營,13.95,1000,0
64,65,982C元大六合,13.85,0,509
65,66,984E元大南勢,13.95,22000,0
66,67,984H元大景美,13.95,0,2000
67,68,985C元大鳳中,13.95,1000,0
68,69,9863元大和平,13.90,1000,0
69,70,9874元大雙和,13.95,0,2000
70,71,989g元大嘉義,13.85,44,0
71,72,989G元大大同,13.95,0,2000
72,73,989J元大彰生,13.90,1000,0
73,74,989J元大彰生,13.95,5000,0
74,75,989N元大內湖,13.95,0,59
75,76,9A00永豐金,13.90,0,3000
76,77,9A9G永豐天母,13.90,78000,0
77,78,9A9N永豐桃盛,13.95,0,9000
78,79,9A9U永豐中正,13.90,1000,0
