,序號,券商,價格,買進股數,賣出股數
0,1,1025合庫基隆,21.10,3000,0
1,2,1025合庫基隆,21.15,0,3000
2,3,1029合庫鳳山,21.20,0,2000
3,4,102E合庫桃園,21.10,0,1000
4,5,102E合庫桃園,21.15,0,1000
5,6,1032土銀台南,21.15,42,0
6,7,1033土銀高雄,21.10,0,10000
7,8,1033土銀高雄,21.15,0,5000
8,9,1040臺    銀,21.05,2000,0
9,10,1040臺    銀,21.10,25000,0
10,11,1040臺    銀,21.15,0,1000
11,12,1040臺    銀,21.20,1000,0
12,13,1041臺銀鳳山,21.10,1000,0
13,14,1041臺銀鳳山,21.15,5000,0
14,15,1041臺銀鳳山,21.20,1000,0
15,16,1042臺銀臺南,21.10,6000,2000
16,17,1042臺銀臺南,21.15,0,7000
17,18,1042臺銀臺南,21.20,500,8000
18,19,1043臺銀民權,21.10,1000,0
19,20,1043臺銀民權,21.15,1000,0
20,21,1045臺銀新竹,21.20,0,1000
21,22,104C臺銀高雄,21.25,1000,1000
22,23,104D臺銀金山,21.10,0,5000
23,24,104D臺銀金山,21.15,2000,0
24,25,1116企銀屏東,21.20,0,3000
25,26,1160日    盛,21.15,0,3000
26,27,1161日盛忠孝,21.20,0,2000
27,28,1166日盛雙和,21.20,0,4000
28,29,1168日盛高雄,21.10,2000,0
29,30,116A日盛木柵,21.15,0,1000
30,31,116A日盛木柵,21.20,0,23000
31,32,116b日盛園區,21.20,0,2000
32,33,116B日盛中壢,21.10,2000,0
33,34,116B日盛中壢,21.20,0,1000
34,35,116G日盛景美,21.20,5000,0
35,36,116H日盛新竹,21.20,0,1000
36,37,116j日盛頭份,21.10,10000,0
37,38,116k日盛北高,21.15,10000,0
38,39,116K日盛花蓮,21.15,0,1000
39,40,116N日盛永康,21.05,0,20000
40,41,116N日盛永康,21.10,0,60000
41,42,116N日盛永康,21.15,1000,0
42,43,116r日盛文化,21.10,1000,0
43,44,116S日盛新莊,21.10,1000,0
44,45,116V日盛斗六,21.10,1000,0
45,46,116W日盛鳳山,21.15,0,112
46,47,1262宏遠桃園,21.15,0,1000
47,48,126H宏遠中和,21.20,1000,0
48,49,126i宏遠光隆,21.10,20000,0
49,50,126i宏遠光隆,21.20,0,1000
50,51,126Q宏遠高雄,21.10,20000,0
51,52,126U宏遠館前,21.15,1000,0
52,53,126X宏遠新化,21.20,20000,3000
