,序號,券商,價格,買進股數,賣出股數
0,1,1020合　　庫,47.25,0,2000
1,2,1020合　　庫,47.30,0,97000
2,3,1020合　　庫,47.35,0,28000
3,4,1020合　　庫,47.40,0,97000
4,5,1020合　　庫,47.45,0,45000
5,6,1021合庫台中,47.40,1000,0
6,7,1022合庫台南,47.45,1000,0
7,8,1023合庫高雄,47.20,1000,0
8,9,1029合庫鳳山,47.25,0,8
9,10,1029合庫鳳山,47.40,0,1000
10,11,102A合庫新竹,47.00,2000,0
11,12,102A合庫新竹,47.10,3000,0
12,13,102E合庫桃園,47.25,2000,0
13,14,102E合庫桃園,47.50,0,2000
14,15,1041臺銀鳳山,47.50,1000,0
15,16,1042臺銀臺南,47.20,0,11000
16,17,1042臺銀臺南,47.25,500,0
17,18,1042臺銀臺南,47.35,0,100
18,19,1043臺銀民權,47.00,0,1000
19,20,1043臺銀民權,47.10,0,1000
20,21,1043臺銀民權,47.25,4000,0
21,22,1043臺銀民權,47.40,1000,0
22,23,1043臺銀民權,47.50,0,2000
23,24,1045臺銀新竹,47.25,0,3000
24,25,104A臺銀臺中,47.15,1,0
25,26,104A臺銀臺中,47.20,7000,0
26,27,104A臺銀臺中,47.25,1000,0
27,28,104A臺銀臺中,47.40,0,1000
28,29,104D臺銀金山,47.20,0,2000
29,30,1114企銀嘉義,47.10,2000,0
30,31,1163日盛台中,47.30,0,2000
31,32,1164日盛內湖,47.20,1000,0
32,33,1165日盛板橋,47.40,1000,0
33,34,1165日盛板橋,47.50,0,4000
34,35,1166日盛雙和,47.45,1000,0
35,36,1167日盛嘉義,47.25,0,5000
36,37,1168日盛高雄,47.25,0,108
37,38,1168日盛高雄,47.45,0,92
38,39,116A日盛木柵,47.15,1000,0
39,40,116A日盛木柵,47.35,1000,0
40,41,116A日盛木柵,47.45,1000,0
41,42,116B日盛中壢,47.15,0,1000
42,43,116C日盛八德,47.35,1000,0
43,44,116e日盛竹北,46.95,0,1000
44,45,116e日盛竹北,47.20,1000,0
45,46,116E日盛三重,47.45,1000,0
46,47,116f日盛復興,47.25,200,0
47,48,116f日盛復興,47.50,1000,0
48,49,116F日盛員林,47.30,2000,0
49,50,116G日盛景美,47.10,0,1000
50,51,116G日盛景美,47.20,0,1000
51,52,116G日盛景美,47.30,1000,0
52,53,116H日盛新竹,47.15,6000,0
53,54,116H日盛新竹,47.25,0,1000
54,55,116H日盛新竹,47.40,0,3000
55,56,116H日盛新竹,47.45,0,1000
56,57,116H日盛新竹,47.50,1000,0
57,58,116i日盛樹林,47.00,2000,0
58,59,116i日盛樹林,47.10,1000,0
59,60,116i日盛樹林,47.25,200,0
60,61,116i日盛樹林,47.45,1000,0
61,62,116I日盛南京,47.30,0,70
62,63,116J日盛中山,47.35,2000,0
