,序號,券商,價格,買進股數,賣出股數
0,1,1021合庫台中,19.75,0,1000
1,2,1022合庫台南,19.80,1000,0
2,3,1023合庫高雄,19.80,1000,0
3,4,1023合庫高雄,19.85,4000,2000
4,5,1024合庫嘉義,19.75,0,10000
5,6,1029合庫鳳山,19.85,0,3000
6,7,102A合庫新竹,19.80,0,1000
7,8,102A合庫新竹,19.85,0,1000
8,9,102C合庫自強,19.85,2000,0
9,10,102F合庫西台,19.80,10000,0
10,11,102G合庫三重,19.85,0,1000
11,12,1041臺銀鳳山,19.80,2000,0
12,13,1042臺銀臺南,19.75,2100,0
13,14,1042臺銀臺南,19.80,1000,0
14,15,1042臺銀臺南,19.85,1000,0
15,16,1043臺銀民權,19.80,10000,0
16,17,1045臺銀新竹,19.80,0,1000
17,18,104A臺銀臺中,19.75,1000,0
18,19,104A臺銀臺中,19.85,0,1000
19,20,1113企銀九如,19.85,3000,0
20,21,1160日    盛,19.85,20000,0
21,22,1160日    盛,19.90,200,0
22,23,1162日盛台南,19.80,1000,0
23,24,1163日盛台中,19.75,1000,0
24,25,1163日盛台中,19.80,0,5000
25,26,1164日盛內湖,19.80,1000,0
26,27,1164日盛內湖,19.85,1000,0
27,28,1165日盛板橋,19.80,0,10000
28,29,1168日盛高雄,19.85,0,10000
29,30,1169日盛士林,19.80,10000,0
30,31,116c日盛豐原,19.75,3000,0
31,32,116c日盛豐原,19.80,2000,0
32,33,116C日盛八德,19.65,0,5000
33,34,116C日盛八德,19.70,0,16000
34,35,116C日盛八德,19.75,0,20000
35,36,116C日盛八德,19.80,0,29000
36,37,116C日盛八德,19.85,0,5000
37,38,116E日盛三重,19.85,0,5000
38,39,116f日盛復興,19.80,1000,0
39,40,116H日盛新竹,19.80,20000,0
40,41,116j日盛頭份,19.75,0,5000
41,42,116k日盛北高,19.75,0,25000
42,43,116K日盛花蓮,19.75,1000,0
43,44,116P日盛信義,19.70,1000,0
44,45,116X日盛宜蘭,19.85,1000,0
45,46,116Z日盛中和,19.80,1000,0
46,47,126L宏遠台中,19.80,0,6000
47,48,1440美林,19.70,0,4000
48,49,1440美林,19.75,0,4000
49,50,1440美林,19.80,2000,19000
50,51,1440美林,19.85,140000,15000
51,52,1470台灣摩根,19.80,15000,3000
52,53,1470台灣摩根,19.85,3000,0
53,54,1480美商高盛,19.75,0,4000
54,55,1480美商高盛,19.80,7000,3000
55,56,1480美商高盛,19.85,2000,4000
56,57,1520瑞士信貸,19.80,5000,0
57,58,1520瑞士信貸,19.85,5000,0
58,59,1650瑞銀,19.70,5000,51000
59,60,1650瑞銀,19.75,1000,103000
60,61,1650瑞銀,19.80,24000,61000
61,62,1650瑞銀,19.85,9000,3000
62,63,1650瑞銀,19.90,3000,0
63,64,2180亞    東,19.85,2000,0
64,65,2186亞東高雄,19.75,70,0
65,66,2186亞東高雄,19.80,70,0
66,67,2187亞東台中,19.80,0,50000
67,68,2187亞東台中,19.85,0,50000
68,69,5260美    好,19.70,3000,0
69,70,5261美好蘆洲,19.85,1000,5000
70,71,5266美好中壢,19.70,1000,0
71,72,5266美好中壢,19.80,1000,0
72,73,5266美好中壢,19.90,0,1000
73,74,526K美好富順,19.75,0,2000
74,75,526K美好富順,19.80,40000,0
75,76,5320高    橋,19.75,7000,0
76,77,5320高    橋,19.80,1000,0
77,78,5320高    橋,19.85,10000,0
78,79,5321高橋龍潭,19.80,10000,0
79,80,5383第一高雄,19.80,2000,0
80,81,538A第一新興,19.70,0,4000
81,82,538E第一自由,19.80,600,0
82,83,538P第一路竹,19.70,0,5000
83,84,538W第一華江,19.80,15000,0
84,85,538W第一華江,19.85,30000,0
85,86,5850統    一,19.80,0,3000
86,87,5852統一敦南,19.75,0,10000
87,88,5852統一敦南,19.85,0,2000
88,89,5854統一城中,19.85,391,0
89,90,5856統一台中,19.80,0,80
90,91,5857統一新竹,19.80,2000,0
91,92,585c統一仁愛,19.75,1000,0
92,93,585m統一竹南,19.85,0,110
93,94,585Z統一松江,19.85,49000,0
94,95,5922元富新店,19.75,1000,0
95,96,5923元富三重,19.75,30,0
96,97,5925元富台中,19.85,0,10000
97,98,5925元富台中,19.90,1000,0
98,99,592a元富松德,19.85,0,46
99,100,592C元富潮洲,19.85,200,0
100,101,592d元富延平,19.85,0,1000
101,102,592E元富城中,19.80,0,4
102,103,592i元富中港,19.85,0,360
103,104,592i元富中港,19.90,0,440
104,105,592L元富中壢,19.80,5000,0
105,106,592N元富虎尾,19.85,0,1250
106,107,592P元富同大,19.70,0,2000
107,108,592P元富同大,19.80,3000,0
108,109,592Q元富敦南,19.75,0,5000
109,110,592r元富城東,19.80,4000,0
110,111,592r元富城東,19.85,6000,0
111,112,592r元富城東,19.90,10000,0
112,113,592w元富佳里,19.85,1,0
113,114,592W元富吉利,19.80,1000,0
114,115,601d亞鑫豐,19.65,2000,0
115,116,601d亞鑫豐,19.75,4000,4000
116,117,601d亞鑫豐,19.80,6000,8000
117,118,601d亞鑫豐,19.85,2000,12000
118,119,601d亞鑫豐,19.90,0,2000
119,120,6160中國信託,19.80,1000,0
120,121,6165中信託新,19.85,1000,0
121,122,616A中信中壢,19.70,1000,0
122,123,6450永    全,19.80,5000,0
123,124,6460大    昌,19.80,0,2
124,125,6464大昌新店,19.80,10000,0
125,126,6620口 袋,19.80,0,10000
126,127,7005兆豐中港,19.80,3000,0
127,128,7006兆豐台南,19.70,7000,0
128,129,7006兆豐台南,19.80,2000,0
129,130,700a兆豐忠孝,19.85,0,1000
130,131,700b兆豐中壢,19.80,5000,0
131,132,700c兆豐民生,19.80,1000,0
132,133,700C兆豐來福,19.85,1000,0
133,134,700d兆豐彰化,19.80,0,10000
134,135,700G兆豐麻豆,19.80,5000,0
135,136,700G兆豐麻豆,19.90,5000,0
136,137,700h兆豐三民,19.70,20000,0
137,138,700h兆豐三民,19.80,51000,0
138,139,700h兆豐三民,19.85,1000,0
139,140,700H兆豐東門,19.75,0,1000
140,141,700H兆豐東門,19.80,4000,0
141,142,700H兆豐東門,19.85,0,2000
142,143,700I兆豐北高,19.85,2000,0
143,144,700K兆豐新營,19.90,0,2000
144,145,700p兆豐復興,19.80,1000,0
145,146,700r兆豐寶成,19.80,1000,0
146,147,700S兆豐大同,19.85,0,3000
147,148,700w兆豐新莊,19.80,0,1000
148,149,700X兆豐永和,19.80,1000,0
149,150,700X兆豐永和,19.85,1000,0
150,151,703B致和崇德,19.85,0,2000
151,152,7750北    城,19.85,1000,0
152,153,7790國票綜合,19.85,0,2000
153,154,7792國票北投,19.70,2000,0
154,155,7792國票北投,19.80,0,8000
155,156,7798國票內壢,19.85,0,10
156,157,779D國票台南,19.75,70,0
157,158,779D國票台南,19.80,1116,0
158,159,779D國票台南,19.85,1000,0
159,160,779e國票南科,19.85,0,5000
160,161,779m國票中港,19.80,0,1
161,162,779m國票中港,19.85,3000,0
162,163,779v國票台中,19.80,1000,1000
163,164,8150台    新,19.70,0,5000
164,165,8150台    新,19.80,3000,1000
165,166,8150台    新,19.90,2000,0
166,167,8152台新新莊,19.80,0,2000
167,168,8156台新三民,19.85,0,1000
168,169,8158台新松江,19.80,8000,0
169,170,815A台新高雄,19.75,11000,0
170,171,815A台新高雄,19.80,1000,5000
171,172,815A台新高雄,19.85,1000,2000
172,173,815B台新台中,19.80,0,3000
