,序號,券商,價格,買進股數,賣出股數
0,1,1020合　　庫,24.90,27000,0
1,2,1020合　　庫,24.95,113000,0
2,3,1021合庫台中,24.90,1000,8000
3,4,1021合庫台中,24.95,2000,143000
4,5,1021合庫台中,25.00,0,1000
5,6,1022合庫台南,24.85,1000,0
6,7,1022合庫台南,24.90,120,2000
7,8,1023合庫高雄,24.90,5000,2000
8,9,1023合庫高雄,24.95,4000,6000
9,10,1024合庫嘉義,24.90,0,1000
10,11,1024合庫嘉義,25.00,0,3000
11,12,1025合庫基隆,24.95,0,2000
12,13,1025合庫基隆,25.00,0,1000
13,14,1028合庫彰化,24.85,1000,0
14,15,1028合庫彰化,24.90,1000,0
15,16,1028合庫彰化,24.95,1000,1000
16,17,1028合庫彰化,25.00,0,2000
17,18,1029合庫鳳山,24.85,1000,0
18,19,1029合庫鳳山,24.90,5000,1000
19,20,102A合庫新竹,24.95,300,0
20,21,102C合庫自強,24.90,2000,2000
21,22,102C合庫自強,24.95,0,1000
22,23,102E合庫桃園,24.90,2000,3000
23,24,102E合庫桃園,24.95,2000,1000
24,25,102E合庫桃園,25.00,0,1000
25,26,102F合庫西台,24.85,1000,0
26,27,102F合庫西台,24.90,1500,1000
27,28,102F合庫西台,25.00,0,4000
28,29,1030土　　銀,24.90,0,11000
29,30,1032土銀台南,24.90,0,192
30,31,1032土銀台南,24.95,1000,0
31,32,1032土銀台南,25.00,0,1000
32,33,1033土銀高雄,24.90,0,1000
33,34,1034土銀嘉義,24.90,10000,0
34,35,1035土銀新竹,24.90,1000,4000
35,36,1036土銀玉里,24.90,0,20000
36,37,1036土銀玉里,24.95,20000,0
37,38,1039土銀士林,24.90,2000,0
38,39,1039土銀士林,25.00,0,4000
39,40,103A土銀建國,24.90,0,1000
40,41,103A土銀建國,25.00,0,2000
41,42,103B土銀彰化,24.90,1000,0
42,43,103B土銀彰化,24.95,0,1000
43,44,103C土銀白河,24.90,1000,0
44,45,103F土銀南港,24.95,2000,0
45,46,1040臺    銀,24.85,3000,0
46,47,1040臺    銀,24.90,4000,6000
47,48,1040臺    銀,24.95,9000,2000
48,49,1041臺銀鳳山,24.85,3000,1000
49,50,1041臺銀鳳山,24.90,175000,0
50,51,1041臺銀鳳山,24.95,0,2000
51,52,1041臺銀鳳山,25.00,318,21100
52,53,1042臺銀臺南,24.85,3000,0
53,54,1042臺銀臺南,24.90,6000,5000
54,55,1042臺銀臺南,24.95,1000,7000
55,56,1042臺銀臺南,25.00,0,2000
56,57,1043臺銀民權,24.85,1000,10000
57,58,1043臺銀民權,24.90,2000,7118
58,59,1043臺銀民權,24.95,0,6000
