,序號,券商,價格,買進股數,賣出股數
0,1,103F土銀南港,15.70,0,1000
1,2,1041臺銀鳳山,15.65,0,5000
2,3,104D臺銀金山,15.65,0,2000
3,4,1111企銀台中,15.65,0,5000
4,5,116d日盛三峽,15.65,0,1000
5,6,126L宏遠台中,15.65,0,1000
6,7,126L宏遠台中,15.70,0,2000
7,8,1440美林,15.55,0,2000
8,9,1440美林,15.65,1000,0
9,10,1440美林,15.70,1000,0
10,11,1480美商高盛,15.65,1000,0
11,12,1480美商高盛,15.70,3000,0
12,13,1520瑞士信貸,15.65,41000,0
13,14,1520瑞士信貸,15.70,42000,0
14,15,1650瑞銀,15.60,7000,0
15,16,1650瑞銀,15.65,14000,0
16,17,1650瑞銀,15.70,18000,0
17,18,526K美好富順,15.70,0,5000
18,19,5381第一員林,15.70,0,5000
19,20,5382第一台中,15.65,0,1000
20,21,5383第一高雄,15.70,0,50000
21,22,538C第一光復,15.60,0,4000
22,23,538C第一光復,15.65,0,6000
23,24,538E第一自由,15.65,3000,0
24,25,538F第一稻埕,15.65,0,1000
25,26,538M第一嘉義,15.60,0,1
26,27,5660日    進,15.65,5000,0
27,28,5660日    進,15.70,0,6000
28,29,5854統一城中,15.70,0,3000
29,30,5854統一城中,15.75,0,3000
30,31,5856統一台中,15.55,2000,0
31,32,5856統一台中,15.70,0,1000
32,33,585H統一桃園,15.70,0,2000
33,34,585J統一三重,15.65,2000,0
34,35,585Y統一土城,15.70,0,4000
35,36,5925元富台中,15.70,0,5000
36,37,5926元富四維,15.70,0,2000
37,38,592m元富成功,15.70,0,3000
38,39,592M元富彰化,15.70,0,1000
39,40,601d亞鑫豐,15.65,1000,1000
40,41,6110台中銀,15.70,0,10000
41,42,611A中銀豐原,15.70,0,2000
42,43,6160中國信託,15.70,0,3000
43,44,6162中信託忠,15.70,0,3000
44,45,6164中信託文,15.65,1000,0
45,46,6168中信嘉義,15.65,0,27000
46,47,616K中信託高,15.85,0,15
47,48,6460大    昌,15.85,0,2
48,49,6465大昌桃園,15.65,1000,0
49,50,7001兆豐嘉義,15.65,0,10000
50,51,7007兆豐竹北,15.55,2000,0
51,52,700G兆豐麻豆,15.65,0,2000
52,53,700G兆豐麻豆,15.70,0,1000
53,54,700H兆豐東門,15.70,0,4000
54,55,7790國票綜合,15.70,0,4000
55,56,7797國票中正,15.70,1000,1000
56,57,779e國票南科,15.60,0,1000
57,58,779j國票和平,15.70,1000,0
58,59,8150台    新,15.65,0,5000
59,60,8150台    新,15.70,0,5000
60,61,815B台新台中,15.65,2000,0
61,62,815Y台新新營,15.65,0,2000
62,63,8440摩根大通,15.65,0,9000
63,64,8440摩根大通,15.70,2000,0
64,65,8459康和嘉義,15.70,0,1000
65,66,845D康和板橋,15.90,0,100
66,67,8520中    農,15.70,0,1000
67,68,8560新    光,15.70,5000,0
68,69,8560新    光,15.75,0,1000
69,70,8561新光台中,15.65,5000,0
70,71,8561新光台中,15.70,0,1000
71,72,8563新光新竹,15.70,0,2000
72,73,8840玉    山,15.65,6000,0
73,74,8841玉山雙和,15.65,0,20000
74,75,8843玉山高雄,15.65,20000,0
75,76,8848玉山嘉義,15.65,0,3000
76,77,8848玉山嘉義,15.70,0,1000
77,78,884J玉山大里,15.70,1000,0
78,79,884M玉山數位,15.60,0,2000
79,80,8882國泰台中,15.70,1000,1000
80,81,8886國泰新莊,15.70,1000,0
81,82,8888國泰敦南,15.60,1000,0
82,83,8888國泰敦南,15.70,10000,4000
83,84,8888國泰敦南,15.85,35,0
84,85,888A國泰館前,15.70,1000,0
85,86,888K國泰板橋,15.60,0,1000
86,87,888K國泰板橋,15.70,0,3000
87,88,9101群益敦南,15.65,3000,0
88,89,9101群益敦南,15.70,11000,0
89,90,9105群益高盛,15.70,1000,0
90,91,9131群益民權,15.65,2000,0
91,92,9136群益西松,15.70,4000,0
92,93,913Y群益館前,15.60,1,0
93,94,9187群益彰化,15.70,5000,0
94,95,918B群益板橋,15.70,1000,1000
95,96,918C群益古亭,15.65,0,1000
96,97,918H群益中山,15.70,1000,0
97,98,9200凱基,15.85,2,0
98,99,9208凱基桃園,15.70,0,30000
99,100,920F凱基站前,15.65,0,2000
100,101,920N凱基湖口,15.70,10000,0
101,102,920W凱基大里,15.75,2000,0
102,103,920Z凱基台東,15.70,1000,0
103,104,921M凱基八德,15.70,0,2000
104,105,9239凱基市政,15.85,0,20
105,106,9268凱基台北,15.60,4000,3000
106,107,9268凱基台北,15.65,38000,0
107,108,9268凱基台北,15.70,96000,8000
108,109,9275凱基三多,15.65,1000,0
109,110,9287凱基內湖,15.70,3000,0
110,111,9288凱基埔墘,15.65,0,12000
111,112,9302華南台中,15.70,0,4000
112,113,9315華南苑裡,15.70,0,1000
113,114,9326華南南京,15.75,10000,0
114,115,9327華南斗六,15.70,1000,0
115,116,9363華南彰化,15.70,0,1000
116,117,9604富邦陽明,15.70,1000,1000
117,118,9614富邦基隆,15.70,3000,0
118,119,9616富邦岡山,15.70,0,2000
119,120,9623富邦台北,15.65,1000,0
120,121,9627富邦內湖,15.65,3000,0
121,122,9634富邦羅東,15.70,0,3000
122,123,9636富邦中壢,15.70,0,1000
123,124,9659富邦高雄,15.60,0,3000
124,125,965K富邦台中,15.70,13000,0
125,126,965K富邦台中,15.75,5000,0
126,127,9661富邦新店,15.65,1000,0
127,128,9663富邦敦南,15.65,6000,11000
128,129,9663富邦敦南,15.70,0,20000
129,130,9663富邦敦南,15.75,0,14000
130,131,9666富邦南屯,15.60,1000,0
131,132,9666富邦南屯,15.70,1000,0
132,133,966F富邦左營,15.70,1000,0
133,134,9672富邦員林,15.65,0,1000
134,135,9677富邦三重,15.65,0,4000
135,136,9686富邦宜蘭,15.70,0,2000
136,137,980d元大沙鹿,15.70,0,3000
137,138,980h元大台北,15.65,1000,0
138,139,9812元大台中,15.70,0,4000
139,140,9817元大東泰,15.70,0,2000
140,141,981E元大發財,15.65,0,4000
141,142,981F元大福營,15.75,1000,0
142,143,981h元大屏生,15.65,0,1000
143,144,981i元大西螺,15.65,0,2000
144,145,981L元大莒光,15.60,4000,0
145,146,981L元大莒光,15.65,4000,0
146,147,981n元大旗山,15.65,0,3000
147,148,981N元大金門,15.70,1000,0
148,149,981z元大大統,15.70,0,3000
149,150,9824元大向上,15.55,0,2000
150,151,9825元大新營,15.60,0,2000
151,152,982B元大博愛,15.70,0,2000
152,153,9831元大四維,15.65,0,3000
153,154,9834元大中壢,15.65,10000,0
154,155,983G元大上新,15.70,0,5000
155,156,983j元大仁愛,15.65,0,2000
156,157,983Z元大鳳山,15.65,0,2000
157,158,9852元大永春,15.65,0,3000
158,159,9854元大興安,15.65,1000,0
159,160,9854元大興安,15.70,1000,0
160,161,9856元大花蓮,15.70,0,1000
161,162,9857元大東蘆,15.65,2000,1000
162,163,9858元大龍潭,15.65,5000,0
163,164,9872元大復北,15.65,2000,0
164,165,9884元大斗信,15.65,0,5000
165,166,9889元大員林,15.90,100,0
166,167,9897元大土城,15.70,0,7000
167,168,989G元大大同,15.65,1000,0
168,169,989P元大敦南,15.60,0,1000
169,170,989Q元大汐止,15.70,0,1000
170,171,989S元大鹿港,15.70,2000,0
171,172,9A00永豐金,15.70,0,1000
172,173,9A98永豐大園,15.65,0,5000
173,174,9A9c永豐永康,15.65,7000,0
174,175,9A9c永豐永康,15.70,10000,0
175,176,9A9C永豐員林,15.65,5000,2000
176,177,9A9C永豐員林,15.70,0,3000
177,178,9A9g永豐內湖,15.65,0,30000
178,179,9A9G永豐天母,15.65,0,1000
179,180,9A9M永豐南投,15.70,0,3000
180,181,9A9r永豐北高,15.70,0,6000
